parameters PADDING 296, 
4171 0 12.186299000
4172 0 12.236197000
4173 0 12.292694000
4222 0 12.014450000
4223 0 12.049063000
4224 0 12.125853000
4225 0 12.185095000
4288 0 11.797877000
4290 0 11.908761000
4291 0 11.983381000
4292 0 12.077232000
4293 0 12.120468000
4334 0 11.752891000
4335 0 11.813862000
4336 0 11.828388000
4337 0 11.851183000
4338 0 11.894341000
4386 0 11.475904000
4387 0 11.519029000
4388 0 11.575589000
4389 0 11.610273000
4390 0 11.675008000
4451 0 11.119482000
4452 0 11.160082000
4453 0 11.218861000
4454 0 11.335678000
4455 0 11.420678000
4498 0 11.067887000
4499 0 11.099387000
4500 0 11.254209000
4501 0 11.273657000
4579 0 10.516814000
4580 0 10.575079000
4581 0 10.629744000
4582 0 10.761317000
4583 0 10.831151000
4632 0 10.431053000
4633 0 10.482664000
4634 0 10.559636000
4635 0 10.620713000
4645 0 10.654391000
4710 0 10.199659000
4711 0 10.362843000
4712 0 10.423935000
4713 0 10.523371000
4714 0 10.597516000
4771 0 10.096172000
4772 0 10.162104000
4773 0 10.338788000
4774 0 10.386587000
4775 0 10.421140000
4829 0 10.028802000
4830 0 10.324115000
4831 0 10.413534000
4849 0 10.263626000
4850 0 10.359906000
4879 0 10.151597000
4880 0 10.229791000
4881 0 10.333102000
4882 0 10.414190000
4883 0 10.506118000
4950 0 10.202195000
4951 0 10.312130000
4952 0 10.415346000
4953 0 10.531687000
4983 0 10.339688000
4984 0 10.442844000
4985 0 10.566024000
4986 0 10.709586000
4987 0 10.846507000
5036 0 10.447092000
5037 0 10.597794000
5038 0 10.730675000
5039 0 10.825005000
5040 0 10.966793000
5102 0 10.450394000
5103 0 10.549736000
5104 0 10.697062000
5105 0 10.813220000
5106 0 10.903100000
5169 0 10.488725000
5170 0 10.644770000
5171 0 10.875190000
5172 0 10.989183000
5173 0 11.099878000
5222 0 10.747741000
5223 0 10.846262000
5235 0 10.808732000
5236 0 11.160616000
5316 0 10.393441000
5317 0 10.564664000
5318 0 10.746343000
5319 0 10.885571000
5320 0 11.037467000
5369 0 10.722015000
5370 0 10.757250000
5371 0 11.054227000
5372 0 11.237801000
5373 0 11.380599000
5426 0 11.020526000
5427 0 11.150355000
5428 0 11.306885000
5429 0 11.416602000
5430 0 11.623213000
5460 0 11.528758000
5461 0 11.678733000
5462 0 11.894535000
5463 0 12.097699000
5464 0 12.280744000
5484 0 12.778667000
5485 0 13.233478000
5486 0 13.336940000
5487 0 13.766947000
5512 0 14.060419000
5513 0 14.349126000
5514 0 14.778793000
5515 0 14.983638000
5516 0 15.071609000
5554 0 14.806394000
5555 0 15.094488000
5556 0 15.224472000
5557 0 15.434347000
5558 0 15.531592000
5587 0 15.364716000
5588 0 15.566875000
5589 0 15.773581000
5590 0 15.959835000
5591 0 16.135347000
5631 0 15.909849000
5632 0 16.046510000
5633 0 16.189582000
5634 0 16.339372000
5635 0 16.422541000
5689 0 15.980130000
5690 0 16.136179000
5691 0 16.292619000
5692 0 16.402530000
5693 0 16.546275000
5732 0 16.349287000
5733 0 16.419912000
5734 0 16.516459000
5735 0 16.625353000
5803 0 16.040439000
5804 0 16.150010000
5805 0 16.241939000
5806 0 16.289681000
5807 0 16.407302000
5845 0 16.192743000
5910 0 15.624832000
5911 0 15.781112000
5912 0 15.877619000
5913 0 16.047734000
5976 0 15.498421000
6042 0 14.941325000
6043 0 15.051769000
6044 0 15.168937000
6155 0 14.158044000
6156 0 14.355510000
6157 0 14.525202000
6249 0 13.707991000
6250 0 13.718063000
6251 0 13.721277000
6252 0 13.818448000
6303 0 13.438865000
6304 0 13.507870000
6305 0 13.572573000
6306 0 13.641760000
6323 0 13.530008000
6393 0 12.890010000
6394 0 12.929296000
6395 0 12.971437000
6396 0 13.067088000
6450 0 12.572058000
6451 0 12.689280000
6487 0 12.389000000
6488 0 12.425929000
6489 0 12.449125000
6548 0 11.909135000
6549 0 11.964957000
6550 0 12.002166000
6569 0 11.874794000
6635 0 11.296873000
6636 0 11.340153000
6637 0 11.396648000
6638 0 11.432843000
6647 0 11.407849000
6648 0 11.477648000
6649 0 11.513494000
6650 0 11.568556000
6698 0 11.148257000
6717 0 11.001479000
6765 0 10.560049000
6766 0 10.577340000
6767 0 10.619432000
6768 0 10.762629000
6794 0 10.665833000
6795 0 10.750801000
6796 0 10.766962000
6832 0 10.480608000
6833 0 10.523913000
6891 0 9.986828000
6892 0 10.035661000
6893 0 10.098688000
6894 0 10.156262000
6895 0 10.171926000
6896 0 10.202575000
6941 0 9.797951000
6942 0 9.841536000
6962 0 9.756564000
6994 0 9.505882000
6995 0 9.552715000
6996 0 9.598194000
6997 0 9.641332000
7036 0 9.276458000
7082 0 8.876703000
7083 0 8.946686000
7084 0 9.009587000
7085 0 9.084824000
7086 0 9.209922000
7138 0 8.739184000
7139 0 8.777047000
7140 0 8.833676000
7169 0 8.643799000
7186 0 8.545560000
7231 0 8.188542000
7232 0 8.337963000
7233 0 8.366357000
7234 0 8.408752000
7235 0 8.467383000
7286 0 8.021256000
7287 0 8.067243000
7288 0 8.114645000
7307 0 8.603692000
7359 0 8.074516000
7360 0 8.064449000
7361 0 8.054326000
7362 0 8.047619000
7363 0 8.037560000
7412 0 7.539069000
7413 0 7.528940000
7414 0 7.520958000
7415 0 7.521898000
7416 0 7.565421000
7473 0 7.025700000
7474 0 7.047405000
7475 0 7.077650000
7476 0 7.094989000
7477 0 7.138301000
7531 0 6.614506000
7532 0 6.670696000
7533 0 6.833639000
7534 0 6.857297000
7579 0 6.573436000
7580 0 6.636739000
7581 0 6.706845000
7582 0 6.786898000
7583 0 6.826421000
7621 0 6.492272000
7622 0 6.562402000
7623 0 6.626556000
7624 0 6.729595000
7625 0 6.911483000
7654 0 6.691181000
7655 0 6.794276000
7656 0 6.874488000
7657 0 7.098590000
7658 0 7.101591000
7685 0 6.886992000
7686 0 6.944133000
7687 0 7.026416000
7688 0 7.050507000
7689 0 7.073465000
7716 0 6.845184000
7717 0 6.861244000
7718 0 6.871211000
7719 0 6.894261000
7720 0 6.917983000
7746 0 6.696593000
7747 0 6.736619000
7748 0 6.765587000
7749 0 6.855439000
7771 0 6.711735000
7772 0 6.841627000
7773 0 6.918214000
7774 0 6.934913000
7775 0 6.937817000
7819 0 6.517062000
7820 0 6.520133000
7821 0 6.529533000
7822 0 6.546153000
7823 0 6.602579000
7845 0 6.718673000
7846 0 6.775196000
7847 0 6.811917000
7848 0 6.968264000
7849 0 7.031565000
7871 0 6.907496000
7872 0 6.957395000
7873 0 7.013891000
7874 0 7.170571000
7875 0 7.393626000
7903 0 7.289702000
7904 0 7.539221000
7905 0 7.662395000
7906 0 7.834917000
7933 0 7.638332000
7934 0 7.688143000
7935 0 7.838666000
7936 0 7.948471000
7937 0 8.090841000
7968 0 7.908627000
7969 0 7.992221000
7970 0 8.055426000
7971 0 8.165262000
7972 0 8.249280000
8019 0 7.851315000
8020 0 7.908664000
8021 0 7.958532000
8022 0 8.008403000
8023 0 8.050739000
8046 0 7.883197000
8047 0 7.980922000
8048 0 8.177957000
8049 0 8.188158000
8050 0 8.198111000
8070 0 8.202025000
8071 0 8.212740000
8072 0 8.240364000
8073 0 8.357706000
8074 0 8.466963000
8104 0 8.209309000
8105 0 8.298029000
8106 0 8.341311000
8107 0 8.384590000
8108 0 8.427278000
8133 0 8.207864000
8134 0 8.224149000
8135 0 8.279544000
8136 0 8.429177000
8153 0 8.382659000
8154 0 8.452494000
8155 0 8.523770000
8156 0 8.593754000
8157 0 8.741952000
8201 0 8.360895000
8202 0 8.425384000
8203 0 8.461312000
8204 0 8.543690000
8205 0 8.621422000
8230 0 8.474084000
8231 0 8.528929000
8232 0 8.673833000
8233 0 8.743388000
8234 0 8.813581000
8287 0 8.365609000
8288 0 8.450201000
8289 0 8.493695000
8290 0 8.561937000
8291 0 8.632286000
8332 0 8.269147000
8333 0 8.338990000
8334 0 8.396620000
8335 0 8.465178000
8357 0 8.286231000
8358 0 8.369461000
8359 0 8.564335000
8360 0 8.610881000
8361 0 8.685868000
8374 0 8.615039000
8375 0 8.678064000
8376 0 8.733793000
8377 0 8.798317000
8378 0 8.868003000
8413 0 8.570945000
8414 0 8.611994000
8415 0 8.675358000
8416 0 8.840278000
8417 0 8.949901000
8429 0 8.942373000
8430 0 8.984495000
8431 0 9.013463000
8432 0 9.184989000
8433 0 9.387091000
8478 0 8.943849000
8479 0 8.972083000
8480 0 8.990681000
8481 0 9.019835000
8482 0 9.162267000
8521 0 8.765712000
8522 0 8.834760000
8523 0 8.837892000
8524 0 8.848183000
8597 0 8.131053000
8598 0 8.135427000
8599 0 8.145321000
8600 0 8.148412000
8601 0 8.618235000
8658 0 8.378393000
8659 0 8.434464000
8660 0 8.445430000
8661 0 8.495454000
8662 0 8.584176000
8711 0 8.165498000
8712 0 8.215079000
8713 0 8.271631000
8714 0 8.349613000
8722 0 8.367054000
8763 0 8.037451000
8764 0 8.106622000
8765 0 8.135867000
8766 0 8.192120000
8767 0 8.436637000
8794 0 8.560434000
8795 0 8.677052000
8796 0 8.823677000
8797 0 8.937208000
8798 0 8.953145000
8842 0 8.559155000
8843 0 8.623463000
8844 0 8.666103000
8845 0 8.742588000
8881 0 8.444770000
8882 0 8.472732000
8883 0 8.496076000
8884 0 8.538746000
8885 0 8.602351000
8907 0 8.444860000
8908 0 8.508922000
8909 0 8.578826000
8910 0 8.694828000
8911 0 8.743820000
8951 0 8.430301000
8952 0 8.488076000
8953 0 8.509749000
8954 0 8.606223000
8955 0 8.675993000
8996 0 8.325366000
8997 0 8.415159000
8998 0 8.469151000
8999 0 8.536370000
9000 0 8.695143000
9034 0 8.370792000
9035 0 8.393447000
9036 0 8.529258000
9037 0 8.546933000
9038 0 8.585484000
9082 0 8.174564000
9083 0 8.244576000
9084 0 8.288011000
9085 0 8.317710000
9113 0 8.072506000
9114 0 8.076024000
9115 0 8.098094000
9116 0 8.101689000
9117 0 8.124522000
9149 0 7.824905000
9150 0 7.836967000
9151 0 7.992342000
9152 0 8.035909000
9153 0 8.078041000
9194 0 7.721609000
9195 0 7.770936000
9196 0 7.808107000
9197 0 7.903850000
9198 0 7.933713000
9227 0 7.665538000
9228 0 7.689118000
9229 0 7.725718000
9230 0 7.835342000
9231 0 7.944848000
9281 0 7.496310000
9282 0 7.552480000
9283 0 7.650815000
9284 0 7.693398000
9285 0 7.708666000
9327 0 7.379678000
9328 0 7.397599000
9329 0 7.480645000
9330 0 7.517305000
9350 0 7.353715000
9351 0 7.377493000
9352 0 7.560576000
9353 0 7.622992000
9354 0 7.659986000
9365 0 7.606568000
9366 0 7.671565000
9367 0 7.715394000
9368 0 7.750405000
9369 0 7.833970000
9448 0 7.065643000
9449 0 7.101722000
9450 0 7.144788000
9451 0 7.194417000
9455 0 7.223325000
9486 0 6.965044000
9487 0 7.006736000
9488 0 7.064700000
9489 0 7.107862000
9490 0 7.177722000
9522 0 6.904099000
9523 0 6.967044000
9524 0 7.036953000
9525 0 7.173646000
9596 0 6.497391000
9597 0 6.768578000
9598 0 6.837315000
9599 0 6.934868000
9607 0 6.958846000
9651 0 6.602164000
9652 0 6.689146000
9653 0 6.759045000
9654 0 6.793810000
9655 0 6.818937000
9680 0 6.644076000
9681 0 6.698988000
9682 0 6.878593000
9683 0 6.881815000
9684 0 6.898465000
9708 0 6.687133000
9709 0 6.751624000
9710 0 6.809309000
9711 0 6.864615000
9712 0 6.907900000
9750 0 6.610759000
9751 0 6.635517000
9752 0 6.646704000
9753 0 6.649971000
9754 0 6.664660000
9785 0 6.392444000
9786 0 6.413537000
9787 0 6.424651000
9788 0 6.434465000
9824 0 6.095055000
9825 0 6.104738000
9826 0 6.394032000
9827 0 6.730468000
9828 0 6.778909000
9853 0 6.711854000
9854 0 6.722880000
9855 0 6.785571000
9856 0 6.821325000
9857 0 6.898980000
9876 0 6.831175000
9877 0 7.182225000
9878 0 7.285540000
9879 0 7.480800000
9880 0 7.823965000
9887 0 7.907617000
9888 0 8.189147000
9889 0 8.326668000
9890 0 8.549280000
9891 0 8.579620000
9923 0 8.306212000
9924 0 8.363201000
9925 0 8.421808000
9926 0 8.522186000
9927 0 8.539132000
9949 0 8.362128000
9950 0 8.657858000
9951 0 8.722593000
9952 0 8.771044000
9987 0 8.481791000
9988 0 8.571214000
9989 0 8.701309000
9990 0 8.952540000
9991 0 9.084140000
10019 0 8.932825000
10020 0 9.022703000
10021 0 9.330665000
10022 0 9.627304000
10023 0 9.697405000
10044 0 9.550397000
10045 0 9.666983000
10046 0 9.736879000
10047 0 9.973188000
10048 0 10.130479000
10085 0 9.833321000
10086 0 9.996352000
10087 0 10.032918000
10088 0 10.102826000
10089 0 10.172990000
10111 0 10.101913000
10112 0 10.187159000
10113 0 10.288178000
10114 0 10.378701000
10139 0 10.191024000
10140 0 10.302401000
10141 0 10.316843000
10142 0 10.521876000
10143 0 10.629947000
10168 0 10.389339000
10169 0 10.439252000
10170 0 10.481494000
10171 0 10.531490000
10172 0 10.775275000
10230 0 10.331402000
10231 0 10.341574000
10232 0 10.517670000
10233 0 10.642555000
10234 0 10.772945000
10274 0 10.438080000
10275 0 10.502250000
10276 0 10.565045000
10277 0 10.672792000
10278 0 10.710002000
10305 0 10.477511000
10306 0 10.493073000
10307 0 10.549655000
10308 0 10.754190000
10309 0 10.819539000
10336 0 10.545058000
10337 0 10.546136000
10338 0 10.572362000
10339 0 10.611947000
10369 0 10.333893000
10370 0 10.410927000
10371 0 10.418841000
10372 0 10.528102000
10373 0 10.526776000
10382 0 10.453679000
10383 0 10.456712000
10384 0 10.467217000
10385 0 10.476342000
10386 0 10.499506000
10393 0 10.521376000
10395 0 11.341447000
10396 0 11.331443000
10397 0 11.321440000
10480 0 10.477185000
10481 0 10.620109000
10482 0 10.704679000
10483 0 10.832405000
10484 0 10.930433000
10524 0 10.608531000
10525 0 10.711686000
10526 0 10.827550000
10527 0 10.986037000
10528 0 11.121024000
10579 0 10.708886000
10637 0 10.220595000
10638 0 10.268663000
10639 0 10.338463000
10708 0 9.664625000
10709 0 9.792992000
10710 0 9.809656000
10711 0 9.932875000
10712 0 9.996266000
10738 0 9.767102000
10739 0 9.802276000
10740 0 9.824895000
10741 0 9.847274000
10742 0 9.857323000
10798 0 9.448627000
10799 0 9.505155000
10800 0 9.616225000
10801 0 9.651461000
10802 0 9.689548000
10872 0 9.031449000
10873 0 9.138578000
10874 0 9.173779000
10875 0 9.456865000
10876 0 9.554776000
10922 0 9.171871000
10954 0 8.873384000
10955 0 8.882668000
10956 0 8.985795000
10957 0 9.311179000
11021 0 8.673399000
11022 0 8.750345000
11023 0 8.806539000
11024 0 8.876038000
11025 0 8.926492000
11073 0 8.464665000
11074 0 8.574199000
11075 0 8.618792000
11076 0 8.663547000
11120 0 8.485770000
11121 0 8.549470000
11122 0 8.552136000
11123 0 8.568414000
11124 0 8.585034000
11158 0 8.478926000
11159 0 8.502396000
11160 0 8.532190000
11161 0 8.575258000
11162 0 8.591592000
11215 0 8.126343000
11216 0 8.289147000
11217 0 8.439385000
11218 0 8.483181000
11219 0 8.566377000
11267 0 8.084695000
11268 0 8.148396000
11269 0 8.171967000
11270 0 8.187906000
11271 0 8.224594000
11304 0 8.075764000
11305 0 8.185664000
11306 0 8.242453000
11307 0 8.318625000
11339 0 8.060756000
11340 0 8.237340000
11341 0 8.286518000
11342 0 8.382904000
11343 0 8.426045000
11358 0 8.347491000
11359 0 8.404109000
11360 0 8.420202000
11361 0 8.464737000
11362 0 8.567388000
11379 0 8.453546000
11380 0 8.670904000
11381 0 8.726541000
11382 0 8.790567000
11383 0 8.853685000
11414 0 8.591272000
11415 0 8.681145000
11416 0 8.790682000
11417 0 8.841199000
11418 0 8.905321000
11463 0 8.492959000
11464 0 8.496779000
11465 0 8.525712000
11466 0 8.535578000
11539 0 8.057279000
11540 0 8.132995000
11541 0 8.209558000
11542 0 8.286956000
11543 0 8.481512000
11600 0 7.923751000
11601 0 7.951494000
11602 0 8.061424000
11603 0 8.104675000
11604 0 8.154274000
11639 0 7.858597000
11640 0 7.906853000
11641 0 7.962033000
11642 0 8.093571000
11643 0 8.123376000
11667 0 7.907310000
11668 0 7.936869000
11669 0 7.971646000
11670 0 7.983646000
11671 0 8.021672000
11698 0 7.764611000
11699 0 7.767609000
11700 0 7.776565000
11701 0 7.826354000
11702 0 7.869686000
11732 0 7.797499000
11733 0 7.895529000
11734 0 7.963770000
11735 0 8.067753000
11736 0 8.103343000
11792 0 7.600522000
11793 0 7.876878000
11794 0 7.959568000
11795 0 7.984665000
11842 0 7.518560000
11843 0 7.527784000
11844 0 7.577472000
11845 0 7.760494000
11846 0 7.803623000
11873 0 7.582659000
11874 0 7.625546000
11875 0 7.642795000
11876 0 7.672803000
11877 0 7.675618000
11928 0 7.175687000
11929 0 7.185350000
11930 0 7.216515000
11931 0 7.225157000
11932 0 7.235626000
11961 0 6.975061000
11962 0 7.043731000
11963 0 7.080193000
11964 0 7.109871000
11965 0 7.141437000
11985 0 6.977634000
11986 0 7.034709000
11987 0 7.064627000
11988 0 7.119197000
12030 0 6.746377000
12031 0 6.942707000
12032 0 7.012507000
12033 0 7.068635000
12034 0 7.092211000
12066 0 6.818163000
12067 0 6.849756000
12068 0 6.871520000
12069 0 6.901638000
12070 0 6.931433000
12117 0 6.507153000
12118 0 6.549134000
12119 0 6.593906000
12120 0 6.710073000
12121 0 6.738436000
12148 0 6.490324000
12149 0 6.508156000
12150 0 6.796842000
12151 0 6.839879000
12152 0 6.890117000
12182 0 6.638967000
12183 0 6.708801000
12184 0 6.774542000
12185 0 6.842034000
12186 0 6.857841000
12233 0 6.398249000
12234 0 6.409735000
12235 0 6.525677000
12236 0 6.534681000
12265 0 6.252684000
12266 0 6.262705000
12267 0 6.279251000
12268 0 6.301936000
12269 0 6.325110000
12307 0 5.977567000
12308 0 6.009314000
12309 0 6.024457000
12310 0 6.037768000
12311 0 6.037563000
12348 0 5.748707000
12349 0 5.830745000
12350 0 5.927187000
12351 0 5.931416000
12352 0 6.048307000
12384 0 5.803445000
12385 0 5.818935000
12386 0 5.860458000
12387 0 5.885157000
12388 0 5.929601000
12414 0 5.735155000
12415 0 5.792170000
12416 0 5.822492000
12417 0 5.838829000
12418 0 5.874423000
12429 0 5.796512000
12430 0 5.812356000
12431 0 5.862606000
12432 0 6.091953000
12466 0 5.832594000
12467 0 5.915582000
12468 0 5.979221000
12469 0 6.036264000
12470 0 6.069760000
12507 0 5.741694000
12508 0 5.791596000
12509 0 5.841409000
12510 0 6.118881000
12511 0 6.121455000
12550 0 5.805260000
12551 0 5.833741000
12552 0 5.890816000
12553 0 5.893909000
12554 0 5.903745000
12589 0 5.583784000
12590 0 5.606220000
12591 0 5.607296000
12592 0 5.617740000
12593 0 5.640272000
12602 0 5.576975000
12603 0 5.632062000
12604 0 5.649041000
12605 0 5.692227000
12606 0 5.713719000
12619 0 5.867749000
12620 0 5.988952000
12621 0 6.040827000
12622 0 6.085397000
12638 0 5.988445000
12639 0 6.057971000
12640 0 6.153986000
12641 0 6.198824000
12642 0 6.254374000
12681 0 5.891878000
12682 0 5.934853000
12683 0 6.103346000
12684 0 6.134271000
12685 0 6.190648000
12706 0 6.042247000
12707 0 6.073356000
12708 0 6.108366000
12709 0 6.233011000
12710 0 6.389478000
12726 0 6.279548000
12727 0 6.495742000
12728 0 6.627002000
12729 0 6.636410000
12730 0 6.673277000
12755 0 6.519521000
12756 0 6.568513000
12757 0 6.605902000
12758 0 6.661394000
12803 0 6.259726000
12804 0 6.281289000
12805 0 6.350233000
12806 0 6.406548000
12807 0 6.529606000
12830 0 6.356306000
12831 0 6.412191000
12832 0 6.435091000
12833 0 6.484992000
12834 0 6.561117000
12849 0 6.415801000
12850 0 6.432138000
12851 0 6.461477000
12852 0 6.485135000
12853 0 6.508307000
12865 0 6.432727000
12866 0 6.556176000
12867 0 6.659028000
12868 0 6.722173000
12869 0 6.759841000
12888 0 6.604868000
12889 0 6.628497000
12890 0 6.652340000
12891 0 6.695738000
12892 0 6.738021000
12922 0 6.465750000
12923 0 6.495786000
12924 0 6.519730000
12925 0 6.581906000
12946 0 6.421592000
12947 0 6.445716000
12948 0 6.474780000
12949 0 6.497521000
12950 0 6.508580000
12966 0 6.377553000
12967 0 6.387844000
12968 0 6.591588000
12969 0 6.694717000
12970 0 6.724388000
13016 0 6.276206000
13017 0 6.305360000
13018 0 6.341626000
13019 0 6.358215000
13020 0 6.374956000
13044 0 6.179859000
13045 0 6.170069000
13046 0 6.172245000
13047 0 6.173598000
13048 0 6.350335000
13088 0 5.977029000
13089 0 5.998715000
13090 0 6.023239000
13091 0 6.212518000
13106 0 6.099753000
13107 0 6.196322000
13108 0 6.252821000
13109 0 6.309254000
13110 0 6.359039000
13120 0 6.338874000
13121 0 6.386428000
13122 0 6.453698000
13123 0 6.519105000
13124 0 6.582348000
13164 0 6.241665000
13165 0 6.305727000
13166 0 6.362580000
13167 0 6.411968000
13168 0 6.460736000
13202 0 6.182296000
13203 0 6.244435000
13204 0 6.308144000
13205 0 6.357658000
