--------- beginning of /dev/log/main
D/UDP-TIMING(12522): 65 0 -0.488406000
D/UDP-TIMING(12522): 66 0 -0.487688000
D/UDP-TIMING(12522): 67 0 -0.486874000
D/UDP-TIMING(12522): 68 0 -0.487040000
D/UDP-TIMING(12522): 69 0 -0.486253000
D/UDP-TIMING(12522): 70 0 -0.488218000
D/UDP-TIMING(12522): 71 0 -0.487533000
D/UDP-TIMING(12522): 72 0 -0.486654000
D/UDP-TIMING(12522): 73 0 -0.488600000
D/UDP-TIMING(12522): 74 0 -0.487887000
D/UDP-TIMING(12522): 75 0 -0.481379000
D/UDP-TIMING(12522): 76 0 -0.483365000
D/UDP-TIMING(12522): 77 0 -0.485500000
D/UDP-TIMING(12522): 78 0 -0.487482000
D/UDP-TIMING(12522): 79 0 -0.487802000
D/UDP-TIMING(12522): 80 0 -0.487907000
D/UDP-TIMING(12522): 81 0 -0.488038000
D/UDP-TIMING(12522): 82 0 -0.487140000
D/UDP-TIMING(12522): 83 0 -0.487268000
D/UDP-TIMING(12522): 84 0 -0.487411000
D/UDP-TIMING(12522): 85 0 -0.487543000
D/UDP-TIMING(12522): 86 0 -0.487683000
D/UDP-TIMING(12522): 87 0 -0.486795000
D/UDP-TIMING(12522): 88 0 -0.485902000
D/UDP-TIMING(12522): 89 0 -0.487846000
D/UDP-TIMING(12522): 90 0 -0.486136000
D/UDP-TIMING(12522): 91 0 -0.483821000
D/UDP-TIMING(12522): 92 0 -0.485631000
D/UDP-TIMING(12522): 93 0 -0.485298000
D/UDP-TIMING(12522): 94 0 -0.487162000
D/UDP-TIMING(12522): 95 0 -0.487533000
D/UDP-TIMING(12522): 96 0 -0.487640000
D/UDP-TIMING(12522): 97 0 -0.487693000
D/UDP-TIMING(12522): 98 0 -0.486739000
D/UDP-TIMING(12522): 99 0 -0.488675000
D/UDP-TIMING(12522): 100 0 -0.486996000
D/UDP-TIMING(12522): 101 0 -0.376517000
D/UDP-TIMING(12522): 102 0 -0.378005000
D/UDP-TIMING(12522): 103 0 -0.379883000
D/UDP-TIMING(12522): 104 0 -0.381884000
D/UDP-TIMING(12522): 105 0 -0.383972000
D/UDP-TIMING(12522): 106 0 -0.386086000
D/UDP-TIMING(12522): 107 0 -0.388187000
D/UDP-TIMING(12522): 108 0 -0.390267000
D/UDP-TIMING(12522): 109 0 -0.392327000
D/UDP-TIMING(12522): 110 0 -0.394387000
D/UDP-TIMING(12522): 111 0 -0.396515000
D/UDP-TIMING(12522): 112 0 -0.398627000
D/UDP-TIMING(12522): 113 0 -0.400771000
D/UDP-TIMING(12522): 114 0 -0.402914000
D/UDP-TIMING(12522): 115 0 -0.405016000
D/UDP-TIMING(12522): 116 0 -0.407168000
D/UDP-TIMING(12522): 117 0 -0.409313000
D/UDP-TIMING(12522): 118 0 -0.411429000
D/UDP-TIMING(12522): 119 0 -0.413577000
D/UDP-TIMING(12522): 120 0 -0.415721000
D/UDP-TIMING(12522): 121 0 -0.417827000
D/UDP-TIMING(12522): 122 0 -0.419974000
D/UDP-TIMING(12522): 123 0 -0.422088000
D/UDP-TIMING(12522): 124 0 -0.424232000
D/UDP-TIMING(12522): 125 0 -0.426377000
D/UDP-TIMING(12522): 126 0 -0.428497000
D/UDP-TIMING(12522): 127 0 -0.430641000
D/UDP-TIMING(12522): 128 0 -0.432790000
D/UDP-TIMING(12522): 129 0 -0.434915000
D/UDP-TIMING(12522): 130 0 -0.437059000
D/UDP-TIMING(12522): 131 0 -0.439205000
D/UDP-TIMING(12522): 132 0 -0.441322000
D/UDP-TIMING(12522): 133 0 -0.443457000
D/UDP-TIMING(12522): 134 0 -0.445607000
D/UDP-TIMING(12522): 135 0 -0.447720000
D/UDP-TIMING(12522): 136 0 -0.449866000
D/UDP-TIMING(12522): 137 0 -0.452014000
D/UDP-TIMING(12522): 138 0 -0.454113000
D/UDP-TIMING(12522): 139 0 -0.456215000
D/UDP-TIMING(12522): 140 0 -0.458349000
D/UDP-TIMING(12522): 141 0 -0.460459000
D/UDP-TIMING(12522): 142 0 -0.462607000
D/UDP-TIMING(12522): 143 0 -0.464708000
D/UDP-TIMING(12522): 144 0 -0.466765000
D/UDP-TIMING(12522): 145 0 -0.468882000
D/UDP-TIMING(12522): 146 0 -0.470969000
D/UDP-TIMING(12522): 147 0 -0.473062000
D/UDP-TIMING(12522): 148 0 -0.475208000
D/UDP-TIMING(12522): 149 0 -0.477348000
D/UDP-TIMING(12522): 150 0 -0.479455000
D/UDP-TIMING(12522): 151 0 -0.481596000
D/UDP-TIMING(12522): 152 0 -0.483697000
D/UDP-TIMING(12522): 153 0 -0.485865000
D/UDP-TIMING(12522): 154 0 -0.485746000
D/UDP-TIMING(12522): 155 0 -0.486840000
D/UDP-TIMING(12522): 156 0 -0.485921000
D/UDP-TIMING(12522): 157 0 -0.487995000
D/UDP-TIMING(12522): 158 0 -0.486501000
D/UDP-TIMING(12522): 159 0 -0.486655000
D/UDP-TIMING(12522): 160 0 -0.488765000
D/UDP-TIMING(12522): 161 0 -0.486991000
D/UDP-TIMING(12522): 162 0 -0.489060000
D/UDP-TIMING(12522): 163 0 -0.488329000
D/UDP-TIMING(12522): 164 0 -0.487457000
D/UDP-TIMING(12522): 165 0 -0.487624000
D/UDP-TIMING(12522): 166 0 -0.489692000
D/UDP-TIMING(12522): 167 0 -0.486977000
D/UDP-TIMING(12522): 168 0 -0.487060000
D/UDP-TIMING(12522): 169 0 -0.487174000
D/UDP-TIMING(12522): 170 0 -0.486314000
D/UDP-TIMING(12522): 171 0 -0.477878000
D/UDP-TIMING(12522): 172 0 -0.479929000
D/UDP-TIMING(12522): 173 0 -0.481979000
D/UDP-TIMING(12522): 174 0 -0.484068000
D/UDP-TIMING(12522): 175 0 -0.485818000
D/UDP-TIMING(12522): 176 0 -0.484553000
D/UDP-TIMING(12522): 177 0 -0.486648000
D/UDP-TIMING(12522): 178 0 -0.486991000
D/UDP-TIMING(12522): 179 0 -0.487484000
D/UDP-TIMING(12522): 180 0 -0.487643000
D/UDP-TIMING(12522): 181 0 -0.487741000
D/UDP-TIMING(12522): 182 0 -0.487842000
D/UDP-TIMING(12522): 183 0 -0.487964000
D/UDP-TIMING(12522): 184 0 -0.488109000
D/UDP-TIMING(12522): 185 0 -0.488175000
D/UDP-TIMING(12522): 186 0 -0.488270000
D/UDP-TIMING(12522): 187 0 -0.485352000
D/UDP-TIMING(12522): 188 0 -0.487350000
D/UDP-TIMING(12522): 189 0 -0.487528000
D/UDP-TIMING(12522): 190 0 -0.486941000
D/UDP-TIMING(12522): 191 0 -0.486724000
D/UDP-TIMING(12522): 192 0 -0.486818000
D/UDP-TIMING(12522): 193 0 -0.486856000
D/UDP-TIMING(12522): 194 0 -0.487005000
D/UDP-TIMING(12522): 195 0 -0.487088000
D/UDP-TIMING(12522): 196 0 -0.487225000
D/UDP-TIMING(12522): 197 0 -0.487345000
D/UDP-TIMING(12522): 198 0 -0.487437000
D/UDP-TIMING(12522): 199 0 -0.486524000
D/UDP-TIMING(12522): 200 0 -0.488621000
D/UDP-TIMING(12522): 201 0 -0.487733000
D/UDP-TIMING(12522): 202 0 -0.375374000
D/UDP-TIMING(12522): 203 0 -0.377129000
D/UDP-TIMING(12522): 204 0 -0.379151000
D/UDP-TIMING(12522): 205 0 -0.381174000
D/UDP-TIMING(12522): 206 0 -0.383199000
D/UDP-TIMING(12522): 207 0 -0.385255000
D/UDP-TIMING(12522): 208 0 -0.387825000
D/UDP-TIMING(12522): 209 0 -0.389857000
D/UDP-TIMING(12522): 210 0 -0.391910000
D/UDP-TIMING(12522): 211 0 -0.393947000
D/UDP-TIMING(12522): 212 0 -0.395949000
D/UDP-TIMING(12522): 213 0 -0.397998000
D/UDP-TIMING(12522): 214 0 -0.400074000
D/UDP-TIMING(12522): 215 0 -0.402100000
D/UDP-TIMING(12522): 216 0 -0.404144000
D/UDP-TIMING(12522): 217 0 -0.406148000
D/UDP-TIMING(12522): 218 0 -0.408201000
D/UDP-TIMING(12522): 219 0 -0.410218000
D/UDP-TIMING(12522): 220 0 -0.412239000
D/UDP-TIMING(12522): 221 0 -0.414283000
D/UDP-TIMING(12522): 222 0 -0.417041000
D/UDP-TIMING(12522): 223 0 -0.419107000
D/UDP-TIMING(12522): 224 0 -0.421181000
D/UDP-TIMING(12522): 225 0 -0.423209000
D/UDP-TIMING(12522): 226 0 -0.425264000
D/UDP-TIMING(12522): 227 0 -0.428501000
D/UDP-TIMING(12522): 228 0 -0.430534000
D/UDP-TIMING(12522): 229 0 -0.432589000
D/UDP-TIMING(12522): 230 0 -0.434643000
D/UDP-TIMING(12522): 231 0 -0.436697000
D/UDP-TIMING(12522): 232 0 -0.438748000
D/UDP-TIMING(12522): 233 0 -0.440765000
D/UDP-TIMING(12522): 234 0 -0.442811000
D/UDP-TIMING(12522): 235 0 -0.444861000
D/UDP-TIMING(12522): 236 0 -0.446877000
D/UDP-TIMING(12522): 237 0 -0.448966000
D/UDP-TIMING(12522): 238 0 -0.451025000
D/UDP-TIMING(12522): 239 0 -0.453097000
D/UDP-TIMING(12522): 240 0 -0.455205000
D/UDP-TIMING(12522): 241 0 -0.457234000
D/UDP-TIMING(12522): 242 0 -0.459357000
D/UDP-TIMING(12522): 243 0 -0.461391000
D/UDP-TIMING(12522): 244 0 -0.463484000
D/UDP-TIMING(12522): 245 0 -0.465583000
D/UDP-TIMING(12522): 246 0 -0.467645000
D/UDP-TIMING(12522): 247 0 -0.469735000
D/UDP-TIMING(12522): 248 0 -0.471832000
D/UDP-TIMING(12522): 249 0 -0.473801000
D/UDP-TIMING(12522): 250 0 -0.475893000
D/UDP-TIMING(12522): 251 0 -0.477947000
D/UDP-TIMING(12522): 252 0 -0.480013000
D/UDP-TIMING(12522): 253 0 -0.482138000
D/UDP-TIMING(12522): 254 0 -0.484203000
D/UDP-TIMING(12522): 255 0 -0.486305000
D/UDP-TIMING(12522): 256 0 -0.482412000
D/UDP-TIMING(12522): 257 0 -0.484336000
D/UDP-TIMING(12522): 258 0 -0.486318000
D/UDP-TIMING(12522): 259 0 -0.486014000
D/UDP-TIMING(12522): 260 0 -0.486947000
D/UDP-TIMING(12522): 261 0 -0.487223000
D/UDP-TIMING(12522): 262 0 -0.486379000
D/UDP-TIMING(12522): 263 0 -0.488294000
D/UDP-TIMING(12522): 264 0 -0.483638000
D/UDP-TIMING(12522): 265 0 -0.485511000
D/UDP-TIMING(12522): 266 0 -0.485863000
D/UDP-TIMING(12522): 267 0 -0.487772000
D/UDP-TIMING(12522): 268 0 -0.487096000
D/UDP-TIMING(12522): 269 0 -0.480444000
D/UDP-TIMING(12522): 270 0 -0.482316000
D/UDP-TIMING(12522): 271 0 -0.484256000
D/UDP-TIMING(12522): 272 0 -0.486185000
D/UDP-TIMING(12522): 273 0 -0.487524000
D/UDP-TIMING(12522): 274 0 -0.489039000
D/UDP-TIMING(12522): 275 0 -0.486735000
D/UDP-TIMING(12522): 276 0 -0.485299000
D/UDP-TIMING(12522): 277 0 -0.486032000
D/UDP-TIMING(12522): 278 0 -0.486138000
D/UDP-TIMING(12522): 279 0 -0.488120000
D/UDP-TIMING(12522): 280 0 -0.486418000
D/UDP-TIMING(12522): 281 0 -0.488399000
D/UDP-TIMING(12522): 282 0 -0.486671000
D/UDP-TIMING(12522): 283 0 -0.488666000
D/UDP-TIMING(12522): 284 0 -0.487678000
D/UDP-TIMING(12522): 285 0 -0.487016000
D/UDP-TIMING(12522): 286 0 -0.485150000
D/UDP-TIMING(12522): 287 0 -0.486911000
D/UDP-TIMING(12522): 288 0 -0.486416000
D/UDP-TIMING(12522): 289 0 -0.485592000
D/UDP-TIMING(12522): 290 0 -0.484701000
D/UDP-TIMING(12522): 291 0 -0.486495000
D/UDP-TIMING(12522): 292 0 -0.486951000
D/UDP-TIMING(12522): 293 0 -0.484056000
D/UDP-TIMING(12522): 294 0 -0.481237000
D/UDP-TIMING(12522): 295 0 -0.483000000
D/UDP-TIMING(12522): 296 0 -0.481443000
D/UDP-TIMING(12522): 297 0 -0.483190000
D/UDP-TIMING(12522): 298 0 -0.484674000
D/UDP-TIMING(12522): 299 0 -0.486268000
D/UDP-TIMING(12522): 300 0 -0.486885000
D/UDP-TIMING(12522): 301 0 -0.488660000
D/UDP-TIMING(12522): 302 0 -0.488120000
D/UDP-TIMING(12522): 303 0 -0.372652000
D/UDP-TIMING(12522): 304 0 -0.374556000
D/UDP-TIMING(12522): 305 0 -0.376636000
D/UDP-TIMING(12522): 306 0 -0.378693000
D/UDP-TIMING(12522): 307 0 -0.380786000
D/UDP-TIMING(12522): 308 0 -0.382849000
D/UDP-TIMING(12522): 309 0 -0.384900000
D/UDP-TIMING(12522): 310 0 -0.386996000
D/UDP-TIMING(12522): 311 0 -0.389065000
D/UDP-TIMING(12522): 312 0 -0.391152000
D/UDP-TIMING(12522): 313 0 -0.393247000
D/UDP-TIMING(12522): 314 0 -0.395299000
D/UDP-TIMING(12522): 315 0 -0.397384000
D/UDP-TIMING(12522): 316 0 -0.399447000
D/UDP-TIMING(12522): 317 0 -0.401522000
D/UDP-TIMING(12522): 318 0 -0.403569000
D/UDP-TIMING(12522): 319 0 -0.405615000
D/UDP-TIMING(12522): 320 0 -0.407708000
D/UDP-TIMING(12522): 321 0 -0.409771000
D/UDP-TIMING(12522): 322 0 -0.411866000
D/UDP-TIMING(12522): 323 0 -0.413961000
D/UDP-TIMING(12522): 324 0 -0.416025000
D/UDP-TIMING(12522): 325 0 -0.418125000
D/UDP-TIMING(12522): 326 0 -0.420159000
D/UDP-TIMING(12522): 327 0 -0.422222000
D/UDP-TIMING(12522): 328 0 -0.424312000
D/UDP-TIMING(12522): 329 0 -0.426375000
D/UDP-TIMING(12522): 330 0 -0.428453000
D/UDP-TIMING(12522): 331 0 -0.430507000
D/UDP-TIMING(12522): 332 0 -0.432588000
D/UDP-TIMING(12522): 333 0 -0.434673000
D/UDP-TIMING(12522): 334 0 -0.436725000
D/UDP-TIMING(12522): 335 0 -0.438804000
D/UDP-TIMING(12522): 336 0 -0.440861000
D/UDP-TIMING(12522): 337 0 -0.442943000
D/UDP-TIMING(12522): 338 0 -0.445039000
D/UDP-TIMING(12522): 339 0 -0.447080000
D/UDP-TIMING(12522): 340 0 -0.449181000
D/UDP-TIMING(12522): 341 0 -0.451246000
D/UDP-TIMING(12522): 342 0 -0.453260000
D/UDP-TIMING(12522): 343 0 -0.455326000
D/UDP-TIMING(12522): 344 0 -0.457469000
D/UDP-TIMING(12522): 345 0 -0.459571000
D/UDP-TIMING(12522): 346 0 -0.461713000
D/UDP-TIMING(12522): 347 0 -0.463827000
D/UDP-TIMING(12522): 348 0 -0.465961000
D/UDP-TIMING(12522): 349 0 -0.468095000
D/UDP-TIMING(12522): 350 0 -0.470194000
D/UDP-TIMING(12522): 351 0 -0.472345000
D/UDP-TIMING(12522): 352 0 -0.474461000
D/UDP-TIMING(12522): 353 0 -0.476601000
D/UDP-TIMING(12522): 354 0 -0.478738000
D/UDP-TIMING(12522): 355 0 -0.480845000
D/UDP-TIMING(12522): 356 0 -0.482981000
D/UDP-TIMING(12522): 357 0 -0.485122000
D/UDP-TIMING(12522): 358 0 -0.487231000
D/UDP-TIMING(12522): 359 0 -0.482310000
D/UDP-TIMING(12522): 360 0 -0.484384000
D/UDP-TIMING(12522): 361 0 -0.486525000
D/UDP-TIMING(12522): 362 0 -0.486095000
D/UDP-TIMING(12522): 363 0 -0.488021000
D/UDP-TIMING(12522): 364 0 -0.487535000
D/UDP-TIMING(12522): 365 0 -0.487410000
D/UDP-TIMING(12522): 366 0 -0.487900000
D/UDP-TIMING(12522): 367 0 -0.477589000
D/UDP-TIMING(12522): 368 0 -0.479661000
D/UDP-TIMING(12522): 369 0 -0.481767000
D/UDP-TIMING(12522): 370 0 -0.483902000
D/UDP-TIMING(12522): 371 0 -0.483669000
D/UDP-TIMING(12522): 372 0 -0.485760000
D/UDP-TIMING(12522): 373 0 -0.487822000
D/UDP-TIMING(12522): 374 0 -0.487113000
D/UDP-TIMING(12522): 375 0 -0.487250000
D/UDP-TIMING(12522): 376 0 -0.487429000
D/UDP-TIMING(12522): 377 0 -0.486539000
D/UDP-TIMING(12522): 378 0 -0.483730000
D/UDP-TIMING(12522): 379 0 -0.485772000
D/UDP-TIMING(12522): 380 0 -0.487094000
D/UDP-TIMING(12522): 381 0 -0.487150000
D/UDP-TIMING(12522): 382 0 -0.486754000
D/UDP-TIMING(12522): 383 0 -0.487518000
D/UDP-TIMING(12522): 384 0 -0.487693000
D/UDP-TIMING(12522): 385 0 -0.486799000
D/UDP-TIMING(12522): 386 0 -0.488883000
D/UDP-TIMING(12522): 387 0 -0.487119000
D/UDP-TIMING(12522): 388 0 -0.487264000
D/UDP-TIMING(12522): 389 0 -0.487162000
D/UDP-TIMING(12522): 390 0 -0.487488000
D/UDP-TIMING(12522): 391 0 -0.487591000
D/UDP-TIMING(12522): 392 0 -0.487741000
D/UDP-TIMING(12522): 393 0 -0.487867000
D/UDP-TIMING(12522): 394 0 -0.488036000
D/UDP-TIMING(12522): 395 0 -0.488121000
D/UDP-TIMING(12522): 396 0 -0.487296000
D/UDP-TIMING(12522): 397 0 -0.483436000
D/UDP-TIMING(12522): 398 0 -0.485467000
D/UDP-TIMING(12522): 399 0 -0.486601000
D/UDP-TIMING(12522): 400 0 -0.488588000
D/UDP-TIMING(12522): 401 0 -0.486817000
D/UDP-TIMING(12522): 402 0 -0.486883000
D/UDP-TIMING(12522): 403 0 -0.486984000
D/dalvikvm(  182): GC_CONCURRENT freed 909K, 16% free 18201K/21639K, paused 6ms+4ms
D/UDP-TIMING(12522): 404 0 -0.371208000
D/UDP-TIMING(12522): 405 0 -0.372792000
D/UDP-TIMING(12522): 406 0 -0.374793000
D/UDP-TIMING(12522): 407 0 -0.376864000
D/UDP-TIMING(12522): 408 0 -0.378955000
D/UDP-TIMING(12522): 409 0 -0.381019000
D/UDP-TIMING(12522): 410 0 -0.383114000
D/UDP-TIMING(12522): 411 0 -0.385204000
D/UDP-TIMING(12522): 412 0 -0.387271000
D/UDP-TIMING(12522): 413 0 -0.389361000
D/UDP-TIMING(12522): 414 0 -0.391424000
D/UDP-TIMING(12522): 415 0 -0.393521000
D/UDP-TIMING(12522): 416 0 -0.395614000
D/UDP-TIMING(12522): 417 0 -0.397678000
D/UDP-TIMING(12522): 418 0 -0.399776000
D/UDP-TIMING(12522): 419 0 -0.401884000
D/UDP-TIMING(12522): 420 0 -0.403994000
D/UDP-TIMING(12522): 421 0 -0.406097000
D/UDP-TIMING(12522): 422 0 -0.408210000
D/UDP-TIMING(12522): 423 0 -0.410307000
D/UDP-TIMING(12522): 424 0 -0.412400000
D/UDP-TIMING(12522): 425 0 -0.414514000
D/UDP-TIMING(12522): 426 0 -0.416602000
D/UDP-TIMING(12522): 427 0 -0.418696000
D/UDP-TIMING(12522): 428 0 -0.420808000
D/UDP-TIMING(12522): 429 0 -0.422894000
D/UDP-TIMING(12522): 430 0 -0.424986000
D/UDP-TIMING(12522): 431 0 -0.427104000
D/UDP-TIMING(12522): 432 0 -0.429196000
D/UDP-TIMING(12522): 433 0 -0.431308000
D/UDP-TIMING(12522): 434 0 -0.433417000
D/UDP-TIMING(12522): 435 0 -0.435558000
D/UDP-TIMING(12522): 436 0 -0.437607000
D/UDP-TIMING(12522): 437 0 -0.439746000
D/UDP-TIMING(12522): 438 0 -0.441848000
D/UDP-TIMING(12522): 439 0 -0.443991000
D/UDP-TIMING(12522): 440 0 -0.446045000
D/UDP-TIMING(12522): 441 0 -0.448103000
D/UDP-TIMING(12522): 442 0 -0.450166000
D/UDP-TIMING(12522): 443 0 -0.452305000
D/UDP-TIMING(12522): 444 0 -0.454423000
D/UDP-TIMING(12522): 445 0 -0.456560000
D/UDP-TIMING(12522): 446 0 -0.458710000
D/UDP-TIMING(12522): 447 0 -0.460828000
D/UDP-TIMING(12522): 448 0 -0.462971000
D/UDP-TIMING(12522): 449 0 -0.465129000
D/UDP-TIMING(12522): 450 0 -0.467242000
D/UDP-TIMING(12522): 451 0 -0.469386000
D/UDP-TIMING(12522): 452 0 -0.471532000
D/UDP-TIMING(12522): 453 0 -0.473636000
D/UDP-TIMING(12522): 454 0 -0.475781000
D/UDP-TIMING(12522): 455 0 -0.477897000
D/UDP-TIMING(12522): 456 0 -0.479991000
D/UDP-TIMING(12522): 457 0 -0.482147000
D/UDP-TIMING(12522): 458 0 -0.484261000
D/UDP-TIMING(12522): 459 0 -0.486412000
D/UDP-TIMING(12522): 460 0 -0.485511000
D/UDP-TIMING(12522): 461 0 -0.487596000
D/UDP-TIMING(12522): 462 0 -0.486878000
D/UDP-TIMING(12522): 463 0 -0.486458000
D/UDP-TIMING(12522): 464 0 -0.488462000
D/UDP-TIMING(12522): 465 0 -0.479738000
D/UDP-TIMING(12522): 466 0 -0.481794000
D/UDP-TIMING(12522): 467 0 -0.483946000
D/UDP-TIMING(12522): 468 0 -0.482890000
D/UDP-TIMING(12522): 469 0 -0.484972000
D/UDP-TIMING(12522): 470 0 -0.487097000
D/UDP-TIMING(12522): 471 0 -0.487321000
D/UDP-TIMING(12522): 472 0 -0.487520000
D/UDP-TIMING(12522): 473 0 -0.487192000
D/UDP-TIMING(12522): 474 0 -0.486866000
D/UDP-TIMING(12522): 475 0 -0.486921000
D/UDP-TIMING(12522): 476 0 -0.487206000
D/UDP-TIMING(12522): 477 0 -0.487378000
D/UDP-TIMING(12522): 478 0 -0.487528000
D/UDP-TIMING(12522): 479 0 -0.485622000
D/UDP-TIMING(12522): 480 0 -0.487665000
D/UDP-TIMING(12522): 481 0 -0.485892000
D/UDP-TIMING(12522): 482 0 -0.487930000
D/UDP-TIMING(12522): 483 0 -0.487151000
D/UDP-TIMING(12522): 484 0 -0.487268000
D/UDP-TIMING(12522): 485 0 -0.487375000
D/UDP-TIMING(12522): 486 0 -0.487444000
D/UDP-TIMING(12522): 487 0 -0.487547000
D/UDP-TIMING(12522): 488 0 -0.487672000
D/UDP-TIMING(12522): 489 0 -0.487801000
D/UDP-TIMING(12522): 490 0 -0.486873000
D/UDP-TIMING(12522): 491 0 -0.486972000
D/UDP-TIMING(12522): 492 0 -0.486045000
D/UDP-TIMING(12522): 493 0 -0.488067000
D/UDP-TIMING(12522): 494 0 -0.485268000
D/UDP-TIMING(12522): 495 0 -0.487261000
D/UDP-TIMING(12522): 496 0 -0.487448000
D/UDP-TIMING(12522): 497 0 -0.487589000
D/UDP-TIMING(12522): 498 0 -0.486692000
D/UDP-TIMING(12522): 499 0 -0.488729000
D/UDP-TIMING(12522): 500 0 -0.487952000
D/UDP-TIMING(12522): 501 0 -0.488095000
D/UDP-TIMING(12522): 502 0 -0.487225000
D/UDP-TIMING(12522): 503 0 -0.486364000
D/UDP-TIMING(12522): 504 0 -0.488441000
D/UDP-TIMING(12522): 505 0 -0.377219000
D/UDP-TIMING(12522): 506 0 -0.379063000
D/UDP-TIMING(12522): 507 0 -0.381185000
D/UDP-TIMING(12522): 508 0 -0.383274000
D/UDP-TIMING(12522): 509 0 -0.385387000
D/UDP-TIMING(12522): 510 0 -0.387528000
D/UDP-TIMING(12522): 511 0 -0.389648000
D/UDP-TIMING(12522): 512 0 -0.391792000
D/UDP-TIMING(12522): 513 0 -0.393909000
D/UDP-TIMING(12522): 514 0 -0.396043000
D/UDP-TIMING(12522): 515 0 -0.398188000
D/UDP-TIMING(12522): 516 0 -0.400307000
D/UDP-TIMING(12522): 517 0 -0.402454000
D/UDP-TIMING(12522): 518 0 -0.404598000
D/UDP-TIMING(12522): 519 0 -0.406664000
D/UDP-TIMING(12522): 520 0 -0.408809000
D/UDP-TIMING(12522): 521 0 -0.410883000
D/UDP-TIMING(12522): 522 0 -0.412917000
D/UDP-TIMING(12522): 523 0 -0.415531000
D/UDP-TIMING(12522): 524 0 -0.417573000
D/UDP-TIMING(12522): 525 0 -0.419668000
D/UDP-TIMING(12522): 526 0 -0.421741000
D/UDP-TIMING(12522): 527 0 -0.423782000
D/UDP-TIMING(12522): 528 0 -0.425903000
D/UDP-TIMING(12522): 529 0 -0.428011000
D/UDP-TIMING(12522): 530 0 -0.430081000
D/UDP-TIMING(12522): 531 0 -0.432226000
D/UDP-TIMING(12522): 532 0 -0.434341000
D/UDP-TIMING(12522): 533 0 -0.436489000
D/UDP-TIMING(12522): 534 0 -0.438627000
D/UDP-TIMING(12522): 535 0 -0.440721000
D/UDP-TIMING(12522): 536 0 -0.442823000
D/UDP-TIMING(12522): 537 0 -0.444917000
D/UDP-TIMING(12522): 538 0 -0.446972000
D/UDP-TIMING(12522): 539 0 -0.449060000
D/UDP-TIMING(12522): 540 0 -0.451192000
D/UDP-TIMING(12522): 541 0 -0.453245000
D/UDP-TIMING(12522): 542 0 -0.455390000
D/UDP-TIMING(12522): 543 0 -0.457432000
D/UDP-TIMING(12522): 544 0 -0.459574000
D/UDP-TIMING(12522): 545 0 -0.461718000
D/UDP-TIMING(12522): 546 0 -0.463778000
D/UDP-TIMING(12522): 547 0 -0.465858000
D/UDP-TIMING(12522): 548 0 -0.467936000
