--------- beginning of /dev/log/main
D/UDP-TIMING(12522): 108 0 -0.495929000
D/UDP-TIMING(12522): 109 0 -0.496482000
D/UDP-TIMING(12522): 110 0 -0.495634000
D/UDP-TIMING(12522): 111 0 -0.496751000
D/UDP-TIMING(12522): 112 0 -0.492906000
D/UDP-TIMING(12522): 113 0 -0.496083000
D/UDP-TIMING(12522): 114 0 -0.496276000
D/UDP-TIMING(12522): 115 0 -0.497016000
D/UDP-TIMING(12522): 116 0 -0.496454000
D/UDP-TIMING(12522): 117 0 -0.495222000
D/UDP-TIMING(12522): 118 0 -0.496577000
D/UDP-TIMING(12522): 119 0 -0.496745000
D/UDP-TIMING(12522): 120 0 -0.495317000
D/UDP-TIMING(12522): 121 0 -0.496166000
D/UDP-TIMING(12522): 122 0 -0.494586000
D/UDP-TIMING(12522): 123 0 -0.487885000
D/UDP-TIMING(12522): 124 0 -0.496659000
D/UDP-TIMING(12522): 125 0 -0.496213000
D/UDP-TIMING(12522): 126 0 -0.496407000
D/UDP-TIMING(12522): 127 0 -0.495597000
D/UDP-TIMING(12522): 128 0 -0.496345000
D/UDP-TIMING(12522): 129 0 -0.495934000
D/UDP-TIMING(12522): 130 0 -0.494320000
D/UDP-TIMING(12522): 131 0 -0.496901000
D/UDP-TIMING(12522): 132 0 -0.496049000
D/UDP-TIMING(12522): 133 0 -0.496602000
D/UDP-TIMING(12522): 134 0 -0.495782000
D/UDP-TIMING(12522): 135 0 -0.496562000
D/UDP-TIMING(12522): 136 0 -0.495146000
D/UDP-TIMING(12522): 137 0 -0.495925000
D/UDP-TIMING(12522): 138 0 -0.497097000
D/UDP-TIMING(12522): 139 0 -0.496636000
D/UDP-TIMING(12522): 140 0 -0.496393000
D/UDP-TIMING(12522): 141 0 -0.496536000
D/UDP-TIMING(12522): 142 0 -0.496713000
D/UDP-TIMING(12522): 143 0 -0.496881000
D/UDP-TIMING(12522): 144 0 -0.495431000
D/UDP-TIMING(12522): 145 0 -0.493554000
D/UDP-TIMING(12522): 146 0 -0.496412000
D/UDP-TIMING(12522): 147 0 -0.495998000
D/UDP-TIMING(12522): 148 0 -0.495758000
D/UDP-TIMING(12522): 149 0 -0.495930000
D/UDP-TIMING(12522): 150 0 -0.496401000
D/UDP-TIMING(12522): 151 0 -0.496517000
D/UDP-TIMING(12522): 152 0 -0.494066000
D/UDP-TIMING(12522): 153 0 -0.496496000
D/UDP-TIMING(12522): 154 0 -0.495967000
D/UDP-TIMING(12522): 155 0 -0.495296000
D/UDP-TIMING(12522): 156 0 -0.496001000
D/UDP-TIMING(12522): 157 0 -0.495552000
D/UDP-TIMING(12522): 158 0 -0.492901000
D/UDP-TIMING(12522): 159 0 -0.496086000
D/UDP-TIMING(12522): 160 0 -0.496082000
D/UDP-TIMING(12522): 161 0 -0.494862000
D/UDP-TIMING(12522): 162 0 -0.496031000
D/UDP-TIMING(12522): 163 0 -0.495576000
D/UDP-TIMING(12522): 164 0 -0.496374000
D/UDP-TIMING(12522): 165 0 -0.495923000
D/UDP-TIMING(12522): 166 0 -0.495102000
D/UDP-TIMING(12522): 167 0 -0.496869000
D/UDP-TIMING(12522): 168 0 -0.496964000
D/UDP-TIMING(12522): 169 0 -0.496574000
D/UDP-TIMING(12522): 170 0 -0.496964000
D/UDP-TIMING(12522): 171 0 -0.496469000
D/UDP-TIMING(12522): 172 0 -0.496066000
D/UDP-TIMING(12522): 173 0 -0.496055000
D/UDP-TIMING(12522): 174 0 -0.495889000
D/UDP-TIMING(12522): 175 0 -0.496273000
D/UDP-TIMING(12522): 176 0 -0.496185000
D/UDP-TIMING(12522): 177 0 -0.495883000
D/UDP-TIMING(12522): 178 0 -0.496695000
D/UDP-TIMING(12522): 179 0 -0.495233000
D/UDP-TIMING(12522): 180 0 -0.495350000
D/UDP-TIMING(12522): 181 0 -0.489591000
D/UDP-TIMING(12522): 182 0 -0.495729000
D/UDP-TIMING(12522): 183 0 -0.496528000
D/UDP-TIMING(12522): 184 0 -0.496031000
D/UDP-TIMING(12522): 185 0 -0.496189000
D/UDP-TIMING(12522): 186 0 -0.495369000
D/UDP-TIMING(12522): 187 0 -0.496157000
D/UDP-TIMING(12522): 188 0 -0.497357000
D/UDP-TIMING(12522): 189 0 -0.495890000
D/UDP-TIMING(12522): 190 0 -0.495006000
D/UDP-TIMING(12522): 191 0 -0.486767000
D/UDP-TIMING(12522): 192 0 -0.495132000
D/UDP-TIMING(12522): 193 0 -0.495900000
D/UDP-TIMING(12522): 194 0 -0.495585000
D/UDP-TIMING(12522): 195 0 -0.497383000
D/UDP-TIMING(12522): 196 0 -0.495935000
D/UDP-TIMING(12522): 197 0 -0.496732000
D/UDP-TIMING(12522): 198 0 -0.496220000
D/UDP-TIMING(12522): 199 0 -0.495462000
D/UDP-TIMING(12522): 200 0 -0.492353000
D/UDP-TIMING(12522): 201 0 -0.488908000
D/UDP-TIMING(12522): 202 0 -0.488559000
D/UDP-TIMING(12522): 203 0 -0.496238000
D/UDP-TIMING(12522): 204 0 -0.496896000
D/UDP-TIMING(12522): 205 0 -0.494348000
D/UDP-TIMING(12522): 206 0 -0.495602000
D/UDP-TIMING(12522): 207 0 -0.495881000
D/UDP-TIMING(12522): 208 0 -0.495826000
D/UDP-TIMING(12522): 209 0 -0.486918000
D/UDP-TIMING(12522): 210 0 -0.488092000
D/UDP-TIMING(12522): 211 0 -0.494354000
D/UDP-TIMING(12522): 212 0 -0.497015000
D/UDP-TIMING(12522): 213 0 -0.495670000
D/UDP-TIMING(12522): 214 0 -0.496437000
D/UDP-TIMING(12522): 215 0 -0.491984000
D/UDP-TIMING(12522): 216 0 -0.496137000
D/UDP-TIMING(12522): 217 0 -0.496935000
D/UDP-TIMING(12522): 218 0 -0.496040000
D/UDP-TIMING(12522): 219 0 -0.495586000
D/UDP-TIMING(12522): 220 0 -0.495736000
D/UDP-TIMING(12522): 221 0 -0.496486000
D/UDP-TIMING(12522): 222 0 -0.495982000
D/UDP-TIMING(12522): 223 0 -0.496135000
D/UDP-TIMING(12522): 224 0 -0.495259000
D/UDP-TIMING(12522): 225 0 -0.495478000
D/UDP-TIMING(12522): 226 0 -0.495666000
D/UDP-TIMING(12522): 227 0 -0.496435000
D/UDP-TIMING(12522): 228 0 -0.495971000
D/UDP-TIMING(12522): 229 0 -0.496669000
D/UDP-TIMING(12522): 230 0 -0.496201000
D/UDP-TIMING(12522): 231 0 -0.493837000
D/UDP-TIMING(12522): 232 0 -0.496419000
D/UDP-TIMING(12522): 233 0 -0.495658000
D/UDP-TIMING(12522): 234 0 -0.495375000
D/UDP-TIMING(12522): 235 0 -0.496501000
D/UDP-TIMING(12522): 236 0 -0.496027000
D/UDP-TIMING(12522): 237 0 -0.496139000
D/UDP-TIMING(12522): 238 0 -0.495901000
D/UDP-TIMING(12522): 239 0 -0.496823000
D/UDP-TIMING(12522): 240 0 -0.495754000
D/UDP-TIMING(12522): 241 0 -0.496392000
D/UDP-TIMING(12522): 242 0 -0.495710000
D/UDP-TIMING(12522): 243 0 -0.496233000
D/UDP-TIMING(12522): 244 0 -0.495854000
D/UDP-TIMING(12522): 245 0 -0.496328000
D/UDP-TIMING(12522): 246 0 -0.487586000
D/UDP-TIMING(12522): 247 0 -0.495903000
D/UDP-TIMING(12522): 248 0 -0.497567000
D/UDP-TIMING(12522): 249 0 -0.496087000
D/UDP-TIMING(12522): 250 0 -0.496221000
D/UDP-TIMING(12522): 251 0 -0.493031000
D/UDP-TIMING(12522): 252 0 -0.497230000
D/UDP-TIMING(12522): 253 0 -0.494896000
D/UDP-TIMING(12522): 254 0 -0.496560000
D/UDP-TIMING(12522): 255 0 -0.495812000
D/UDP-TIMING(12522): 256 0 -0.496932000
D/UDP-TIMING(12522): 257 0 -0.496490000
D/UDP-TIMING(12522): 258 0 -0.496281000
D/UDP-TIMING(12522): 259 0 -0.495830000
D/UDP-TIMING(12522): 260 0 -0.495058000
D/UDP-TIMING(12522): 261 0 -0.496728000
D/UDP-TIMING(12522): 262 0 -0.496276000
D/UDP-TIMING(12522): 263 0 -0.496381000
D/UDP-TIMING(12522): 264 0 -0.496165000
D/UDP-TIMING(12522): 265 0 -0.497341000
D/UDP-TIMING(12522): 266 0 -0.495923000
D/UDP-TIMING(12522): 267 0 -0.496689000
D/UDP-TIMING(12522): 268 0 -0.496115000
D/UDP-TIMING(12522): 269 0 -0.496423000
D/UDP-TIMING(12522): 270 0 -0.492109000
D/UDP-TIMING(12522): 271 0 -0.496308000
D/UDP-TIMING(12522): 272 0 -0.497487000
D/UDP-TIMING(12522): 273 0 -0.494865000
D/UDP-TIMING(12522): 274 0 -0.495821000
D/UDP-TIMING(12522): 275 0 -0.496920000
D/UDP-TIMING(12522): 276 0 -0.497033000
D/UDP-TIMING(12522): 277 0 -0.496611000
D/UDP-TIMING(12522): 278 0 -0.488222000
D/UDP-TIMING(12522): 279 0 -0.496522000
D/UDP-TIMING(12522): 280 0 -0.488053000
D/UDP-TIMING(12522): 281 0 -0.496818000
D/UDP-TIMING(12522): 282 0 -0.496975000
D/UDP-TIMING(12522): 283 0 -0.495637000
D/UDP-TIMING(12522): 284 0 -0.496313000
D/UDP-TIMING(12522): 285 0 -0.495981000
D/UDP-TIMING(12522): 286 0 -0.496656000
D/UDP-TIMING(12522): 287 0 -0.495196000
D/UDP-TIMING(12522): 288 0 -0.495993000
D/UDP-TIMING(12522): 289 0 -0.495571000
D/UDP-TIMING(12522): 290 0 -0.490700000
D/UDP-TIMING(12522): 291 0 -0.496488000
D/UDP-TIMING(12522): 292 0 -0.496660000
D/UDP-TIMING(12522): 293 0 -0.496188000
D/UDP-TIMING(12522): 294 0 -0.496956000
D/UDP-TIMING(12522): 295 0 -0.495540000
D/UDP-TIMING(12522): 296 0 -0.493715000
D/UDP-TIMING(12522): 297 0 -0.496496000
D/UDP-TIMING(12522): 298 0 -0.496118000
D/UDP-TIMING(12522): 299 0 -0.496097000
D/UDP-TIMING(12522): 300 0 -0.492854000
D/UDP-TIMING(12522): 301 0 -0.496782000
D/UDP-TIMING(12522): 302 0 -0.495464000
D/UDP-TIMING(12522): 303 0 -0.496582000
D/UDP-TIMING(12522): 304 0 -0.496332000
D/UDP-TIMING(12522): 305 0 -0.495838000
D/UDP-TIMING(12522): 306 0 -0.495953000
D/UDP-TIMING(12522): 307 0 -0.488073000
D/UDP-TIMING(12522): 308 0 -0.496836000
D/UDP-TIMING(12522): 309 0 -0.496979000
D/UDP-TIMING(12522): 310 0 -0.489489000
D/UDP-TIMING(12522): 311 0 -0.495560000
D/UDP-TIMING(12522): 312 0 -0.494771000
D/UDP-TIMING(12522): 313 0 -0.496528000
D/UDP-TIMING(12522): 314 0 -0.496083000
D/UDP-TIMING(12522): 315 0 -0.495231000
D/UDP-TIMING(12522): 316 0 -0.496609000
D/UDP-TIMING(12522): 317 0 -0.490574000
D/UDP-TIMING(12522): 318 0 -0.496684000
D/UDP-TIMING(12522): 319 0 -0.495998000
D/UDP-TIMING(12522): 320 0 -0.493050000
D/UDP-TIMING(12522): 321 0 -0.496790000
D/UDP-TIMING(12522): 322 0 -0.496323000
D/UDP-TIMING(12522): 323 0 -0.496428000
D/UDP-TIMING(12522): 324 0 -0.496172000
D/UDP-TIMING(12522): 325 0 -0.496370000
D/UDP-TIMING(12522): 326 0 -0.495776000
D/UDP-TIMING(12522): 327 0 -0.496526000
D/UDP-TIMING(12522): 328 0 -0.496607000
D/UDP-TIMING(12522): 329 0 -0.496093000
D/UDP-TIMING(12522): 330 0 -0.492564000
D/UDP-TIMING(12522): 331 0 -0.494324000
D/UDP-TIMING(12522): 332 0 -0.496453000
D/UDP-TIMING(12522): 333 0 -0.496651000
D/UDP-TIMING(12522): 334 0 -0.496286000
D/UDP-TIMING(12522): 335 0 -0.496012000
D/UDP-TIMING(12522): 336 0 -0.495974000
D/UDP-TIMING(12522): 337 0 -0.495033000
D/UDP-TIMING(12522): 338 0 -0.496857000
D/UDP-TIMING(12522): 339 0 -0.496927000
D/UDP-TIMING(12522): 340 0 -0.494882000
D/UDP-TIMING(12522): 341 0 -0.488264000
D/UDP-TIMING(12522): 342 0 -0.488458000
D/UDP-TIMING(12522): 343 0 -0.496029000
D/UDP-TIMING(12522): 344 0 -0.496151000
D/UDP-TIMING(12522): 345 0 -0.496864000
D/UDP-TIMING(12522): 346 0 -0.495433000
D/UDP-TIMING(12522): 347 0 -0.496230000
D/UDP-TIMING(12522): 348 0 -0.496388000
D/UDP-TIMING(12522): 349 0 -0.495598000
D/UDP-TIMING(12522): 350 0 -0.496606000
D/UDP-TIMING(12522): 351 0 -0.496104000
D/UDP-TIMING(12522): 352 0 -0.496826000
D/UDP-TIMING(12522): 353 0 -0.496334000
D/UDP-TIMING(12522): 354 0 -0.495472000
D/UDP-TIMING(12522): 355 0 -0.495586000
D/UDP-TIMING(12522): 356 0 -0.488712000
D/UDP-TIMING(12522): 357 0 -0.496460000
D/UDP-TIMING(12522): 358 0 -0.496549000
D/UDP-TIMING(12522): 359 0 -0.489144000
D/UDP-TIMING(12522): 360 0 -0.496214000
D/UDP-TIMING(12522): 361 0 -0.496291000
D/UDP-TIMING(12522): 362 0 -0.496035000
D/UDP-TIMING(12522): 363 0 -0.497026000
D/UDP-TIMING(12522): 364 0 -0.495547000
D/UDP-TIMING(12522): 365 0 -0.496391000
D/UDP-TIMING(12522): 366 0 -0.495887000
D/UDP-TIMING(12522): 367 0 -0.495019000
D/UDP-TIMING(12522): 368 0 -0.496732000
D/UDP-TIMING(12522): 369 0 -0.496207000
D/UDP-TIMING(12522): 370 0 -0.496339000
D/UDP-TIMING(12522): 371 0 -0.487056000
D/UDP-TIMING(12522): 372 0 -0.495777000
D/UDP-TIMING(12522): 373 0 -0.495722000
D/UDP-TIMING(12522): 374 0 -0.495741000
D/UDP-TIMING(12522): 375 0 -0.496567000
D/UDP-TIMING(12522): 376 0 -0.494097000
D/UDP-TIMING(12522): 377 0 -0.495349000
D/UDP-TIMING(12522): 378 0 -0.488347000
D/UDP-TIMING(12522): 379 0 -0.488516000
D/UDP-TIMING(12522): 380 0 -0.487588000
D/UDP-TIMING(12522): 381 0 -0.490344000
D/UDP-TIMING(12522): 382 0 -0.495856000
D/UDP-TIMING(12522): 383 0 -0.488036000
D/UDP-TIMING(12522): 384 0 -0.496103000
D/UDP-TIMING(12522): 385 0 -0.488617000
D/UDP-TIMING(12522): 386 0 -0.496327000
D/UDP-TIMING(12522): 387 0 -0.496472000
D/UDP-TIMING(12522): 388 0 -0.495551000
D/UDP-TIMING(12522): 389 0 -0.497272000
D/UDP-TIMING(12522): 390 0 -0.495803000
D/UDP-TIMING(12522): 391 0 -0.495913000
D/UDP-TIMING(12522): 392 0 -0.496634000
D/UDP-TIMING(12522): 393 0 -0.496166000
D/UDP-TIMING(12522): 394 0 -0.488125000
D/UDP-TIMING(12522): 395 0 -0.488996000
D/UDP-TIMING(12522): 396 0 -0.479546000
D/UDP-TIMING(12522): 397 0 -0.488302000
D/UDP-TIMING(12522): 398 0 -0.486792000
D/UDP-TIMING(12522): 399 0 -0.482896000
D/UDP-TIMING(12522): 400 0 -0.488011000
D/UDP-TIMING(12522): 401 0 -0.496203000
D/UDP-TIMING(12522): 402 0 -0.488255000
D/UDP-TIMING(12522): 403 0 -0.488478000
D/UDP-TIMING(12522): 404 0 -0.495610000
D/UDP-TIMING(12522): 405 0 -0.496223000
D/UDP-TIMING(12522): 406 0 -0.497303000
D/UDP-TIMING(12522): 407 0 -0.496798000
D/UDP-TIMING(12522): 408 0 -0.494899000
D/UDP-TIMING(12522): 409 0 -0.491031000
D/UDP-TIMING(12522): 410 0 -0.488150000
D/UDP-TIMING(12522): 411 0 -0.488311000
D/UDP-TIMING(12522): 412 0 -0.487082000
D/UDP-TIMING(12522): 413 0 -0.496199000
D/UDP-TIMING(12522): 414 0 -0.495756000
D/UDP-TIMING(12522): 415 0 -0.495890000
D/UDP-TIMING(12522): 416 0 -0.495844000
D/UDP-TIMING(12522): 417 0 -0.496173000
D/UDP-TIMING(12522): 418 0 -0.495347000
D/UDP-TIMING(12522): 419 0 -0.490461000
D/UDP-TIMING(12522): 420 0 -0.496576000
D/UDP-TIMING(12522): 421 0 -0.496375000
D/UDP-TIMING(12522): 422 0 -0.496483000
D/UDP-TIMING(12522): 423 0 -0.496650000
D/UDP-TIMING(12522): 424 0 -0.496851000
D/UDP-TIMING(12522): 425 0 -0.496409000
D/UDP-TIMING(12522): 426 0 -0.497197000
D/UDP-TIMING(12522): 427 0 -0.495794000
D/UDP-TIMING(12522): 428 0 -0.495907000
D/UDP-TIMING(12522): 429 0 -0.494084000
D/UDP-TIMING(12522): 430 0 -0.496499000
D/UDP-TIMING(12522): 431 0 -0.496417000
D/UDP-TIMING(12522): 432 0 -0.496561000
D/UDP-TIMING(12522): 433 0 -0.496352000
D/UDP-TIMING(12522): 434 0 -0.497515000
D/UDP-TIMING(12522): 435 0 -0.495564000
D/UDP-TIMING(12522): 436 0 -0.494805000
D/UDP-TIMING(12522): 437 0 -0.495601000
D/UDP-TIMING(12522): 438 0 -0.495598000
D/UDP-TIMING(12522): 439 0 -0.491565000
D/UDP-TIMING(12522): 440 0 -0.497562000
D/UDP-TIMING(12522): 441 0 -0.493061000
D/UDP-TIMING(12522): 442 0 -0.495865000
D/UDP-TIMING(12522): 443 0 -0.497038000
D/UDP-TIMING(12522): 444 0 -0.496542000
D/UDP-TIMING(12522): 445 0 -0.495741000
D/UDP-TIMING(12522): 446 0 -0.496488000
D/UDP-TIMING(12522): 447 0 -0.496067000
D/UDP-TIMING(12522): 448 0 -0.496210000
D/UDP-TIMING(12522): 449 0 -0.493951000
D/UDP-TIMING(12522): 450 0 -0.496470000
D/UDP-TIMING(12522): 451 0 -0.495910000
D/UDP-TIMING(12522): 452 0 -0.496505000
D/UDP-TIMING(12522): 453 0 -0.496677000
D/UDP-TIMING(12522): 454 0 -0.487262000
D/UDP-TIMING(12522): 455 0 -0.497043000
D/UDP-TIMING(12522): 456 0 -0.496204000
D/UDP-TIMING(12522): 457 0 -0.496741000
D/UDP-TIMING(12522): 458 0 -0.496456000
D/UDP-TIMING(12522): 459 0 -0.495598000
D/UDP-TIMING(12522): 460 0 -0.492767000
D/UDP-TIMING(12522): 461 0 -0.495951000
D/UDP-TIMING(12522): 462 0 -0.496108000
D/UDP-TIMING(12522): 463 0 -0.495837000
D/UDP-TIMING(12522): 464 0 -0.496954000
D/UDP-TIMING(12522): 465 0 -0.495886000
D/UDP-TIMING(12522): 466 0 -0.496023000
D/UDP-TIMING(12522): 467 0 -0.496102000
D/UDP-TIMING(12522): 468 0 -0.496245000
D/UDP-TIMING(12522): 469 0 -0.494950000
D/UDP-TIMING(12522): 470 0 -0.495475000
D/UDP-TIMING(12522): 471 0 -0.495583000
D/UDP-TIMING(12522): 472 0 -0.495690000
D/UDP-TIMING(12522): 473 0 -0.496533000
D/UDP-TIMING(12522): 474 0 -0.493927000
D/UDP-TIMING(12522): 475 0 -0.496169000
D/UDP-TIMING(12522): 476 0 -0.487766000
D/UDP-TIMING(12522): 477 0 -0.496908000
D/UDP-TIMING(12522): 478 0 -0.496384000
D/UDP-TIMING(12522): 479 0 -0.496512000
D/UDP-TIMING(12522): 480 0 -0.495620000
D/UDP-TIMING(12522): 481 0 -0.494768000
D/UDP-TIMING(12522): 482 0 -0.495486000
D/UDP-TIMING(12522): 483 0 -0.495934000
D/UDP-TIMING(12522): 484 0 -0.495713000
D/UDP-TIMING(12522): 485 0 -0.496870000
D/UDP-TIMING(12522): 486 0 -0.495976000
D/UDP-TIMING(12522): 487 0 -0.496464000
D/UDP-TIMING(12522): 488 0 -0.496627000
D/UDP-TIMING(12522): 489 0 -0.496338000
D/UDP-TIMING(12522): 490 0 -0.495840000
D/UDP-TIMING(12522): 491 0 -0.495986000
D/UDP-TIMING(12522): 492 0 -0.496100000
D/UDP-TIMING(12522): 493 0 -0.496826000
D/UDP-TIMING(12522): 494 0 -0.496361000
D/UDP-TIMING(12522): 495 0 -0.496476000
D/UDP-TIMING(12522): 496 0 -0.496196000
D/UDP-TIMING(12522): 497 0 -0.496336000
D/UDP-TIMING(12522): 498 0 -0.496424000
D/UDP-TIMING(12522): 499 0 -0.496559000
D/UDP-TIMING(12522): 500 0 -0.494653000
D/UDP-TIMING(12522): 501 0 -0.496778000
D/UDP-TIMING(12522): 502 0 -0.496764000
D/UDP-TIMING(12522): 503 0 -0.496503000
D/UDP-TIMING(12522): 504 0 -0.494537000
D/UDP-TIMING(12522): 505 0 -0.495652000
D/UDP-TIMING(12522): 506 0 -0.495761000
D/UDP-TIMING(12522): 507 0 -0.496481000
D/UDP-TIMING(12522): 508 0 -0.496005000
D/UDP-TIMING(12522): 509 0 -0.495721000
D/UDP-TIMING(12522): 510 0 -0.495983000
D/UDP-TIMING(12522): 511 0 -0.496419000
D/UDP-TIMING(12522): 512 0 -0.495571000
D/UDP-TIMING(12522): 513 0 -0.484729000
D/UDP-TIMING(12522): 514 0 -0.494690000
D/UDP-TIMING(12522): 515 0 -0.496081000
D/UDP-TIMING(12522): 516 0 -0.496913000
D/UDP-TIMING(12522): 517 0 -0.496014000
D/UDP-TIMING(12522): 518 0 -0.495587000
D/UDP-TIMING(12522): 519 0 -0.493994000
D/UDP-TIMING(12522): 520 0 -0.493835000
D/UDP-TIMING(12522): 521 0 -0.496463000
D/UDP-TIMING(12522): 522 0 -0.496729000
D/UDP-TIMING(12522): 523 0 -0.496842000
D/UDP-TIMING(12522): 524 0 -0.495380000
D/UDP-TIMING(12522): 525 0 -0.496599000
D/UDP-TIMING(12522): 526 0 -0.495769000
D/UDP-TIMING(12522): 527 0 -0.494883000
D/UDP-TIMING(12522): 528 0 -0.493995000
D/UDP-TIMING(12522): 529 0 -0.496515000
D/UDP-TIMING(12522): 530 0 -0.496784000
D/UDP-TIMING(12522): 531 0 -0.495947000
D/UDP-TIMING(12522): 532 0 -0.496476000
D/UDP-TIMING(12522): 533 0 -0.496587000
D/UDP-TIMING(12522): 534 0 -0.496295000
D/UDP-TIMING(12522): 535 0 -0.495019000
D/UDP-TIMING(12522): 536 0 -0.495490000
