--------- beginning of /dev/log/main
D/UDP-TIMING(12522): 1588 0 -0.490162000
D/UDP-TIMING(12522): 1589 0 -0.490252000
D/UDP-TIMING(12522): 1590 0 -0.489338000
D/UDP-TIMING(12522): 1591 0 -0.487520000
D/UDP-TIMING(12522): 1592 0 -0.490706000
D/UDP-TIMING(12522): 1593 0 -0.490749000
D/UDP-TIMING(12522): 1594 0 -0.490898000
D/UDP-TIMING(12522): 1595 0 -0.489792000
D/UDP-TIMING(12522): 1596 0 -0.490145000
D/UDP-TIMING(12522): 1597 0 -0.486410000
D/UDP-TIMING(12522): 1598 0 -0.489882000
D/UDP-TIMING(12522): 1599 0 -0.490626000
D/UDP-TIMING(12522): 1600 0 -0.488148000
D/UDP-TIMING(12522): 1601 0 -0.490881000
D/UDP-TIMING(12522): 1602 0 -0.490067000
D/UDP-TIMING(12522): 1603 0 -0.490151000
D/UDP-TIMING(12522): 1604 0 -0.490317000
D/UDP-TIMING(12522): 1605 0 -0.490479000
D/UDP-TIMING(12522): 1606 0 -0.487635000
D/UDP-TIMING(12522): 1607 0 -0.486129000
D/UDP-TIMING(12522): 1608 0 -0.489830000
D/UDP-TIMING(12522): 1609 0 -0.489987000
D/UDP-TIMING(12522): 1610 0 -0.490052000
D/UDP-TIMING(12522): 1611 0 -0.490294000
D/UDP-TIMING(12522): 1612 0 -0.488506000
D/UDP-TIMING(12522): 1613 0 -0.489838000
D/UDP-TIMING(12522): 1614 0 -0.489588000
D/UDP-TIMING(12522): 1615 0 -0.490158000
D/UDP-TIMING(12522): 1616 0 -0.487226000
D/UDP-TIMING(12522): 1617 0 -0.488138000
D/UDP-TIMING(12522): 1618 0 -0.489708000
D/UDP-TIMING(12522): 1619 0 -0.489873000
D/UDP-TIMING(12522): 1620 0 -0.490642000
D/UDP-TIMING(12522): 1621 0 -0.490725000
D/UDP-TIMING(12522): 1622 0 -0.489935000
D/UDP-TIMING(12522): 1623 0 -0.490390000
D/UDP-TIMING(12522): 1624 0 -0.490116000
D/UDP-TIMING(12522): 1625 0 -0.486623000
D/UDP-TIMING(12522): 1626 0 -0.490366000
D/UDP-TIMING(12522): 1627 0 -0.490499000
D/UDP-TIMING(12522): 1628 0 -0.489653000
D/UDP-TIMING(12522): 1629 0 -0.489680000
D/UDP-TIMING(12522): 1630 0 -0.488470000
D/UDP-TIMING(12522): 1631 0 -0.490517000
D/UDP-TIMING(12522): 1632 0 -0.491056000
D/UDP-TIMING(12522): 1633 0 -0.489365000
D/UDP-TIMING(12522): 1634 0 -0.488662000
D/UDP-TIMING(12522): 1635 0 -0.487885000
D/UDP-TIMING(12522): 1636 0 -0.489223000
D/UDP-TIMING(12522): 1637 0 -0.489349000
D/UDP-TIMING(12522): 1638 0 -0.491109000
D/UDP-TIMING(12522): 1639 0 -0.490243000
D/UDP-TIMING(12522): 1640 0 -0.490110000
D/UDP-TIMING(12522): 1641 0 -0.482725000
D/UDP-TIMING(12522): 1642 0 -0.488610000
D/UDP-TIMING(12522): 1643 0 -0.487743000
D/UDP-TIMING(12522): 1644 0 -0.490901000
D/UDP-TIMING(12522): 1645 0 -0.489017000
D/UDP-TIMING(12522): 1646 0 -0.491175000
D/UDP-TIMING(12522): 1647 0 -0.489223000
D/UDP-TIMING(12522): 1648 0 -0.480721000
D/UDP-TIMING(12522): 1649 0 -0.486871000
D/UDP-TIMING(12522): 1650 0 -0.488846000
D/UDP-TIMING(12522): 1651 0 -0.489174000
D/UDP-TIMING(12522): 1652 0 -0.481527000
D/UDP-TIMING(12522): 1653 0 -0.487582000
D/UDP-TIMING(12522): 1654 0 -0.490603000
D/UDP-TIMING(12522): 1655 0 -0.489753000
D/UDP-TIMING(12522): 1656 0 -0.489819000
D/UDP-TIMING(12522): 1657 0 -0.490413000
D/UDP-TIMING(12522): 1658 0 -0.490273000
D/UDP-TIMING(12522): 1659 0 -0.490314000
D/UDP-TIMING(12522): 1660 0 -0.489717000
D/UDP-TIMING(12522): 1661 0 -0.490208000
D/UDP-TIMING(12522): 1662 0 -0.489277000
D/UDP-TIMING(12522): 1663 0 -0.490351000
D/UDP-TIMING(12522): 1664 0 -0.476872000
D/UDP-TIMING(12522): 1665 0 -0.481857000
D/UDP-TIMING(12522): 1666 0 -0.476480000
D/UDP-TIMING(12522): 1667 0 -0.482686000
D/UDP-TIMING(12522): 1668 0 -0.488861000
D/UDP-TIMING(12522): 1669 0 -0.489856000
D/UDP-TIMING(12522): 1670 0 -0.489114000
D/UDP-TIMING(12522): 1671 0 -0.490430000
D/UDP-TIMING(12522): 1672 0 -0.487940000
D/UDP-TIMING(12522): 1673 0 -0.489745000
D/UDP-TIMING(12522): 1674 0 -0.489885000
D/UDP-TIMING(12522): 1675 0 -0.489818000
D/UDP-TIMING(12522): 1676 0 -0.489494000
D/UDP-TIMING(12522): 1677 0 -0.488506000
D/UDP-TIMING(12522): 1678 0 -0.489565000
D/UDP-TIMING(12522): 1679 0 -0.489624000
D/UDP-TIMING(12522): 1680 0 -0.491015000
D/UDP-TIMING(12522): 1681 0 -0.490142000
D/UDP-TIMING(12522): 1682 0 -0.490141000
D/UDP-TIMING(12522): 1683 0 -0.489605000
D/UDP-TIMING(12522): 1684 0 -0.490017000
D/UDP-TIMING(12522): 1685 0 -0.489975000
D/UDP-TIMING(12522): 1686 0 -0.489890000
D/UDP-TIMING(12522): 1687 0 -0.480909000
D/UDP-TIMING(12522): 1688 0 -0.486974000
D/UDP-TIMING(12522): 1689 0 -0.488842000
D/UDP-TIMING(12522): 1690 0 -0.484332000
D/UDP-TIMING(12522): 1691 0 -0.486131000
D/UDP-TIMING(12522): 1692 0 -0.481702000
D/UDP-TIMING(12522): 1693 0 -0.487779000
D/UDP-TIMING(12522): 1694 0 -0.488709000
D/UDP-TIMING(12522): 1695 0 -0.490304000
D/UDP-TIMING(12522): 1696 0 -0.490111000
D/UDP-TIMING(12522): 1697 0 -0.490298000
D/UDP-TIMING(12522): 1698 0 -0.490269000
D/UDP-TIMING(12522): 1699 0 -0.489660000
D/UDP-TIMING(12522): 1700 0 -0.490589000
D/UDP-TIMING(12522): 1701 0 -0.489820000
D/UDP-TIMING(12522): 1702 0 -0.490145000
D/UDP-TIMING(12522): 1703 0 -0.491303000
D/UDP-TIMING(12522): 1704 0 -0.490427000
D/UDP-TIMING(12522): 1705 0 -0.489535000
D/UDP-TIMING(12522): 1706 0 -0.484653000
D/UDP-TIMING(12522): 1707 0 -0.490689000
D/UDP-TIMING(12522): 1708 0 -0.489890000
D/UDP-TIMING(12522): 1709 0 -0.489815000
D/UDP-TIMING(12522): 1710 0 -0.490068000
D/UDP-TIMING(12522): 1711 0 -0.490583000
D/UDP-TIMING(12522): 1712 0 -0.490980000
D/UDP-TIMING(12522): 1713 0 -0.480730000
D/UDP-TIMING(12522): 1714 0 -0.486745000
D/UDP-TIMING(12522): 1715 0 -0.490528000
D/UDP-TIMING(12522): 1716 0 -0.490613000
D/UDP-TIMING(12522): 1717 0 -0.231465000
D/UDP-TIMING(12522): 1718 0 -0.237594000
D/UDP-TIMING(12522): 1719 0 -0.243712000
D/UDP-TIMING(12522): 1720 0 -0.249896000
D/UDP-TIMING(12522): 1721 0 -0.256031000
D/UDP-TIMING(12522): 1722 0 -0.262167000
D/UDP-TIMING(12522): 1723 0 -0.268219000
D/UDP-TIMING(12522): 1724 0 -0.274308000
D/UDP-TIMING(12522): 1725 0 -0.280437000
D/UDP-TIMING(12522): 1726 0 -0.286595000
D/UDP-TIMING(12522): 1727 0 -0.292763000
D/UDP-TIMING(12522): 1728 0 -0.298891000
D/UDP-TIMING(12522): 1729 0 -0.305060000
D/UDP-TIMING(12522): 1730 0 -0.311232000
D/UDP-TIMING(12522): 1731 0 -0.317370000
D/UDP-TIMING(12522): 1732 0 -0.323583000
D/UDP-TIMING(12522): 1733 0 -0.329772000
D/UDP-TIMING(12522): 1734 0 -0.335991000
D/UDP-TIMING(12522): 1735 0 -0.342207000
D/UDP-TIMING(12522): 1736 0 -0.348392000
D/UDP-TIMING(12522): 1737 0 -0.354612000
D/UDP-TIMING(12522): 1738 0 -0.360755000
D/UDP-TIMING(12522): 1739 0 -0.366784000
D/UDP-TIMING(12522): 1740 0 -0.372850000
D/UDP-TIMING(12522): 1741 0 -0.378976000
D/UDP-TIMING(12522): 1742 0 -0.385146000
D/UDP-TIMING(12522): 1743 0 -0.391324000
D/UDP-TIMING(12522): 1744 0 -0.397463000
D/UDP-TIMING(12522): 1745 0 -0.403636000
D/UDP-TIMING(12522): 1746 0 -0.409805000
D/UDP-TIMING(12522): 1747 0 -0.415943000
D/UDP-TIMING(12522): 1748 0 -0.422110000
D/UDP-TIMING(12522): 1749 0 -0.428325000
D/UDP-TIMING(12522): 1750 0 -0.434510000
D/UDP-TIMING(12522): 1751 0 -0.440726000
D/UDP-TIMING(12522): 1752 0 -0.446908000
D/UDP-TIMING(12522): 1753 0 -0.453122000
D/UDP-TIMING(12522): 1754 0 -0.459209000
D/UDP-TIMING(12522): 1755 0 -0.465254000
D/UDP-TIMING(12522): 1756 0 -0.465676000
D/UDP-TIMING(12522): 1757 0 -0.471679000
D/UDP-TIMING(12522): 1758 0 -0.477770000
D/UDP-TIMING(12522): 1759 0 -0.481895000
D/UDP-TIMING(12522): 1760 0 -0.487117000
D/UDP-TIMING(12522): 1761 0 -0.480861000
D/UDP-TIMING(12522): 1762 0 -0.482654000
D/UDP-TIMING(12522): 1763 0 -0.481787000
D/UDP-TIMING(12522): 1764 0 -0.482101000
D/UDP-TIMING(12522): 1765 0 -0.478688000
D/UDP-TIMING(12522): 1766 0 -0.484794000
D/UDP-TIMING(12522): 1767 0 -0.489610000
D/UDP-TIMING(12522): 1768 0 -0.489852000
D/UDP-TIMING(12522): 1769 0 -0.489042000
D/UDP-TIMING(12522): 1770 0 -0.488027000
D/UDP-TIMING(12522): 1771 0 -0.490287000
D/UDP-TIMING(12522): 1772 0 -0.490119000
D/UDP-TIMING(12522): 1773 0 -0.489453000
D/UDP-TIMING(12522): 1774 0 -0.489640000
D/UDP-TIMING(12522): 1775 0 -0.489911000
D/UDP-TIMING(12522): 1776 0 -0.490226000
D/UDP-TIMING(12522): 1777 0 -0.490391000
D/UDP-TIMING(12522): 1778 0 -0.489646000
D/UDP-TIMING(12522): 1779 0 -0.489099000
D/UDP-TIMING(12522): 1780 0 -0.489932000
D/UDP-TIMING(12522): 1781 0 -0.490278000
D/UDP-TIMING(12522): 1782 0 -0.490398000
D/UDP-TIMING(12522): 1783 0 -0.489952000
D/UDP-TIMING(12522): 1784 0 -0.491204000
D/UDP-TIMING(12522): 1785 0 -0.490550000
D/UDP-TIMING(12522): 1786 0 -0.489733000
D/UDP-TIMING(12522): 1787 0 -0.489584000
D/UDP-TIMING(12522): 1788 0 -0.483802000
D/UDP-TIMING(12522): 1789 0 -0.489866000
D/UDP-TIMING(12522): 1790 0 -0.490137000
D/UDP-TIMING(12522): 1791 0 -0.490359000
D/UDP-TIMING(12522): 1792 0 -0.489574000
D/UDP-TIMING(12522): 1793 0 -0.490922000
D/UDP-TIMING(12522): 1794 0 -0.489911000
D/UDP-TIMING(12522): 1795 0 -0.490316000
D/UDP-TIMING(12522): 1796 0 -0.490326000
D/UDP-TIMING(12522): 1797 0 -0.490150000
D/UDP-TIMING(12522): 1798 0 -0.490070000
D/UDP-TIMING(12522): 1799 0 -0.489154000
D/UDP-TIMING(12522): 1800 0 -0.490411000
D/UDP-TIMING(12522): 1801 0 -0.490642000
D/UDP-TIMING(12522): 1802 0 -0.490760000
D/UDP-TIMING(12522): 1803 0 -0.489914000
D/UDP-TIMING(12522): 1804 0 -0.489664000
D/UDP-TIMING(12522): 1805 0 -0.490165000
D/UDP-TIMING(12522): 1806 0 -0.489891000
D/UDP-TIMING(12522): 1807 0 -0.489316000
D/UDP-TIMING(12522): 1808 0 -0.489906000
D/UDP-TIMING(12522): 1809 0 -0.488939000
D/UDP-TIMING(12522): 1810 0 -0.490135000
D/UDP-TIMING(12522): 1811 0 -0.487879000
D/UDP-TIMING(12522): 1812 0 -0.490004000
D/UDP-TIMING(12522): 1813 0 -0.490040000
D/UDP-TIMING(12522): 1814 0 -0.489660000
D/UDP-TIMING(12522): 1815 0 -0.489978000
D/UDP-TIMING(12522): 1816 0 -0.489231000
D/UDP-TIMING(12522): 1817 0 -0.489459000
D/UDP-TIMING(12522): 1818 0 -0.488094000
D/UDP-TIMING(12522): 1819 0 -0.490485000
D/UDP-TIMING(12522): 1820 0 -0.490547000
D/UDP-TIMING(12522): 1821 0 -0.489583000
D/UDP-TIMING(12522): 1822 0 -0.489935000
D/UDP-TIMING(12522): 1823 0 -0.486849000
D/UDP-TIMING(12522): 1824 0 -0.489287000
D/UDP-TIMING(12522): 1825 0 -0.489303000
D/UDP-TIMING(12522): 1826 0 -0.490196000
D/UDP-TIMING(12522): 1827 0 -0.489946000
D/UDP-TIMING(12522): 1828 0 -0.489815000
D/UDP-TIMING(12522): 1829 0 -0.488613000
D/UDP-TIMING(12522): 1830 0 -0.487195000
D/UDP-TIMING(12522): 1831 0 -0.489833000
D/UDP-TIMING(12522): 1832 0 -0.489752000
D/UDP-TIMING(12522): 1833 0 -0.489672000
D/UDP-TIMING(12522): 1834 0 -0.491181000
D/UDP-TIMING(12522): 1835 0 -0.490308000
D/UDP-TIMING(12522): 1836 0 -0.490201000
D/UDP-TIMING(12522): 1837 0 -0.489577000
D/UDP-TIMING(12522): 1838 0 -0.490032000
D/UDP-TIMING(12522): 1839 0 -0.485745000
D/UDP-TIMING(12522): 1840 0 -0.489879000
D/UDP-TIMING(12522): 1841 0 -0.487397000
D/UDP-TIMING(12522): 1842 0 -0.489608000
D/UDP-TIMING(12522): 1843 0 -0.490137000
D/UDP-TIMING(12522): 1844 0 -0.489997000
D/UDP-TIMING(12522): 1845 0 -0.488855000
D/UDP-TIMING(12522): 1846 0 -0.491067000
D/UDP-TIMING(12522): 1847 0 -0.490159000
D/UDP-TIMING(12522): 1848 0 -0.490278000
D/UDP-TIMING(12522): 1849 0 -0.490444000
D/UDP-TIMING(12522): 1850 0 -0.488841000
D/UDP-TIMING(12522): 1851 0 -0.490480000
D/UDP-TIMING(12522): 1852 0 -0.490875000
D/UDP-TIMING(12522): 1853 0 -0.489980000
D/UDP-TIMING(12522): 1854 0 -0.489201000
D/UDP-TIMING(12522): 1855 0 -0.487527000
D/UDP-TIMING(12522): 1856 0 -0.489634000
D/UDP-TIMING(12522): 1857 0 -0.488672000
D/UDP-TIMING(12522): 1858 0 -0.490515000
D/UDP-TIMING(12522): 1859 0 -0.489555000
D/UDP-TIMING(12522): 1860 0 -0.490053000
D/UDP-TIMING(12522): 1861 0 -0.489851000
D/UDP-TIMING(12522): 1862 0 -0.488555000
D/UDP-TIMING(12522): 1863 0 -0.490132000
D/UDP-TIMING(12522): 1864 0 -0.490210000
D/UDP-TIMING(12522): 1865 0 -0.489428000
D/UDP-TIMING(12522): 1866 0 -0.490477000
D/UDP-TIMING(12522): 1867 0 -0.489107000
D/UDP-TIMING(12522): 1868 0 -0.489650000
D/UDP-TIMING(12522): 1869 0 -0.486208000
D/UDP-TIMING(12522): 1870 0 -0.488386000
D/UDP-TIMING(12522): 1871 0 -0.488473000
D/UDP-TIMING(12522): 1872 0 -0.484232000
D/UDP-TIMING(12522): 1873 0 -0.490254000
D/UDP-TIMING(12522): 1874 0 -0.487743000
D/UDP-TIMING(12522): 1875 0 -0.489709000
D/UDP-TIMING(12522): 1876 0 -0.488686000
D/UDP-TIMING(12522): 1877 0 -0.489266000
D/UDP-TIMING(12522): 1878 0 -0.489437000
D/UDP-TIMING(12522): 1879 0 -0.489573000
D/UDP-TIMING(12522): 1880 0 -0.490520000
D/UDP-TIMING(12522): 1881 0 -0.489557000
D/UDP-TIMING(12522): 1882 0 -0.488686000
D/UDP-TIMING(12522): 1883 0 -0.490298000
D/UDP-TIMING(12522): 1884 0 -0.490011000
D/UDP-TIMING(12522): 1885 0 -0.490106000
D/UDP-TIMING(12522): 1886 0 -0.490429000
D/UDP-TIMING(12522): 1887 0 -0.489623000
D/UDP-TIMING(12522): 1888 0 -0.486060000
D/UDP-TIMING(12522): 1889 0 -0.490900000
D/UDP-TIMING(12522): 1890 0 -0.489022000
D/UDP-TIMING(12522): 1891 0 -0.491040000
D/UDP-TIMING(12522): 1892 0 -0.490264000
D/UDP-TIMING(12522): 1893 0 -0.490398000
D/UDP-TIMING(12522): 1894 0 -0.490471000
D/UDP-TIMING(12522): 1895 0 -0.484506000
D/UDP-TIMING(12522): 1896 0 -0.490544000
D/UDP-TIMING(12522): 1897 0 -0.489938000
D/UDP-TIMING(12522): 1898 0 -0.490043000
D/UDP-TIMING(12522): 1899 0 -0.489300000
D/UDP-TIMING(12522): 1900 0 -0.488441000
D/UDP-TIMING(12522): 1901 0 -0.490239000
D/UDP-TIMING(12522): 1902 0 -0.489699000
D/UDP-TIMING(12522): 1903 0 -0.489798000
D/UDP-TIMING(12522): 1904 0 -0.489855000
D/UDP-TIMING(12522): 1905 0 -0.488082000
D/UDP-TIMING(12522): 1906 0 -0.489806000
D/UDP-TIMING(12522): 1907 0 -0.490479000
D/UDP-TIMING(12522): 1908 0 -0.489561000
D/UDP-TIMING(12522): 1909 0 -0.487752000
D/UDP-TIMING(12522): 1910 0 -0.490967000
D/UDP-TIMING(12522): 1911 0 -0.490135000
D/UDP-TIMING(12522): 1912 0 -0.490353000
D/UDP-TIMING(12522): 1913 0 -0.490433000
D/UDP-TIMING(12522): 1914 0 -0.490571000
D/UDP-TIMING(12522): 1915 0 -0.490714000
D/UDP-TIMING(12522): 1916 0 -0.489802000
D/UDP-TIMING(12522): 1917 0 -0.489009000
D/UDP-TIMING(12522): 1918 0 -0.489527000
D/UDP-TIMING(12522): 1919 0 -0.489629000
D/UDP-TIMING(12522): 1920 0 -0.489840000
D/UDP-TIMING(12522): 1921 0 -0.489005000
D/UDP-TIMING(12522): 1922 0 -0.484153000
D/UDP-TIMING(12522): 1923 0 -0.490182000
D/UDP-TIMING(12522): 1924 0 -0.490170000
D/UDP-TIMING(12522): 1925 0 -0.489373000
D/UDP-TIMING(12522): 1926 0 -0.490482000
D/UDP-TIMING(12522): 1927 0 -0.490665000
D/UDP-TIMING(12522): 1928 0 -0.490706000
D/UDP-TIMING(12522): 1929 0 -0.490706000
D/UDP-TIMING(12522): 1930 0 -0.489792000
D/UDP-TIMING(12522): 1931 0 -0.490299000
D/UDP-TIMING(12522): 1932 0 -0.490398000
D/UDP-TIMING(12522): 1933 0 -0.490589000
D/UDP-TIMING(12522): 1934 0 -0.490843000
D/UDP-TIMING(12522): 1935 0 -0.489978000
D/UDP-TIMING(12522): 1936 0 -0.490984000
D/UDP-TIMING(12522): 1937 0 -0.490242000
D/UDP-TIMING(12522): 1938 0 -0.490151000
D/UDP-TIMING(12522): 1939 0 -0.488611000
D/UDP-TIMING(12522): 1940 0 -0.490691000
D/UDP-TIMING(12522): 1941 0 -0.490706000
D/UDP-TIMING(12522): 1942 0 -0.489956000
D/UDP-TIMING(12522): 1943 0 -0.490355000
D/UDP-TIMING(12522): 1944 0 -0.489503000
D/UDP-TIMING(12522): 1945 0 -0.490702000
D/UDP-TIMING(12522): 1946 0 -0.490501000
D/UDP-TIMING(12522): 1947 0 -0.490091000
D/UDP-TIMING(12522): 1948 0 -0.489763000
D/UDP-TIMING(12522): 1949 0 -0.489560000
D/UDP-TIMING(12522): 1950 0 -0.490630000
D/UDP-TIMING(12522): 1951 0 -0.488747000
D/UDP-TIMING(12522): 1952 0 -0.490615000
D/UDP-TIMING(12522): 1953 0 -0.487093000
D/UDP-TIMING(12522): 1954 0 -0.488633000
D/UDP-TIMING(12522): 1955 0 -0.484661000
D/UDP-TIMING(12522): 1956 0 -0.490691000
D/UDP-TIMING(12522): 1957 0 -0.489656000
D/UDP-TIMING(12522): 1958 0 -0.490066000
D/UDP-TIMING(12522): 1959 0 -0.488836000
D/UDP-TIMING(12522): 1960 0 -0.487965000
D/UDP-TIMING(12522): 1961 0 -0.489379000
D/UDP-TIMING(12522): 1962 0 -0.489708000
D/UDP-TIMING(12522): 1963 0 -0.489416000
D/UDP-TIMING(12522): 1964 0 -0.489789000
D/UDP-TIMING(12522): 1965 0 -0.489464000
D/UDP-TIMING(12522): 1966 0 -0.489404000
D/UDP-TIMING(12522): 1967 0 -0.490188000
D/UDP-TIMING(12522): 1968 0 -0.489141000
D/UDP-TIMING(12522): 1969 0 -0.490558000
D/UDP-TIMING(12522): 1970 0 -0.489659000
D/UDP-TIMING(12522): 1971 0 -0.484748000
D/UDP-TIMING(12522): 1972 0 -0.490799000
D/UDP-TIMING(12522): 1973 0 -0.489733000
D/UDP-TIMING(12522): 1974 0 -0.489762000
D/UDP-TIMING(12522): 1975 0 -0.489475000
D/UDP-TIMING(12522): 1976 0 -0.490355000
D/UDP-TIMING(12522): 1977 0 -0.490522000
D/UDP-TIMING(12522): 1978 0 -0.488097000
D/UDP-TIMING(12522): 1979 0 -0.489858000
D/UDP-TIMING(12522): 1980 0 -0.489824000
D/UDP-TIMING(12522): 1981 0 -0.489688000
D/UDP-TIMING(12522): 1982 0 -0.489481000
D/UDP-TIMING(12522): 1983 0 -0.488460000
D/UDP-TIMING(12522): 1984 0 -0.489636000
D/UDP-TIMING(12522): 1985 0 -0.490144000
D/UDP-TIMING(12522): 1986 0 -0.489805000
D/UDP-TIMING(12522): 1987 0 -0.489104000
D/UDP-TIMING(12522): 1988 0 -0.490154000
D/UDP-TIMING(12522): 1989 0 -0.490308000
D/UDP-TIMING(12522): 1990 0 -0.489529000
D/UDP-TIMING(12522): 1991 0 -0.489597000
D/UDP-TIMING(12522): 1992 0 -0.488844000
D/UDP-TIMING(12522): 1993 0 -0.489962000
D/UDP-TIMING(12522): 1994 0 -0.484381000
D/UDP-TIMING(12522): 1995 0 -0.490477000
D/UDP-TIMING(12522): 1996 0 -0.490509000
D/UDP-TIMING(12522): 1997 0 -0.490617000
D/UDP-TIMING(12522): 1998 0 -0.488778000
D/UDP-TIMING(12522): 1999 0 -0.490907000
D/UDP-TIMING(12522): 2000 0 -0.489978000
D/UDP-TIMING(12522): 2001 0 -0.489195000
D/UDP-TIMING(12522): 2002 0 -0.490696000
D/UDP-TIMING(12522): 2003 0 -0.490388000
D/UDP-TIMING(12522): 2004 0 -0.489469000
D/UDP-TIMING(12522): 2005 0 -0.489618000
D/UDP-TIMING(12522): 2006 0 -0.490844000
D/UDP-TIMING(12522): 2007 0 -0.489284000
D/UDP-TIMING(12522): 2008 0 -0.489054000
D/UDP-TIMING(12522): 2009 0 -0.490138000
D/UDP-TIMING(12522): 2010 0 -0.490273000
D/UDP-TIMING(12522): 2011 0 -0.489456000
D/UDP-TIMING(12522): 2012 0 -0.490037000
D/UDP-TIMING(12522): 2013 0 -0.490484000
D/UDP-TIMING(12522): 2014 0 -0.490264000
D/UDP-TIMING(12522): 2015 0 -0.489445000
D/UDP-TIMING(12522): 2016 0 -0.490310000
D/UDP-TIMING(12522): 2017 0 -0.488523000
D/UDP-TIMING(12522): 2018 0 -0.490323000
D/UDP-TIMING(12522): 2019 0 -0.469673000
D/UDP-TIMING(12522): 2020 0 -0.490224000
D/UDP-TIMING(12522): 2021 0 -0.488726000
D/UDP-TIMING(12522): 2022 0 -0.491233000
D/UDP-TIMING(12522): 2023 0 -0.486799000
D/UDP-TIMING(12522): 2024 0 -0.489972000
D/UDP-TIMING(12522): 2025 0 -0.487640000
D/UDP-TIMING(12522): 2026 0 -0.490162000
D/UDP-TIMING(12522): 2027 0 -0.481195000
D/UDP-TIMING(12522): 2028 0 -0.487273000
D/UDP-TIMING(12522): 2029 0 -0.490265000
D/UDP-TIMING(12522): 2030 0 -0.489389000
D/UDP-TIMING(12522): 2031 0 -0.490500000
D/UDP-TIMING(12522): 2032 0 -0.489595000
D/UDP-TIMING(12522): 2033 0 -0.490097000
D/UDP-TIMING(12522): 2034 0 -0.490845000
D/UDP-TIMING(12522): 2035 0 -0.489116000
D/UDP-TIMING(12522): 2036 0 -0.490108000
D/UDP-TIMING(12522): 2037 0 -0.489271000
D/UDP-TIMING(12522): 2038 0 -0.489756000
D/UDP-TIMING(12522): 2039 0 -0.476372000
D/UDP-TIMING(12522): 2040 0 -0.482357000
D/UDP-TIMING(12522): 2041 0 -0.488459000
D/UDP-TIMING(12522): 2042 0 -0.489941000
D/UDP-TIMING(12522): 2043 0 -0.491145000
D/UDP-TIMING(12522): 2044 0 -0.481574000
D/UDP-TIMING(12522): 2045 0 -0.487650000
D/UDP-TIMING(12522): 2046 0 -0.481867000
D/UDP-TIMING(12522): 2047 0 -0.487895000
D/UDP-TIMING(12522): 2048 0 -0.490320000
D/UDP-TIMING(12522): 2049 0 -0.490079000
D/UDP-TIMING(12522): 2050 0 -0.488923000
D/UDP-TIMING(12522): 2051 0 -0.487476000
D/UDP-TIMING(12522): 2052 0 -0.490563000
D/UDP-TIMING(12522): 2053 0 -0.482633000
D/UDP-TIMING(12522): 2054 0 -0.488658000
D/UDP-TIMING(12522): 2055 0 -0.486368000
D/UDP-TIMING(12522): 2056 0 -0.490957000
D/UDP-TIMING(12522): 2057 0 -0.482339000
D/UDP-TIMING(12522): 2058 0 -0.488367000
D/UDP-TIMING(12522): 2059 0 -0.490318000
D/UDP-TIMING(12522): 2060 0 -0.488017000
D/UDP-TIMING(12522): 2061 0 -0.489617000
D/UDP-TIMING(12522): 2062 0 -0.490809000
D/UDP-TIMING(12522): 2063 0 -0.489928000
D/UDP-TIMING(12522): 2064 0 -0.490124000
D/UDP-TIMING(12522): 2065 0 -0.490118000
D/UDP-TIMING(12522): 2066 0 -0.489339000
D/UDP-TIMING(12522): 2067 0 -0.490424000
D/UDP-TIMING(12522): 2068 0 -0.490264000
D/UDP-TIMING(12522): 2069 0 -0.489132000
D/UDP-TIMING(12522): 2070 0 -0.481834000
D/UDP-TIMING(12522): 2071 0 -0.487878000
D/UDP-TIMING(12522): 2072 0 -0.487594000
D/UDP-TIMING(12522): 2073 0 -0.489020000
D/UDP-TIMING(12522): 2074 0 -0.490762000
D/UDP-TIMING(12522): 2075 0 -0.490591000
D/UDP-TIMING(12522): 2076 0 -0.490065000
D/UDP-TIMING(12522): 2077 0 -0.486364000
D/UDP-TIMING(12522): 2078 0 -0.489871000
D/UDP-TIMING(12522): 2079 0 -0.490775000
D/UDP-TIMING(12522): 2080 0 -0.489820000
D/UDP-TIMING(12522): 2081 0 -0.489729000
D/UDP-TIMING(12522): 2082 0 -0.489625000
D/UDP-TIMING(12522): 2083 0 -0.478748000
D/UDP-TIMING(12522): 2084 0 -0.482026000
D/UDP-TIMING(12522): 2085 0 -0.482542000
D/UDP-TIMING(12522): 2086 0 -0.477836000
D/UDP-TIMING(12522): 2087 0 -0.481344000
D/UDP-TIMING(12522): 2088 0 -0.480455000
D/UDP-TIMING(12522): 2089 0 -0.482217000
D/UDP-TIMING(12522): 2090 0 -0.400110000
D/UDP-TIMING(12522): 2091 0 -0.406146000
D/UDP-TIMING(12522): 2092 0 -0.412235000
D/UDP-TIMING(12522): 2093 0 -0.418302000
D/UDP-TIMING(12522): 2094 0 -0.424398000
D/UDP-TIMING(12522): 2095 0 -0.430461000
D/UDP-TIMING(12522): 2096 0 -0.436607000
D/UDP-TIMING(12522): 2097 0 -0.442725000
D/UDP-TIMING(12522): 2098 0 -0.448873000
D/UDP-TIMING(12522): 2099 0 -0.455021000
D/UDP-TIMING(12522): 2100 0 -0.461140000
D/UDP-TIMING(12522): 2101 0 -0.467290000
D/UDP-TIMING(12522): 2102 0 -0.473430000
D/UDP-TIMING(12522): 2103 0 -0.479530000
D/UDP-TIMING(12522): 2104 0 -0.475649000
