--------- beginning of /dev/log/system
I/ActivityManager(  182): Start proc com.samsung.syncservice for service com.samsung.syncservice/.SyncmlService: pid=12539 uid=1000 gids={1015, 3002, 3001, 3003, 3007}
--------- beginning of /dev/log/main
I/SyncmlService(12539): onCreate 
I/        (12539): dm_register_ext_handler_connector
I/ActivityManager(  182): Start proc com.android.bip for service com.android.bip/.BIPService: pid=12554 uid=10001 gids={3003}
D/UDP-TIMING(12522): 2684 0 -0.435308000
D/UDP-TIMING(12522): 2685 0 -0.436417000
D/UDP-TIMING(12522): 2686 0 -0.437553000
D/UDP-TIMING(12522): 2687 0 -0.438686000
D/UDP-TIMING(12522): 2688 0 -0.439791000
D/UDP-TIMING(12522): 2689 0 -0.440930000
D/UDP-TIMING(12522): 2690 0 -0.442107000
D/UDP-TIMING(12522): 2691 0 -0.443262000
D/UDP-TIMING(12522): 2692 0 -0.444459000
D/UDP-TIMING(12522): 2693 0 -0.445600000
D/UDP-TIMING(12522): 2694 0 -0.446699000
D/UDP-TIMING(12522): 2695 0 -0.447888000
D/UDP-TIMING(12522): 2696 0 -0.449064000
D/UDP-TIMING(12522): 2697 0 -0.450261000
D/UDP-TIMING(12522): 2698 0 -0.451467000
D/UDP-TIMING(12522): 2699 0 -0.452643000
D/UDP-TIMING(12522): 2700 0 -0.453840000
D/UDP-TIMING(12522): 2701 0 -0.455043000
D/UDP-TIMING(12522): 2702 0 -0.456266000
D/UDP-TIMING(12522): 2703 0 -0.457454000
D/UDP-TIMING(12522): 2704 0 -0.458650000
D/UDP-TIMING(12522): 2705 0 -0.459823000
D/UDP-TIMING(12522): 2706 0 -0.460981000
D/UDP-TIMING(12522): 2707 0 -0.462111000
D/UDP-TIMING(12522): 2708 0 -0.463205000
D/UDP-TIMING(12522): 2709 0 -0.464336000
D/UDP-TIMING(12522): 2710 0 -0.465459000
D/UDP-TIMING(12522): 2711 0 -0.466554000
D/UDP-TIMING(12522): 2712 0 -0.467697000
D/UDP-TIMING(12522): 2713 0 -0.468831000
D/UDP-TIMING(12522): 2714 0 -0.466209000
D/UDP-TIMING(12522): 2715 0 -0.467272000
D/UDP-TIMING(12522): 2716 0 -0.468402000
D/UDP-TIMING(12522): 2717 0 -0.469496000
D/UDP-TIMING(12522): 2718 0 -0.470620000
D/UDP-TIMING(12522): 2719 0 -0.471714000
D/UDP-TIMING(12522): 2720 0 -0.472844000
D/UDP-TIMING(12522): 2721 0 -0.473967000
D/UDP-TIMING(12522): 2722 0 -0.475062000
D/UDP-TIMING(12522): 2723 0 -0.476196000
D/UDP-TIMING(12522): 2724 0 -0.477290000
D/UDP-TIMING(12522): 2725 0 -0.478428000
D/UDP-TIMING(12522): 2726 0 -0.479558000
D/UDP-TIMING(12522): 2727 0 -0.373409000
D/UDP-TIMING(12522): 2728 0 -0.374123000
D/UDP-TIMING(12522): 2729 0 -0.375141000
D/UDP-TIMING(12522): 2730 0 -0.376338000
D/UDP-TIMING(12522): 2731 0 -0.377550000
D/UDP-TIMING(12522): 2732 0 -0.378746000
D/UDP-TIMING(12522): 2733 0 -0.379848000
D/UDP-TIMING(12522): 2734 0 -0.380936000
D/UDP-TIMING(12522): 2735 0 -0.382066000
D/UDP-TIMING(12522): 2736 0 -0.383201000
D/UDP-TIMING(12522): 2737 0 -0.384283000
D/UDP-TIMING(12522): 2738 0 -0.385449000
D/UDP-TIMING(12522): 2739 0 -0.386577000
D/UDP-TIMING(12522): 2740 0 -0.387744000
D/UDP-TIMING(12522): 2741 0 -0.388874000
D/UDP-TIMING(12522): 2742 0 -0.390038000
D/UDP-TIMING(12522): 2743 0 -0.391204000
D/UDP-TIMING(12522): 2744 0 -0.392291000
D/UDP-TIMING(12522): 2745 0 -0.393453000
D/UDP-TIMING(12522): 2746 0 -0.394613000
D/UDP-TIMING(12522): 2747 0 -0.395699000
D/UDP-TIMING(12522): 2748 0 -0.396816000
D/UDP-TIMING(12522): 2749 0 -0.397933000
D/UDP-TIMING(12522): 2750 0 -0.399024000
D/UDP-TIMING(12522): 2751 0 -0.400164000
D/UDP-TIMING(12522): 2752 0 -0.401254000
D/UDP-TIMING(12522): 2753 0 -0.402421000
D/UDP-TIMING(12522): 2754 0 -0.403570000
D/UDP-TIMING(12522): 2755 0 -0.404648000
D/UDP-TIMING(12522): 2756 0 -0.405913000
D/UDP-TIMING(12522): 2757 0 -0.406949000
D/UDP-TIMING(12522): 2758 0 -0.408159000
D/UDP-TIMING(12522): 2759 0 -0.409345000
D/UDP-TIMING(12522): 2760 0 -0.410526000
D/UDP-TIMING(12522): 2761 0 -0.411702000
D/UDP-TIMING(12522): 2762 0 -0.412882000
D/UDP-TIMING(12522): 2763 0 -0.414058000
D/UDP-TIMING(12522): 2764 0 -0.415221000
D/UDP-TIMING(12522): 2765 0 -0.416309000
D/UDP-TIMING(12522): 2766 0 -0.417455000
D/UDP-TIMING(12522): 2767 0 -0.418581000
D/UDP-TIMING(12522): 2768 0 -0.419689000
D/UDP-TIMING(12522): 2769 0 -0.420808000
D/UDP-TIMING(12522): 2770 0 -0.421952000
D/UDP-TIMING(12522): 2771 0 -0.423111000
D/UDP-TIMING(12522): 2772 0 -0.424332000
D/UDP-TIMING(12522): 2773 0 -0.425519000
D/UDP-TIMING(12522): 2774 0 -0.426714000
D/UDP-TIMING(12522): 2775 0 -0.427905000
D/UDP-TIMING(12522): 2776 0 -0.429132000
D/UDP-TIMING(12522): 2777 0 -0.430293000
D/UDP-TIMING(12522): 2778 0 -0.431495000
D/UDP-TIMING(12522): 2779 0 -0.432659000
D/UDP-TIMING(12522): 2780 0 -0.433795000
D/UDP-TIMING(12522): 2781 0 -0.434900000
D/UDP-TIMING(12522): 2782 0 -0.436016000
D/UDP-TIMING(12522): 2783 0 -0.437136000
D/UDP-TIMING(12522): 2784 0 -0.438255000
D/UDP-TIMING(12522): 2785 0 -0.439382000
D/UDP-TIMING(12522): 2786 0 -0.440509000
D/UDP-TIMING(12522): 2787 0 -0.441664000
D/UDP-TIMING(12522): 2788 0 -0.442795000
D/UDP-TIMING(12522): 2789 0 -0.443928000
D/UDP-TIMING(12522): 2790 0 -0.445044000
D/UDP-TIMING(12522): 2791 0 -0.446142000
D/UDP-TIMING(12522): 2792 0 -0.447250000
D/UDP-TIMING(12522): 2793 0 -0.448357000
D/UDP-TIMING(12522): 2794 0 -0.449448000
D/UDP-TIMING(12522): 2795 0 -0.450578000
D/UDP-TIMING(12522): 2796 0 -0.451687000
D/UDP-TIMING(12522): 2797 0 -0.452791000
D/UDP-TIMING(12522): 2798 0 -0.453897000
D/UDP-TIMING(12522): 2799 0 -0.455025000
D/UDP-TIMING(12522): 2800 0 -0.456114000
D/UDP-TIMING(12522): 2801 0 -0.457248000
D/UDP-TIMING(12522): 2802 0 -0.458337000
D/UDP-TIMING(12522): 2803 0 -0.459471000
D/UDP-TIMING(12522): 2804 0 -0.460591000
D/UDP-TIMING(12522): 2805 0 -0.461690000
D/UDP-TIMING(12522): 2806 0 -0.462807000
D/UDP-TIMING(12522): 2807 0 -0.463938000
D/UDP-TIMING(12522): 2808 0 -0.465023000
D/UDP-TIMING(12522): 2809 0 -0.466156000
D/UDP-TIMING(12522): 2810 0 -0.467272000
D/UDP-TIMING(12522): 2811 0 -0.468414000
D/UDP-TIMING(12522): 2812 0 -0.469547000
D/UDP-TIMING(12522): 2813 0 -0.470661000
D/UDP-TIMING(12522): 2814 0 -0.471827000
D/UDP-TIMING(12522): 2815 0 -0.472971000
D/UDP-TIMING(12522): 2816 0 -0.474102000
D/UDP-TIMING(12522): 2817 0 -0.475265000
D/UDP-TIMING(12522): 2818 0 -0.476400000
D/UDP-TIMING(12522): 2819 0 -0.477432000
D/UDP-TIMING(12522): 2820 0 -0.478532000
D/UDP-TIMING(12522): 2821 0 -0.479634000
D/UDP-TIMING(12522): 2822 0 -0.480713000
D/UDP-TIMING(12522): 2823 0 -0.481828000
D/UDP-TIMING(12522): 2824 0 -0.482950000
D/UDP-TIMING(12522): 2825 0 -0.484057000
D/UDP-TIMING(12522): 2826 0 -0.480919000
D/UDP-TIMING(12522): 2827 0 -0.475855000
D/UDP-TIMING(12522): 2828 0 -0.375380000
D/UDP-TIMING(12522): 2829 0 -0.376003000
D/UDP-TIMING(12522): 2830 0 -0.376920000
D/UDP-TIMING(12522): 2831 0 -0.378053000
D/UDP-TIMING(12522): 2832 0 -0.379197000
D/UDP-TIMING(12522): 2833 0 -0.380372000
D/UDP-TIMING(12522): 2834 0 -0.381530000
D/UDP-TIMING(12522): 2835 0 -0.382660000
D/UDP-TIMING(12522): 2836 0 -0.383749000
D/UDP-TIMING(12522): 2837 0 -0.384831000
D/UDP-TIMING(12522): 2838 0 -0.385867000
D/UDP-TIMING(12522): 2839 0 -0.387016000
D/UDP-TIMING(12522): 2840 0 -0.388112000
D/UDP-TIMING(12522): 2841 0 -0.389229000
D/UDP-TIMING(12522): 2842 0 -0.390397000
D/UDP-TIMING(12522): 2843 0 -0.391544000
D/UDP-TIMING(12522): 2844 0 -0.392694000
D/UDP-TIMING(12522): 2845 0 -0.393917000
D/UDP-TIMING(12522): 2846 0 -0.395071000
D/UDP-TIMING(12522): 2847 0 -0.396277000
D/UDP-TIMING(12522): 2848 0 -0.397430000
D/UDP-TIMING(12522): 2849 0 -0.398573000
D/UDP-TIMING(12522): 2850 0 -0.399783000
D/UDP-TIMING(12522): 2851 0 -0.400930000
D/UDP-TIMING(12522): 2852 0 -0.402130000
D/UDP-TIMING(12522): 2853 0 -0.403230000
D/UDP-TIMING(12522): 2854 0 -0.404372000
D/UDP-TIMING(12522): 2855 0 -0.405518000
D/UDP-TIMING(12522): 2856 0 -0.406714000
D/UDP-TIMING(12522): 2857 0 -0.407885000
D/UDP-TIMING(12522): 2858 0 -0.409052000
D/UDP-TIMING(12522): 2859 0 -0.410197000
D/UDP-TIMING(12522): 2860 0 -0.411299000
D/UDP-TIMING(12522): 2861 0 -0.412461000
D/UDP-TIMING(12522): 2862 0 -0.413616000
D/UDP-TIMING(12522): 2863 0 -0.414741000
D/UDP-TIMING(12522): 2864 0 -0.415957000
D/UDP-TIMING(12522): 2865 0 -0.417133000
D/UDP-TIMING(12522): 2866 0 -0.418305000
D/UDP-TIMING(12522): 2867 0 -0.419431000
D/UDP-TIMING(12522): 2868 0 -0.420539000
D/UDP-TIMING(12522): 2869 0 -0.421628000
D/UDP-TIMING(12522): 2870 0 -0.422748000
D/UDP-TIMING(12522): 2871 0 -0.423841000
D/UDP-TIMING(12522): 2872 0 -0.424968000
D/UDP-TIMING(12522): 2873 0 -0.426069000
D/UDP-TIMING(12522): 2874 0 -0.427131000
D/UDP-TIMING(12522): 2875 0 -0.428247000
D/UDP-TIMING(12522): 2876 0 -0.429358000
D/UDP-TIMING(12522): 2877 0 -0.430460000
D/UDP-TIMING(12522): 2878 0 -0.431599000
D/UDP-TIMING(12522): 2879 0 -0.432678000
D/UDP-TIMING(12522): 2880 0 -0.433812000
D/UDP-TIMING(12522): 2881 0 -0.434918000
D/UDP-TIMING(12522): 2882 0 -0.436021000
D/UDP-TIMING(12522): 2883 0 -0.437130000
D/UDP-TIMING(12522): 2884 0 -0.438289000
D/UDP-TIMING(12522): 2885 0 -0.439389000
D/UDP-TIMING(12522): 2886 0 -0.440509000
D/UDP-TIMING(12522): 2887 0 -0.441643000
D/UDP-TIMING(12522): 2888 0 -0.442718000
D/UDP-TIMING(12522): 2889 0 -0.443850000
D/UDP-TIMING(12522): 2890 0 -0.444930000
D/UDP-TIMING(12522): 2891 0 -0.446064000
D/UDP-TIMING(12522): 2892 0 -0.447184000
D/UDP-TIMING(12522): 2893 0 -0.448287000
D/UDP-TIMING(12522): 2894 0 -0.449408000
D/UDP-TIMING(12522): 2895 0 -0.450537000
D/UDP-TIMING(12522): 2896 0 -0.451624000
D/UDP-TIMING(12522): 2897 0 -0.452754000
D/UDP-TIMING(12522): 2898 0 -0.453868000
D/UDP-TIMING(12522): 2899 0 -0.454916000
D/UDP-TIMING(12522): 2900 0 -0.456045000
D/UDP-TIMING(12522): 2901 0 -0.457163000
D/UDP-TIMING(12522): 2902 0 -0.458256000
D/UDP-TIMING(12522): 2903 0 -0.459417000
D/UDP-TIMING(12522): 2904 0 -0.460592000
D/UDP-TIMING(12522): 2905 0 -0.461701000
D/UDP-TIMING(12522): 2906 0 -0.462873000
D/UDP-TIMING(12522): 2907 0 -0.463980000
D/UDP-TIMING(12522): 2908 0 -0.465109000
D/UDP-TIMING(12522): 2909 0 -0.466213000
D/UDP-TIMING(12522): 2910 0 -0.467301000
D/UDP-TIMING(12522): 2911 0 -0.468421000
D/UDP-TIMING(12522): 2912 0 -0.469576000
D/UDP-TIMING(12522): 2913 0 -0.470703000
D/UDP-TIMING(12522): 2914 0 -0.471865000
D/UDP-TIMING(12522): 2915 0 -0.472988000
D/UDP-TIMING(12522): 2916 0 -0.470317000
D/UDP-TIMING(12522): 2917 0 -0.471417000
D/UDP-TIMING(12522): 2918 0 -0.472508000
D/UDP-TIMING(12522): 2919 0 -0.473606000
D/UDP-TIMING(12522): 2920 0 -0.474701000
D/UDP-TIMING(12522): 2921 0 -0.475827000
D/UDP-TIMING(12522): 2922 0 -0.476896000
D/UDP-TIMING(12522): 2923 0 -0.478026000
D/UDP-TIMING(12522): 2924 0 -0.479087000
D/UDP-TIMING(12522): 2925 0 -0.480181000
D/UDP-TIMING(12522): 2926 0 -0.481361000
D/UDP-TIMING(12522): 2927 0 -0.482515000
D/UDP-TIMING(12522): 2928 0 -0.483678000
D/UDP-TIMING(12522): 2929 0 -0.377390000
D/UDP-TIMING(12522): 2930 0 -0.377882000
D/UDP-TIMING(12522): 2931 0 -0.378970000
D/UDP-TIMING(12522): 2932 0 -0.379972000
D/UDP-TIMING(12522): 2933 0 -0.381107000
D/UDP-TIMING(12522): 2934 0 -0.382286000
D/UDP-TIMING(12522): 2935 0 -0.383486000
D/UDP-TIMING(12522): 2936 0 -0.384729000
D/UDP-TIMING(12522): 2937 0 -0.385943000
D/UDP-TIMING(12522): 2938 0 -0.387102000
D/UDP-TIMING(12522): 2939 0 -0.388293000
D/UDP-TIMING(12522): 2940 0 -0.389466000
D/UDP-TIMING(12522): 2941 0 -0.390676000
D/UDP-TIMING(12522): 2942 0 -0.391850000
D/UDP-TIMING(12522): 2943 0 -0.393013000
D/UDP-TIMING(12522): 2944 0 -0.394194000
D/UDP-TIMING(12522): 2945 0 -0.395348000
D/UDP-TIMING(12522): 2946 0 -0.396501000
D/UDP-TIMING(12522): 2947 0 -0.397638000
D/UDP-TIMING(12522): 2948 0 -0.398786000
D/UDP-TIMING(12522): 2949 0 -0.399883000
D/UDP-TIMING(12522): 2950 0 -0.401024000
D/UDP-TIMING(12522): 2951 0 -0.402102000
D/UDP-TIMING(12522): 2952 0 -0.403232000
D/UDP-TIMING(12522): 2953 0 -0.404476000
D/UDP-TIMING(12522): 2954 0 -0.405599000
D/UDP-TIMING(12522): 2955 0 -0.406740000
D/UDP-TIMING(12522): 2956 0 -0.407902000
D/UDP-TIMING(12522): 2957 0 -0.409000000
D/UDP-TIMING(12522): 2958 0 -0.410114000
D/UDP-TIMING(12522): 2959 0 -0.411297000
D/UDP-TIMING(12522): 2960 0 -0.412423000
D/UDP-TIMING(12522): 2961 0 -0.413529000
D/UDP-TIMING(12522): 2962 0 -0.414632000
D/UDP-TIMING(12522): 2963 0 -0.415741000
D/UDP-TIMING(12522): 2964 0 -0.416871000
D/UDP-TIMING(12522): 2965 0 -0.417928000
D/UDP-TIMING(12522): 2966 0 -0.419008000
D/UDP-TIMING(12522): 2967 0 -0.420179000
D/UDP-TIMING(12522): 2968 0 -0.421339000
D/UDP-TIMING(12522): 2969 0 -0.422446000
D/UDP-TIMING(12522): 2970 0 -0.423556000
D/UDP-TIMING(12522): 2971 0 -0.424672000
D/UDP-TIMING(12522): 2972 0 -0.425790000
D/UDP-TIMING(12522): 2973 0 -0.426903000
D/UDP-TIMING(12522): 2974 0 -0.428021000
D/UDP-TIMING(12522): 2975 0 -0.429149000
D/UDP-TIMING(12522): 2976 0 -0.430291000
D/UDP-TIMING(12522): 2977 0 -0.431432000
D/UDP-TIMING(12522): 2978 0 -0.432513000
D/UDP-TIMING(12522): 2979 0 -0.433702000
D/UDP-TIMING(12522): 2980 0 -0.434862000
D/UDP-TIMING(12522): 2981 0 -0.435962000
D/UDP-TIMING(12522): 2982 0 -0.437076000
D/UDP-TIMING(12522): 2983 0 -0.438210000
D/UDP-TIMING(12522): 2984 0 -0.439300000
D/UDP-TIMING(12522): 2985 0 -0.440368000
D/UDP-TIMING(12522): 2986 0 -0.441486000
D/UDP-TIMING(12522): 2987 0 -0.442565000
D/UDP-TIMING(12522): 2988 0 -0.443666000
D/UDP-TIMING(12522): 2989 0 -0.444800000
D/UDP-TIMING(12522): 2990 0 -0.445898000
D/UDP-TIMING(12522): 2991 0 -0.447013000
D/UDP-TIMING(12522): 2992 0 -0.448116000
D/UDP-TIMING(12522): 2993 0 -0.449253000
D/UDP-TIMING(12522): 2994 0 -0.450399000
D/UDP-TIMING(12522): 2995 0 -0.451534000
D/UDP-TIMING(12522): 2996 0 -0.452704000
D/UDP-TIMING(12522): 2997 0 -0.453847000
D/UDP-TIMING(12522): 2998 0 -0.454988000
D/UDP-TIMING(12522): 2999 0 -0.456101000
D/UDP-TIMING(12522): 3000 0 -0.457239000
D/UDP-TIMING(12522): 3001 0 -0.458272000
D/UDP-TIMING(12522): 3002 0 -0.459376000
D/UDP-TIMING(12522): 3003 0 -0.460469000
D/UDP-TIMING(12522): 3004 0 -0.461590000
D/UDP-TIMING(12522): 3005 0 -0.462731000
D/UDP-TIMING(12522): 3006 0 -0.463877000
D/UDP-TIMING(12522): 3007 0 -0.465024000
D/UDP-TIMING(12522): 3008 0 -0.466188000
D/UDP-TIMING(12522): 3009 0 -0.467323000
D/UDP-TIMING(12522): 3010 0 -0.468498000
D/UDP-TIMING(12522): 3011 0 -0.469669000
D/UDP-TIMING(12522): 3012 0 -0.470842000
D/UDP-TIMING(12522): 3013 0 -0.471944000
D/UDP-TIMING(12522): 3014 0 -0.473045000
D/UDP-TIMING(12522): 3015 0 -0.474167000
D/UDP-TIMING(12522): 3016 0 -0.471441000
D/UDP-TIMING(12522): 3017 0 -0.472540000
D/UDP-TIMING(12522): 3018 0 -0.473659000
D/UDP-TIMING(12522): 3019 0 -0.474823000
D/UDP-TIMING(12522): 3020 0 -0.475936000
D/UDP-TIMING(12522): 3021 0 -0.477094000
D/UDP-TIMING(12522): 3022 0 -0.478283000
D/UDP-TIMING(12522): 3023 0 -0.479393000
D/UDP-TIMING(12522): 3024 0 -0.480572000
D/UDP-TIMING(12522): 3025 0 -0.481704000
D/UDP-TIMING(12522): 3026 0 -0.482881000
D/UDP-TIMING(12522): 3027 0 -0.484068000
D/UDP-TIMING(12522): 3028 0 -0.482013000
D/UDP-TIMING(12522): 3029 0 -0.483138000
D/UDP-TIMING(12522): 3030 0 -0.371882000
D/UDP-TIMING(12522): 3031 0 -0.372620000
D/UDP-TIMING(12522): 3032 0 -0.373724000
D/UDP-TIMING(12522): 3033 0 -0.374829000
D/UDP-TIMING(12522): 3034 0 -0.375927000
D/UDP-TIMING(12522): 3035 0 -0.377040000
D/UDP-TIMING(12522): 3036 0 -0.378136000
D/UDP-TIMING(12522): 3037 0 -0.379236000
D/UDP-TIMING(12522): 3038 0 -0.380373000
D/UDP-TIMING(12522): 3039 0 -0.381514000
D/UDP-TIMING(12522): 3040 0 -0.382656000
D/UDP-TIMING(12522): 3041 0 -0.383787000
D/UDP-TIMING(12522): 3042 0 -0.384929000
D/UDP-TIMING(12522): 3043 0 -0.386091000
D/UDP-TIMING(12522): 3044 0 -0.387202000
D/UDP-TIMING(12522): 3045 0 -0.388367000
D/UDP-TIMING(12522): 3046 0 -0.389532000
D/UDP-TIMING(12522): 3047 0 -0.390651000
D/UDP-TIMING(12522): 3048 0 -0.391799000
D/UDP-TIMING(12522): 3049 0 -0.392951000
D/UDP-TIMING(12522): 3050 0 -0.394099000
D/UDP-TIMING(12522): 3051 0 -0.395236000
D/UDP-TIMING(12522): 3052 0 -0.396424000
D/UDP-TIMING(12522): 3053 0 -0.397605000
D/UDP-TIMING(12522): 3054 0 -0.398796000
D/UDP-TIMING(12522): 3055 0 -0.399992000
D/UDP-TIMING(12522): 3056 0 -0.401177000
D/UDP-TIMING(12522): 3057 0 -0.402370000
D/UDP-TIMING(12522): 3058 0 -0.403527000
D/UDP-TIMING(12522): 3059 0 -0.404714000
D/UDP-TIMING(12522): 3060 0 -0.405907000
D/UDP-TIMING(12522): 3061 0 -0.407052000
D/UDP-TIMING(12522): 3062 0 -0.408204000
D/UDP-TIMING(12522): 3063 0 -0.409343000
D/UDP-TIMING(12522): 3064 0 -0.410457000
D/UDP-TIMING(12522): 3065 0 -0.411592000
D/UDP-TIMING(12522): 3066 0 -0.412691000
D/UDP-TIMING(12522): 3067 0 -0.413884000
D/UDP-TIMING(12522): 3068 0 -0.415095000
D/UDP-TIMING(12522): 3069 0 -0.416203000
D/UDP-TIMING(12522): 3070 0 -0.417343000
D/UDP-TIMING(12522): 3071 0 -0.418538000
D/UDP-TIMING(12522): 3072 0 -0.419710000
D/UDP-TIMING(12522): 3073 0 -0.420896000
D/UDP-TIMING(12522): 3074 0 -0.422092000
D/UDP-TIMING(12522): 3075 0 -0.423265000
D/UDP-TIMING(12522): 3076 0 -0.424458000
D/UDP-TIMING(12522): 3077 0 -0.425624000
D/UDP-TIMING(12522): 3078 0 -0.426821000
D/UDP-TIMING(12522): 3079 0 -0.428020000
D/UDP-TIMING(12522): 3080 0 -0.429197000
D/UDP-TIMING(12522): 3081 0 -0.430394000
D/UDP-TIMING(12522): 3082 0 -0.431598000
D/UDP-TIMING(12522): 3083 0 -0.432652000
D/UDP-TIMING(12522): 3084 0 -0.433849000
D/UDP-TIMING(12522): 3085 0 -0.435056000
D/UDP-TIMING(12522): 3086 0 -0.436223000
D/UDP-TIMING(12522): 3087 0 -0.437430000
D/UDP-TIMING(12522): 3088 0 -0.438602000
D/UDP-TIMING(12522): 3089 0 -0.439794000
D/UDP-TIMING(12522): 3090 0 -0.440994000
D/UDP-TIMING(12522): 3091 0 -0.442181000
D/UDP-TIMING(12522): 3092 0 -0.443316000
D/UDP-TIMING(12522): 3093 0 -0.444439000
D/UDP-TIMING(12522): 3094 0 -0.445529000
D/UDP-TIMING(12522): 3095 0 -0.446648000
D/UDP-TIMING(12522): 3096 0 -0.447805000
D/UDP-TIMING(12522): 3097 0 -0.448941000
D/UDP-TIMING(12522): 3098 0 -0.450091000
D/UDP-TIMING(12522): 3099 0 -0.451202000
D/UDP-TIMING(12522): 3100 0 -0.452375000
D/UDP-TIMING(12522): 3101 0 -0.453535000
D/UDP-TIMING(12522): 3102 0 -0.454662000
D/UDP-TIMING(12522): 3103 0 -0.455784000
D/UDP-TIMING(12522): 3104 0 -0.456906000
D/UDP-TIMING(12522): 3105 0 -0.457922000
D/UDP-TIMING(12522): 3106 0 -0.459106000
D/UDP-TIMING(12522): 3107 0 -0.460228000
D/UDP-TIMING(12522): 3108 0 -0.461319000
D/UDP-TIMING(12522): 3109 0 -0.462387000
D/UDP-TIMING(12522): 3110 0 -0.463523000
D/UDP-TIMING(12522): 3111 0 -0.464614000
D/UDP-TIMING(12522): 3112 0 -0.465737000
D/UDP-TIMING(12522): 3113 0 -0.466806000
D/UDP-TIMING(12522): 3114 0 -0.467935000
D/UDP-TIMING(12522): 3115 0 -0.469106000
D/UDP-TIMING(12522): 3116 0 -0.470176000
D/UDP-TIMING(12522): 3117 0 -0.471294000
D/UDP-TIMING(12522): 3118 0 -0.472422000
D/UDP-TIMING(12522): 3119 0 -0.469738000
D/UDP-TIMING(12522): 3120 0 -0.470809000
D/UDP-TIMING(12522): 3121 0 -0.471887000
D/UDP-TIMING(12522): 3122 0 -0.472987000
D/UDP-TIMING(12522): 3123 0 -0.474066000
D/UDP-TIMING(12522): 3124 0 -0.475202000
D/UDP-TIMING(12522): 3125 0 -0.476302000
D/UDP-TIMING(12522): 3126 0 -0.477342000
D/UDP-TIMING(12522): 3127 0 -0.478437000
D/UDP-TIMING(12522): 3128 0 -0.479510000
D/UDP-TIMING(12522): 3129 0 -0.476583000
D/UDP-TIMING(12522): 3130 0 -0.477653000
D/UDP-TIMING(12522): 3131 0 -0.376100000
D/UDP-TIMING(12522): 3132 0 -0.376913000
D/UDP-TIMING(12522): 3133 0 -0.377932000
D/UDP-TIMING(12522): 3134 0 -0.379044000
D/UDP-TIMING(12522): 3135 0 -0.379850000
D/UDP-TIMING(12522): 3136 0 -0.380968000
D/UDP-TIMING(12522): 3137 0 -0.382111000
D/UDP-TIMING(12522): 3138 0 -0.383327000
D/UDP-TIMING(12522): 3139 0 -0.384492000
D/UDP-TIMING(12522): 3140 0 -0.385646000
D/UDP-TIMING(12522): 3141 0 -0.386783000
D/UDP-TIMING(12522): 3142 0 -0.387958000
D/UDP-TIMING(12522): 3143 0 -0.389096000
D/UDP-TIMING(12522): 3144 0 -0.390209000
D/UDP-TIMING(12522): 3145 0 -0.391371000
D/UDP-TIMING(12522): 3146 0 -0.392563000
D/UDP-TIMING(12522): 3147 0 -0.393699000
D/UDP-TIMING(12522): 3148 0 -0.394835000
D/UDP-TIMING(12522): 3149 0 -0.396008000
D/UDP-TIMING(12522): 3150 0 -0.397180000
D/UDP-TIMING(12522): 3151 0 -0.398312000
D/UDP-TIMING(12522): 3152 0 -0.399444000
D/UDP-TIMING(12522): 3153 0 -0.400582000
D/UDP-TIMING(12522): 3154 0 -0.401747000
D/UDP-TIMING(12522): 3155 0 -0.402931000
D/UDP-TIMING(12522): 3156 0 -0.404060000
D/UDP-TIMING(12522): 3157 0 -0.405184000
D/UDP-TIMING(12522): 3158 0 -0.406286000
D/UDP-TIMING(12522): 3159 0 -0.407346000
D/UDP-TIMING(12522): 3160 0 -0.408433000
D/UDP-TIMING(12522): 3161 0 -0.409511000
D/UDP-TIMING(12522): 3162 0 -0.410605000
D/UDP-TIMING(12522): 3163 0 -0.411693000
D/UDP-TIMING(12522): 3164 0 -0.412816000
D/UDP-TIMING(12522): 3165 0 -0.413853000
D/UDP-TIMING(12522): 3166 0 -0.414951000
D/UDP-TIMING(12522): 3167 0 -0.415977000
D/UDP-TIMING(12522): 3168 0 -0.417110000
D/UDP-TIMING(12522): 3169 0 -0.418248000
D/UDP-TIMING(12522): 3170 0 -0.419322000
D/UDP-TIMING(12522): 3171 0 -0.420456000
D/UDP-TIMING(12522): 3172 0 -0.421571000
D/UDP-TIMING(12522): 3173 0 -0.422651000
D/UDP-TIMING(12522): 3174 0 -0.423775000
D/UDP-TIMING(12522): 3175 0 -0.424907000
D/UDP-TIMING(12522): 3176 0 -0.426013000
D/UDP-TIMING(12522): 3177 0 -0.427155000
D/UDP-TIMING(12522): 3178 0 -0.428358000
D/UDP-TIMING(12522): 3179 0 -0.429472000
D/UDP-TIMING(12522): 3180 0 -0.430636000
D/UDP-TIMING(12522): 3181 0 -0.431693000
D/UDP-TIMING(12522): 3182 0 -0.432830000
D/UDP-TIMING(12522): 3183 0 -0.433929000
D/UDP-TIMING(12522): 3184 0 -0.434995000
D/UDP-TIMING(12522): 3185 0 -0.436106000
D/UDP-TIMING(12522): 3186 0 -0.437191000
D/UDP-TIMING(12522): 3187 0 -0.438289000
D/UDP-TIMING(12522): 3188 0 -0.439377000
D/UDP-TIMING(12522): 3189 0 -0.440450000
D/UDP-TIMING(12522): 3190 0 -0.441586000
D/UDP-TIMING(12522): 3191 0 -0.442714000
D/UDP-TIMING(12522): 3192 0 -0.443878000
D/UDP-TIMING(12522): 3193 0 -0.445043000
