--------- beginning of /dev/log/system
I/ActivityManager(  182): Start proc com.samsung.syncservice for service com.samsung.syncservice/.SyncmlService: pid=12539 uid=1000 gids={1015, 3002, 3001, 3003, 3007}
--------- beginning of /dev/log/main
I/SyncmlService(12539): onCreate 
I/        (12539): dm_register_ext_handler_connector
I/ActivityManager(  182): Start proc com.android.bip for service com.android.bip/.BIPService: pid=12554 uid=10001 gids={3003}
D/UDP-TIMING(12522): 4165 0 -0.396476000
D/UDP-TIMING(12522): 4166 0 -0.397625000
D/UDP-TIMING(12522): 4167 0 -0.398776000
D/UDP-TIMING(12522): 4168 0 -0.399918000
D/UDP-TIMING(12522): 4169 0 -0.401047000
D/UDP-TIMING(12522): 4170 0 -0.402180000
D/UDP-TIMING(12522): 4171 0 -0.403302000
D/UDP-TIMING(12522): 4172 0 -0.404440000
D/UDP-TIMING(12522): 4173 0 -0.405559000
D/UDP-TIMING(12522): 4174 0 -0.406725000
D/UDP-TIMING(12522): 4175 0 -0.407817000
D/UDP-TIMING(12522): 4176 0 -0.408983000
D/UDP-TIMING(12522): 4177 0 -0.410161000
D/UDP-TIMING(12522): 4178 0 -0.411341000
D/UDP-TIMING(12522): 4179 0 -0.412452000
D/UDP-TIMING(12522): 4180 0 -0.413568000
D/UDP-TIMING(12522): 4181 0 -0.414692000
D/UDP-TIMING(12522): 4182 0 -0.415768000
D/UDP-TIMING(12522): 4183 0 -0.416828000
D/UDP-TIMING(12522): 4184 0 -0.417941000
D/UDP-TIMING(12522): 4185 0 -0.419035000
D/UDP-TIMING(12522): 4186 0 -0.420108000
D/UDP-TIMING(12522): 4187 0 -0.421207000
D/UDP-TIMING(12522): 4188 0 -0.422330000
D/UDP-TIMING(12522): 4189 0 -0.423455000
D/UDP-TIMING(12522): 4190 0 -0.424564000
D/UDP-TIMING(12522): 4191 0 -0.425691000
D/UDP-TIMING(12522): 4192 0 -0.426827000
D/UDP-TIMING(12522): 4193 0 -0.427919000
D/UDP-TIMING(12522): 4194 0 -0.429021000
D/UDP-TIMING(12522): 4195 0 -0.430062000
D/UDP-TIMING(12522): 4196 0 -0.431207000
D/UDP-TIMING(12522): 4197 0 -0.432334000
D/UDP-TIMING(12522): 4198 0 -0.433404000
D/UDP-TIMING(12522): 4199 0 -0.434522000
D/UDP-TIMING(12522): 4200 0 -0.435723000
D/UDP-TIMING(12522): 4201 0 -0.436842000
D/UDP-TIMING(12522): 4202 0 -0.437914000
D/UDP-TIMING(12522): 4203 0 -0.439014000
D/UDP-TIMING(12522): 4204 0 -0.440144000
D/UDP-TIMING(12522): 4205 0 -0.441312000
D/UDP-TIMING(12522): 4206 0 -0.442377000
D/UDP-TIMING(12522): 4207 0 -0.443510000
D/UDP-TIMING(12522): 4208 0 -0.444618000
D/UDP-TIMING(12522): 4209 0 -0.445720000
D/UDP-TIMING(12522): 4210 0 -0.446845000
D/UDP-TIMING(12522): 4211 0 -0.447986000
D/UDP-TIMING(12522): 4212 0 -0.449074000
D/UDP-TIMING(12522): 4213 0 -0.450241000
D/UDP-TIMING(12522): 4214 0 -0.451321000
D/UDP-TIMING(12522): 4215 0 -0.452425000
D/UDP-TIMING(12522): 4216 0 -0.453502000
D/UDP-TIMING(12522): 4217 0 -0.454590000
D/UDP-TIMING(12522): 4218 0 -0.455758000
D/UDP-TIMING(12522): 4219 0 -0.456978000
D/UDP-TIMING(12522): 4220 0 -0.458139000
D/UDP-TIMING(12522): 4221 0 -0.459346000
D/UDP-TIMING(12522): 4222 0 -0.460529000
D/UDP-TIMING(12522): 4223 0 -0.461651000
D/UDP-TIMING(12522): 4224 0 -0.462814000
D/UDP-TIMING(12522): 4225 0 -0.463983000
D/UDP-TIMING(12522): 4226 0 -0.461435000
D/UDP-TIMING(12522): 4227 0 -0.462550000
D/UDP-TIMING(12522): 4228 0 -0.463666000
D/UDP-TIMING(12522): 4229 0 -0.464773000
D/UDP-TIMING(12522): 4230 0 -0.465887000
D/UDP-TIMING(12522): 4231 0 -0.467020000
D/UDP-TIMING(12522): 4232 0 -0.468100000
D/UDP-TIMING(12522): 4233 0 -0.469258000
D/UDP-TIMING(12522): 4234 0 -0.470336000
D/UDP-TIMING(12522): 4235 0 -0.471461000
D/UDP-TIMING(12522): 4236 0 -0.472573000
D/UDP-TIMING(12522): 4237 0 -0.473666000
D/UDP-TIMING(12522): 4238 0 -0.474830000
D/UDP-TIMING(12522): 4239 0 -0.475925000
D/UDP-TIMING(12522): 4240 0 -0.477039000
D/UDP-TIMING(12522): 4241 0 -0.478172000
D/UDP-TIMING(12522): 4242 0 -0.371244000
D/UDP-TIMING(12522): 4243 0 -0.372092000
D/UDP-TIMING(12522): 4244 0 -0.373226000
D/UDP-TIMING(12522): 4245 0 -0.374310000
D/UDP-TIMING(12522): 4246 0 -0.375474000
D/UDP-TIMING(12522): 4247 0 -0.376615000
D/UDP-TIMING(12522): 4248 0 -0.377759000
D/UDP-TIMING(12522): 4249 0 -0.378930000
D/UDP-TIMING(12522): 4250 0 -0.380038000
D/UDP-TIMING(12522): 4251 0 -0.381216000
D/UDP-TIMING(12522): 4252 0 -0.382362000
D/UDP-TIMING(12522): 4253 0 -0.383478000
D/UDP-TIMING(12522): 4254 0 -0.384644000
D/UDP-TIMING(12522): 4255 0 -0.385756000
D/UDP-TIMING(12522): 4256 0 -0.386918000
D/UDP-TIMING(12522): 4257 0 -0.388091000
D/UDP-TIMING(12522): 4258 0 -0.389206000
D/UDP-TIMING(12522): 4259 0 -0.390377000
D/UDP-TIMING(12522): 4260 0 -0.391518000
D/UDP-TIMING(12522): 4261 0 -0.392660000
D/UDP-TIMING(12522): 4262 0 -0.393804000
D/UDP-TIMING(12522): 4263 0 -0.394944000
D/UDP-TIMING(12522): 4264 0 -0.396087000
D/UDP-TIMING(12522): 4265 0 -0.397311000
D/UDP-TIMING(12522): 4266 0 -0.398432000
D/UDP-TIMING(12522): 4267 0 -0.399539000
D/UDP-TIMING(12522): 4268 0 -0.400668000
D/UDP-TIMING(12522): 4269 0 -0.401743000
D/UDP-TIMING(12522): 4270 0 -0.402857000
D/UDP-TIMING(12522): 4271 0 -0.403967000
D/UDP-TIMING(12522): 4272 0 -0.405032000
D/UDP-TIMING(12522): 4273 0 -0.406124000
D/UDP-TIMING(12522): 4274 0 -0.407245000
D/UDP-TIMING(12522): 4275 0 -0.408338000
D/UDP-TIMING(12522): 4276 0 -0.409461000
D/UDP-TIMING(12522): 4277 0 -0.410576000
D/UDP-TIMING(12522): 4278 0 -0.411661000
D/UDP-TIMING(12522): 4279 0 -0.412788000
D/UDP-TIMING(12522): 4280 0 -0.413880000
D/UDP-TIMING(12522): 4281 0 -0.414982000
D/UDP-TIMING(12522): 4282 0 -0.416107000
D/UDP-TIMING(12522): 4283 0 -0.417199000
D/UDP-TIMING(12522): 4284 0 -0.418352000
D/UDP-TIMING(12522): 4285 0 -0.419485000
D/UDP-TIMING(12522): 4286 0 -0.420538000
D/UDP-TIMING(12522): 4287 0 -0.421687000
D/UDP-TIMING(12522): 4288 0 -0.422840000
D/UDP-TIMING(12522): 4289 0 -0.423936000
D/UDP-TIMING(12522): 4290 0 -0.425071000
D/UDP-TIMING(12522): 4291 0 -0.426163000
D/UDP-TIMING(12522): 4292 0 -0.427299000
D/UDP-TIMING(12522): 4293 0 -0.428378000
D/UDP-TIMING(12522): 4294 0 -0.429437000
D/UDP-TIMING(12522): 4295 0 -0.430452000
D/UDP-TIMING(12522): 4296 0 -0.431544000
D/UDP-TIMING(12522): 4297 0 -0.432651000
D/UDP-TIMING(12522): 4298 0 -0.433778000
D/UDP-TIMING(12522): 4299 0 -0.434897000
D/UDP-TIMING(12522): 4300 0 -0.436010000
D/UDP-TIMING(12522): 4301 0 -0.437191000
D/UDP-TIMING(12522): 4302 0 -0.438377000
D/UDP-TIMING(12522): 4303 0 -0.439532000
D/UDP-TIMING(12522): 4304 0 -0.440722000
D/UDP-TIMING(12522): 4305 0 -0.441874000
D/UDP-TIMING(12522): 4306 0 -0.443068000
D/UDP-TIMING(12522): 4307 0 -0.444188000
D/UDP-TIMING(12522): 4308 0 -0.445295000
D/UDP-TIMING(12522): 4309 0 -0.446431000
D/UDP-TIMING(12522): 4310 0 -0.447539000
D/UDP-TIMING(12522): 4311 0 -0.448683000
D/UDP-TIMING(12522): 4312 0 -0.449890000
D/UDP-TIMING(12522): 4313 0 -0.451108000
D/UDP-TIMING(12522): 4314 0 -0.452268000
D/UDP-TIMING(12522): 4315 0 -0.453490000
D/UDP-TIMING(12522): 4316 0 -0.454594000
D/UDP-TIMING(12522): 4317 0 -0.455770000
D/UDP-TIMING(12522): 4318 0 -0.456916000
D/UDP-TIMING(12522): 4319 0 -0.458085000
D/UDP-TIMING(12522): 4320 0 -0.459261000
D/UDP-TIMING(12522): 4321 0 -0.460404000
D/UDP-TIMING(12522): 4322 0 -0.461563000
D/UDP-TIMING(12522): 4323 0 -0.462733000
D/UDP-TIMING(12522): 4324 0 -0.463881000
D/UDP-TIMING(12522): 4325 0 -0.465023000
D/UDP-TIMING(12522): 4326 0 -0.466172000
D/UDP-TIMING(12522): 4327 0 -0.467374000
D/UDP-TIMING(12522): 4328 0 -0.468531000
D/UDP-TIMING(12522): 4329 0 -0.469704000
D/UDP-TIMING(12522): 4330 0 -0.470823000
D/UDP-TIMING(12522): 4331 0 -0.468186000
D/UDP-TIMING(12522): 4332 0 -0.469273000
D/UDP-TIMING(12522): 4333 0 -0.470445000
D/UDP-TIMING(12522): 4334 0 -0.471616000
D/UDP-TIMING(12522): 4335 0 -0.472786000
D/UDP-TIMING(12522): 4336 0 -0.473959000
D/UDP-TIMING(12522): 4337 0 -0.475174000
D/UDP-TIMING(12522): 4338 0 -0.476293000
D/UDP-TIMING(12522): 4339 0 -0.477480000
D/UDP-TIMING(12522): 4340 0 -0.478670000
D/UDP-TIMING(12522): 4341 0 -0.479844000
D/UDP-TIMING(12522): 4342 0 -0.481057000
D/UDP-TIMING(12522): 4343 0 -0.374733000
D/UDP-TIMING(12522): 4344 0 -0.375652000
D/UDP-TIMING(12522): 4345 0 -0.376812000
D/UDP-TIMING(12522): 4346 0 -0.377968000
D/UDP-TIMING(12522): 4347 0 -0.379194000
D/UDP-TIMING(12522): 4348 0 -0.380350000
D/UDP-TIMING(12522): 4349 0 -0.381576000
D/UDP-TIMING(12522): 4350 0 -0.382696000
D/UDP-TIMING(12522): 4351 0 -0.383836000
D/UDP-TIMING(12522): 4352 0 -0.384979000
D/UDP-TIMING(12522): 4353 0 -0.386122000
D/UDP-TIMING(12522): 4354 0 -0.387292000
D/UDP-TIMING(12522): 4355 0 -0.388427000
D/UDP-TIMING(12522): 4356 0 -0.389572000
D/UDP-TIMING(12522): 4357 0 -0.390779000
D/UDP-TIMING(12522): 4358 0 -0.391949000
D/UDP-TIMING(12522): 4359 0 -0.393103000
D/UDP-TIMING(12522): 4360 0 -0.394326000
D/UDP-TIMING(12522): 4361 0 -0.395477000
D/UDP-TIMING(12522): 4362 0 -0.396617000
D/UDP-TIMING(12522): 4363 0 -0.397760000
D/UDP-TIMING(12522): 4364 0 -0.398902000
D/UDP-TIMING(12522): 4365 0 -0.400002000
D/UDP-TIMING(12522): 4366 0 -0.401117000
D/UDP-TIMING(12522): 4367 0 -0.402213000
D/UDP-TIMING(12522): 4368 0 -0.403347000
D/UDP-TIMING(12522): 4369 0 -0.404465000
D/UDP-TIMING(12522): 4370 0 -0.405588000
D/UDP-TIMING(12522): 4371 0 -0.406755000
D/UDP-TIMING(12522): 4372 0 -0.407893000
D/UDP-TIMING(12522): 4373 0 -0.409062000
D/UDP-TIMING(12522): 4374 0 -0.410166000
D/UDP-TIMING(12522): 4375 0 -0.411342000
D/UDP-TIMING(12522): 4376 0 -0.412465000
D/UDP-TIMING(12522): 4377 0 -0.413582000
D/UDP-TIMING(12522): 4378 0 -0.414649000
D/UDP-TIMING(12522): 4379 0 -0.415875000
D/UDP-TIMING(12522): 4380 0 -0.416967000
D/UDP-TIMING(12522): 4381 0 -0.418094000
D/UDP-TIMING(12522): 4382 0 -0.419248000
D/UDP-TIMING(12522): 4383 0 -0.420426000
D/UDP-TIMING(12522): 4384 0 -0.421593000
D/UDP-TIMING(12522): 4385 0 -0.422723000
D/UDP-TIMING(12522): 4386 0 -0.423868000
D/UDP-TIMING(12522): 4387 0 -0.424995000
D/UDP-TIMING(12522): 4388 0 -0.426125000
D/UDP-TIMING(12522): 4389 0 -0.427225000
D/UDP-TIMING(12522): 4390 0 -0.428353000
D/UDP-TIMING(12522): 4391 0 -0.429456000
D/UDP-TIMING(12522): 4392 0 -0.430533000
D/UDP-TIMING(12522): 4393 0 -0.431665000
D/UDP-TIMING(12522): 4394 0 -0.432807000
D/UDP-TIMING(12522): 4395 0 -0.433929000
D/UDP-TIMING(12522): 4396 0 -0.435043000
D/UDP-TIMING(12522): 4397 0 -0.436208000
D/UDP-TIMING(12522): 4398 0 -0.437320000
D/UDP-TIMING(12522): 4399 0 -0.438496000
D/UDP-TIMING(12522): 4400 0 -0.439669000
D/UDP-TIMING(12522): 4401 0 -0.440835000
D/UDP-TIMING(12522): 4402 0 -0.442008000
D/UDP-TIMING(12522): 4403 0 -0.443166000
D/UDP-TIMING(12522): 4404 0 -0.444287000
D/UDP-TIMING(12522): 4405 0 -0.445420000
D/UDP-TIMING(12522): 4406 0 -0.446514000
D/UDP-TIMING(12522): 4407 0 -0.447638000
D/UDP-TIMING(12522): 4408 0 -0.448772000
D/UDP-TIMING(12522): 4409 0 -0.449839000
D/UDP-TIMING(12522): 4410 0 -0.450929000
D/UDP-TIMING(12522): 4411 0 -0.452141000
D/UDP-TIMING(12522): 4412 0 -0.453275000
D/UDP-TIMING(12522): 4413 0 -0.454470000
D/UDP-TIMING(12522): 4414 0 -0.455613000
D/UDP-TIMING(12522): 4415 0 -0.456757000
D/UDP-TIMING(12522): 4416 0 -0.457957000
D/UDP-TIMING(12522): 4417 0 -0.459171000
D/UDP-TIMING(12522): 4418 0 -0.460352000
D/UDP-TIMING(12522): 4419 0 -0.461573000
D/UDP-TIMING(12522): 4420 0 -0.462733000
D/UDP-TIMING(12522): 4421 0 -0.464041000
D/UDP-TIMING(12522): 4422 0 -0.465217000
D/UDP-TIMING(12522): 4423 0 -0.466355000
D/UDP-TIMING(12522): 4424 0 -0.467488000
D/UDP-TIMING(12522): 4425 0 -0.468629000
D/UDP-TIMING(12522): 4426 0 -0.469760000
D/UDP-TIMING(12522): 4427 0 -0.470906000
D/UDP-TIMING(12522): 4428 0 -0.472065000
D/UDP-TIMING(12522): 4429 0 -0.473145000
D/UDP-TIMING(12522): 4430 0 -0.474279000
D/UDP-TIMING(12522): 4431 0 -0.475408000
D/UDP-TIMING(12522): 4432 0 -0.472464000
D/UDP-TIMING(12522): 4433 0 -0.473532000
D/UDP-TIMING(12522): 4434 0 -0.474621000
D/UDP-TIMING(12522): 4435 0 -0.475756000
D/UDP-TIMING(12522): 4436 0 -0.476834000
D/UDP-TIMING(12522): 4437 0 -0.477968000
D/UDP-TIMING(12522): 4438 0 -0.479058000
D/UDP-TIMING(12522): 4439 0 -0.480196000
D/UDP-TIMING(12522): 4440 0 -0.481298000
D/UDP-TIMING(12522): 4441 0 -0.482403000
D/UDP-TIMING(12522): 4442 0 -0.483518000
D/UDP-TIMING(12522): 4443 0 -0.484617000
D/UDP-TIMING(12522): 4444 0 -0.369408000
D/UDP-TIMING(12522): 4445 0 -0.370170000
D/UDP-TIMING(12522): 4446 0 -0.371287000
D/UDP-TIMING(12522): 4447 0 -0.372419000
D/UDP-TIMING(12522): 4448 0 -0.373605000
D/UDP-TIMING(12522): 4449 0 -0.374771000
D/UDP-TIMING(12522): 4450 0 -0.375938000
D/UDP-TIMING(12522): 4451 0 -0.377078000
D/UDP-TIMING(12522): 4452 0 -0.378226000
D/UDP-TIMING(12522): 4453 0 -0.379388000
D/UDP-TIMING(12522): 4454 0 -0.380522000
D/UDP-TIMING(12522): 4455 0 -0.381741000
D/UDP-TIMING(12522): 4456 0 -0.382886000
D/UDP-TIMING(12522): 4457 0 -0.384026000
D/UDP-TIMING(12522): 4458 0 -0.385103000
D/UDP-TIMING(12522): 4459 0 -0.386206000
D/UDP-TIMING(12522): 4460 0 -0.387361000
D/UDP-TIMING(12522): 4461 0 -0.388534000
D/UDP-TIMING(12522): 4462 0 -0.389641000
D/UDP-TIMING(12522): 4463 0 -0.390783000
D/UDP-TIMING(12522): 4464 0 -0.391934000
D/UDP-TIMING(12522): 4465 0 -0.393054000
D/UDP-TIMING(12522): 4466 0 -0.394116000
D/UDP-TIMING(12522): 4467 0 -0.395209000
D/UDP-TIMING(12522): 4468 0 -0.396272000
D/UDP-TIMING(12522): 4469 0 -0.397416000
D/UDP-TIMING(12522): 4470 0 -0.398526000
D/UDP-TIMING(12522): 4471 0 -0.399678000
D/UDP-TIMING(12522): 4472 0 -0.400803000
D/UDP-TIMING(12522): 4473 0 -0.401942000
D/UDP-TIMING(12522): 4474 0 -0.403103000
D/UDP-TIMING(12522): 4475 0 -0.404191000
D/UDP-TIMING(12522): 4476 0 -0.405310000
D/UDP-TIMING(12522): 4477 0 -0.406405000
D/UDP-TIMING(12522): 4478 0 -0.407493000
D/UDP-TIMING(12522): 4479 0 -0.408617000
D/UDP-TIMING(12522): 4480 0 -0.409779000
D/UDP-TIMING(12522): 4481 0 -0.410902000
D/UDP-TIMING(12522): 4482 0 -0.412037000
D/UDP-TIMING(12522): 4483 0 -0.413131000
D/UDP-TIMING(12522): 4484 0 -0.414249000
D/UDP-TIMING(12522): 4485 0 -0.415354000
D/UDP-TIMING(12522): 4486 0 -0.416439000
D/UDP-TIMING(12522): 4487 0 -0.417573000
D/UDP-TIMING(12522): 4488 0 -0.418757000
D/UDP-TIMING(12522): 4489 0 -0.419952000
D/UDP-TIMING(12522): 4490 0 -0.421082000
D/UDP-TIMING(12522): 4491 0 -0.422270000
D/UDP-TIMING(12522): 4492 0 -0.423376000
D/UDP-TIMING(12522): 4493 0 -0.424542000
D/UDP-TIMING(12522): 4494 0 -0.425705000
D/UDP-TIMING(12522): 4495 0 -0.426836000
D/UDP-TIMING(12522): 4496 0 -0.428010000
D/UDP-TIMING(12522): 4497 0 -0.429152000
D/UDP-TIMING(12522): 4498 0 -0.430321000
D/UDP-TIMING(12522): 4499 0 -0.431468000
D/UDP-TIMING(12522): 4500 0 -0.432631000
D/UDP-TIMING(12522): 4501 0 -0.433780000
D/UDP-TIMING(12522): 4502 0 -0.434941000
D/UDP-TIMING(12522): 4503 0 -0.436064000
D/UDP-TIMING(12522): 4504 0 -0.437227000
D/UDP-TIMING(12522): 4505 0 -0.438444000
D/UDP-TIMING(12522): 4506 0 -0.439605000
D/UDP-TIMING(12522): 4507 0 -0.440825000
D/UDP-TIMING(12522): 4508 0 -0.441978000
D/UDP-TIMING(12522): 4509 0 -0.443172000
D/UDP-TIMING(12522): 4510 0 -0.444332000
D/UDP-TIMING(12522): 4511 0 -0.445521000
D/UDP-TIMING(12522): 4512 0 -0.446709000
D/UDP-TIMING(12522): 4513 0 -0.447933000
D/UDP-TIMING(12522): 4514 0 -0.449092000
D/UDP-TIMING(12522): 4515 0 -0.450316000
D/UDP-TIMING(12522): 4516 0 -0.451472000
D/UDP-TIMING(12522): 4517 0 -0.452692000
D/UDP-TIMING(12522): 4518 0 -0.453879000
D/UDP-TIMING(12522): 4519 0 -0.455066000
D/UDP-TIMING(12522): 4520 0 -0.456258000
D/UDP-TIMING(12522): 4521 0 -0.457479000
D/UDP-TIMING(12522): 4522 0 -0.458641000
D/UDP-TIMING(12522): 4523 0 -0.459809000
D/UDP-TIMING(12522): 4524 0 -0.460961000
D/UDP-TIMING(12522): 4525 0 -0.462110000
D/UDP-TIMING(12522): 4526 0 -0.463219000
D/UDP-TIMING(12522): 4527 0 -0.464307000
D/UDP-TIMING(12522): 4528 0 -0.465384000
D/UDP-TIMING(12522): 4529 0 -0.466435000
D/UDP-TIMING(12522): 4530 0 -0.467567000
D/UDP-TIMING(12522): 4531 0 -0.468651000
D/UDP-TIMING(12522): 4532 0 -0.469784000
D/UDP-TIMING(12522): 4533 0 -0.470908000
D/UDP-TIMING(12522): 4534 0 -0.472008000
D/UDP-TIMING(12522): 4535 0 -0.473123000
D/UDP-TIMING(12522): 4536 0 -0.474226000
D/UDP-TIMING(12522): 4537 0 -0.475349000
D/UDP-TIMING(12522): 4538 0 -0.476480000
D/UDP-TIMING(12522): 4539 0 -0.477564000
D/UDP-TIMING(12522): 4540 0 -0.478694000
D/UDP-TIMING(12522): 4541 0 -0.479813000
D/UDP-TIMING(12522): 4542 0 -0.480902000
D/UDP-TIMING(12522): 4543 0 -0.482056000
D/UDP-TIMING(12522): 4544 0 -0.483138000
D/UDP-TIMING(12522): 4545 0 -0.372923000
D/UDP-TIMING(12522): 4546 0 -0.373660000
D/UDP-TIMING(12522): 4547 0 -0.374722000
D/UDP-TIMING(12522): 4548 0 -0.375872000
D/UDP-TIMING(12522): 4549 0 -0.377038000
D/UDP-TIMING(12522): 4550 0 -0.378234000
D/UDP-TIMING(12522): 4551 0 -0.379412000
D/UDP-TIMING(12522): 4552 0 -0.380544000
D/UDP-TIMING(12522): 4553 0 -0.381637000
D/UDP-TIMING(12522): 4554 0 -0.382682000
D/UDP-TIMING(12522): 4555 0 -0.383743000
D/UDP-TIMING(12522): 4556 0 -0.384917000
D/UDP-TIMING(12522): 4557 0 -0.386098000
D/UDP-TIMING(12522): 4558 0 -0.387147000
D/UDP-TIMING(12522): 4559 0 -0.388300000
D/UDP-TIMING(12522): 4560 0 -0.389436000
D/UDP-TIMING(12522): 4561 0 -0.390594000
D/UDP-TIMING(12522): 4562 0 -0.391733000
D/UDP-TIMING(12522): 4563 0 -0.392875000
D/UDP-TIMING(12522): 4564 0 -0.394005000
D/UDP-TIMING(12522): 4565 0 -0.395143000
D/UDP-TIMING(12522): 4566 0 -0.396246000
D/UDP-TIMING(12522): 4567 0 -0.397383000
D/UDP-TIMING(12522): 4568 0 -0.398537000
D/UDP-TIMING(12522): 4569 0 -0.399633000
D/UDP-TIMING(12522): 4570 0 -0.400762000
D/UDP-TIMING(12522): 4571 0 -0.401872000
D/UDP-TIMING(12522): 4572 0 -0.403021000
D/UDP-TIMING(12522): 4573 0 -0.404217000
D/UDP-TIMING(12522): 4574 0 -0.405373000
D/UDP-TIMING(12522): 4575 0 -0.406507000
D/UDP-TIMING(12522): 4576 0 -0.407696000
D/UDP-TIMING(12522): 4577 0 -0.408853000
D/UDP-TIMING(12522): 4578 0 -0.410048000
D/UDP-TIMING(12522): 4579 0 -0.411147000
D/UDP-TIMING(12522): 4580 0 -0.412283000
D/UDP-TIMING(12522): 4581 0 -0.413407000
D/UDP-TIMING(12522): 4582 0 -0.414476000
D/UDP-TIMING(12522): 4583 0 -0.415600000
D/UDP-TIMING(12522): 4584 0 -0.416788000
D/UDP-TIMING(12522): 4585 0 -0.418013000
D/UDP-TIMING(12522): 4586 0 -0.419130000
D/UDP-TIMING(12522): 4587 0 -0.420286000
D/UDP-TIMING(12522): 4588 0 -0.421397000
D/UDP-TIMING(12522): 4589 0 -0.422465000
D/UDP-TIMING(12522): 4590 0 -0.423562000
D/UDP-TIMING(12522): 4591 0 -0.424696000
D/UDP-TIMING(12522): 4592 0 -0.425805000
D/UDP-TIMING(12522): 4593 0 -0.426901000
D/UDP-TIMING(12522): 4594 0 -0.428033000
D/UDP-TIMING(12522): 4595 0 -0.429200000
D/UDP-TIMING(12522): 4596 0 -0.430306000
D/UDP-TIMING(12522): 4597 0 -0.431435000
D/UDP-TIMING(12522): 4598 0 -0.432582000
D/UDP-TIMING(12522): 4599 0 -0.433685000
D/UDP-TIMING(12522): 4600 0 -0.434778000
D/UDP-TIMING(12522): 4601 0 -0.435898000
D/UDP-TIMING(12522): 4602 0 -0.437056000
D/UDP-TIMING(12522): 4603 0 -0.438257000
D/UDP-TIMING(12522): 4604 0 -0.439400000
D/UDP-TIMING(12522): 4605 0 -0.440536000
D/UDP-TIMING(12522): 4606 0 -0.441676000
D/UDP-TIMING(12522): 4607 0 -0.442779000
D/UDP-TIMING(12522): 4608 0 -0.443923000
D/UDP-TIMING(12522): 4609 0 -0.445064000
D/UDP-TIMING(12522): 4610 0 -0.446183000
D/UDP-TIMING(12522): 4611 0 -0.447320000
D/UDP-TIMING(12522): 4612 0 -0.448492000
D/UDP-TIMING(12522): 4613 0 -0.449607000
D/UDP-TIMING(12522): 4614 0 -0.450776000
D/UDP-TIMING(12522): 4615 0 -0.451921000
D/UDP-TIMING(12522): 4616 0 -0.453061000
D/UDP-TIMING(12522): 4617 0 -0.454203000
D/UDP-TIMING(12522): 4618 0 -0.455337000
D/UDP-TIMING(12522): 4619 0 -0.456420000
D/UDP-TIMING(12522): 4620 0 -0.457555000
D/UDP-TIMING(12522): 4621 0 -0.458634000
D/UDP-TIMING(12522): 4622 0 -0.459745000
D/UDP-TIMING(12522): 4623 0 -0.460878000
D/UDP-TIMING(12522): 4624 0 -0.461981000
D/UDP-TIMING(12522): 4625 0 -0.463101000
D/UDP-TIMING(12522): 4626 0 -0.464260000
D/UDP-TIMING(12522): 4627 0 -0.465360000
D/UDP-TIMING(12522): 4628 0 -0.466480000
D/UDP-TIMING(12522): 4629 0 -0.467639000
D/UDP-TIMING(12522): 4630 0 -0.468738000
D/UDP-TIMING(12522): 4631 0 -0.469859000
D/UDP-TIMING(12522): 4632 0 -0.471017000
D/UDP-TIMING(12522): 4633 0 -0.459768000
D/UDP-TIMING(12522): 4634 0 -0.460856000
D/UDP-TIMING(12522): 4635 0 -0.461950000
D/UDP-TIMING(12522): 4636 0 -0.463077000
D/UDP-TIMING(12522): 4637 0 -0.464205000
D/UDP-TIMING(12522): 4638 0 -0.465313000
D/UDP-TIMING(12522): 4639 0 -0.466443000
D/UDP-TIMING(12522): 4640 0 -0.467504000
D/UDP-TIMING(12522): 4641 0 -0.468643000
D/UDP-TIMING(12522): 4642 0 -0.469775000
D/UDP-TIMING(12522): 4643 0 -0.470905000
D/UDP-TIMING(12522): 4644 0 -0.472034000
D/UDP-TIMING(12522): 4645 0 -0.473163000
D/UDP-TIMING(12522): 4646 0 -0.375242000
D/UDP-TIMING(12522): 4647 0 -0.375754000
D/UDP-TIMING(12522): 4648 0 -0.376800000
D/UDP-TIMING(12522): 4649 0 -0.377844000
D/UDP-TIMING(12522): 4650 0 -0.378834000
D/UDP-TIMING(12522): 4651 0 -0.379818000
D/UDP-TIMING(12522): 4652 0 -0.380769000
D/UDP-TIMING(12522): 4653 0 -0.381805000
D/UDP-TIMING(12522): 4654 0 -0.382722000
D/UDP-TIMING(12522): 4655 0 -0.383696000
D/UDP-TIMING(12522): 4656 0 -0.384673000
D/UDP-TIMING(12522): 4657 0 -0.385628000
D/UDP-TIMING(12522): 4658 0 -0.386617000
D/UDP-TIMING(12522): 4659 0 -0.387623000
D/UDP-TIMING(12522): 4660 0 -0.388618000
D/UDP-TIMING(12522): 4661 0 -0.389629000
D/UDP-TIMING(12522): 4662 0 -0.390605000
D/UDP-TIMING(12522): 4663 0 -0.391600000
D/UDP-TIMING(12522): 4664 0 -0.392763000
D/UDP-TIMING(12522): 4665 0 -0.393928000
D/UDP-TIMING(12522): 4666 0 -0.395088000
D/UDP-TIMING(12522): 4667 0 -0.396285000
D/UDP-TIMING(12522): 4668 0 -0.397395000
D/UDP-TIMING(12522): 4669 0 -0.398547000
D/UDP-TIMING(12522): 4670 0 -0.399705000
D/UDP-TIMING(12522): 4671 0 -0.400832000
D/UDP-TIMING(12522): 4672 0 -0.401951000
D/UDP-TIMING(12522): 4673 0 -0.403096000
D/UDP-TIMING(12522): 4674 0 -0.404264000
