--------- beginning of /dev/log/main
D/UDP-TIMING(12522): 101 0 -0.373784000
D/UDP-TIMING(12522): 102 0 -0.377441000
D/UDP-TIMING(12522): 103 0 -0.381248000
D/UDP-TIMING(12522): 104 0 -0.385049000
D/UDP-TIMING(12522): 105 0 -0.388929000
D/UDP-TIMING(12522): 106 0 -0.392697000
D/UDP-TIMING(12522): 107 0 -0.396483000
D/UDP-TIMING(12522): 108 0 -0.400278000
D/UDP-TIMING(12522): 109 0 -0.404055000
D/UDP-TIMING(12522): 110 0 -0.407925000
D/UDP-TIMING(12522): 111 0 -0.411761000
D/UDP-TIMING(12522): 112 0 -0.415612000
D/UDP-TIMING(12522): 113 0 -0.419482000
D/UDP-TIMING(12522): 114 0 -0.423350000
D/UDP-TIMING(12522): 115 0 -0.427197000
D/UDP-TIMING(12522): 116 0 -0.431063000
D/UDP-TIMING(12522): 117 0 -0.434808000
D/UDP-TIMING(12522): 118 0 -0.438646000
D/UDP-TIMING(12522): 119 0 -0.442514000
D/UDP-TIMING(12522): 120 0 -0.446352000
D/UDP-TIMING(12522): 121 0 -0.450221000
D/UDP-TIMING(12522): 122 0 -0.454062000
D/UDP-TIMING(12522): 123 0 -0.457939000
D/UDP-TIMING(12522): 124 0 -0.461776000
D/UDP-TIMING(12522): 125 0 -0.465643000
D/UDP-TIMING(12522): 126 0 -0.469532000
D/UDP-TIMING(12522): 127 0 -0.473384000
D/UDP-TIMING(12522): 128 0 -0.477243000
D/UDP-TIMING(12522): 129 0 -0.481117000
D/UDP-TIMING(12522): 130 0 -0.484871000
D/UDP-TIMING(12522): 131 0 -0.488071000
D/UDP-TIMING(12522): 132 0 -0.489272000
D/UDP-TIMING(12522): 133 0 -0.488188000
D/UDP-TIMING(12522): 134 0 -0.488523000
D/UDP-TIMING(12522): 135 0 -0.488076000
D/UDP-TIMING(12522): 136 0 -0.488317000
D/UDP-TIMING(12522): 137 0 -0.487898000
D/UDP-TIMING(12522): 138 0 -0.488015000
D/UDP-TIMING(12522): 139 0 -0.487705000
D/UDP-TIMING(12522): 140 0 -0.488734000
D/UDP-TIMING(12522): 141 0 -0.487235000
D/UDP-TIMING(12522): 142 0 -0.488480000
D/UDP-TIMING(12522): 143 0 -0.485448000
D/UDP-TIMING(12522): 144 0 -0.489325000
D/UDP-TIMING(12522): 145 0 -0.486828000
D/UDP-TIMING(12522): 146 0 -0.488315000
D/UDP-TIMING(12522): 147 0 -0.489017000
D/UDP-TIMING(12522): 148 0 -0.486113000
D/UDP-TIMING(12522): 149 0 -0.488263000
D/UDP-TIMING(12522): 150 0 -0.470759000
D/UDP-TIMING(12522): 151 0 -0.474604000
D/UDP-TIMING(12522): 152 0 -0.478385000
D/UDP-TIMING(12522): 153 0 -0.482132000
D/UDP-TIMING(12522): 154 0 -0.485857000
D/UDP-TIMING(12522): 155 0 -0.489652000
D/UDP-TIMING(12522): 156 0 -0.487892000
D/UDP-TIMING(12522): 157 0 -0.488540000
D/UDP-TIMING(12522): 158 0 -0.485454000
D/UDP-TIMING(12522): 159 0 -0.487875000
D/UDP-TIMING(12522): 160 0 -0.488670000
D/UDP-TIMING(12522): 161 0 -0.488693000
D/UDP-TIMING(12522): 162 0 -0.488952000
D/UDP-TIMING(12522): 163 0 -0.488555000
D/UDP-TIMING(12522): 164 0 -0.488168000
D/UDP-TIMING(12522): 165 0 -0.488291000
D/UDP-TIMING(12522): 166 0 -0.488411000
D/UDP-TIMING(12522): 167 0 -0.487929000
D/UDP-TIMING(12522): 168 0 -0.484829000
D/UDP-TIMING(12522): 169 0 -0.488702000
D/UDP-TIMING(12522): 170 0 -0.487910000
D/UDP-TIMING(12522): 171 0 -0.479279000
D/UDP-TIMING(12522): 172 0 -0.483148000
D/UDP-TIMING(12522): 173 0 -0.485366000
D/UDP-TIMING(12522): 174 0 -0.487396000
D/UDP-TIMING(12522): 175 0 -0.483475000
D/UDP-TIMING(12522): 176 0 -0.487379000
D/UDP-TIMING(12522): 177 0 -0.481270000
D/UDP-TIMING(12522): 178 0 -0.485111000
D/UDP-TIMING(12522): 179 0 -0.488820000
D/UDP-TIMING(12522): 180 0 -0.488196000
D/UDP-TIMING(12522): 181 0 -0.489311000
D/UDP-TIMING(12522): 182 0 -0.488190000
D/UDP-TIMING(12522): 183 0 -0.488492000
D/UDP-TIMING(12522): 184 0 -0.486863000
D/UDP-TIMING(12522): 185 0 -0.487151000
D/UDP-TIMING(12522): 186 0 -0.488818000
D/UDP-TIMING(12522): 187 0 -0.489030000
D/UDP-TIMING(12522): 188 0 -0.487506000
D/UDP-TIMING(12522): 189 0 -0.487626000
D/UDP-TIMING(12522): 190 0 -0.487319000
D/UDP-TIMING(12522): 191 0 -0.487838000
D/UDP-TIMING(12522): 192 0 -0.487601000
D/UDP-TIMING(12522): 193 0 -0.486698000
D/UDP-TIMING(12522): 194 0 -0.488846000
D/UDP-TIMING(12522): 195 0 -0.487777000
D/UDP-TIMING(12522): 196 0 -0.488049000
D/UDP-TIMING(12522): 197 0 -0.487561000
D/UDP-TIMING(12522): 198 0 -0.487352000
D/UDP-TIMING(12522): 199 0 -0.486466000
D/UDP-TIMING(12522): 200 0 -0.484795000
D/UDP-TIMING(12522): 201 0 -0.478109000
D/UDP-TIMING(12522): 202 0 -0.371160000
D/UDP-TIMING(12522): 203 0 -0.375140000
D/UDP-TIMING(12522): 204 0 -0.379290000
D/UDP-TIMING(12522): 205 0 -0.383385000
D/UDP-TIMING(12522): 206 0 -0.387520000
D/UDP-TIMING(12522): 207 0 -0.391590000
D/UDP-TIMING(12522): 208 0 -0.395686000
D/UDP-TIMING(12522): 209 0 -0.399793000
D/UDP-TIMING(12522): 210 0 -0.403933000
D/UDP-TIMING(12522): 211 0 -0.408078000
D/UDP-TIMING(12522): 212 0 -0.412199000
D/UDP-TIMING(12522): 213 0 -0.414003000
D/UDP-TIMING(12522): 214 0 -0.418094000
D/UDP-TIMING(12522): 215 0 -0.422211000
D/UDP-TIMING(12522): 216 0 -0.426264000
D/UDP-TIMING(12522): 217 0 -0.430386000
D/UDP-TIMING(12522): 218 0 -0.434540000
D/UDP-TIMING(12522): 219 0 -0.438660000
D/UDP-TIMING(12522): 220 0 -0.442807000
D/UDP-TIMING(12522): 221 0 -0.446959000
D/UDP-TIMING(12522): 222 0 -0.451076000
D/UDP-TIMING(12522): 223 0 -0.455224000
D/UDP-TIMING(12522): 224 0 -0.459341000
D/UDP-TIMING(12522): 225 0 -0.463496000
D/UDP-TIMING(12522): 226 0 -0.467646000
D/UDP-TIMING(12522): 227 0 -0.471764000
D/UDP-TIMING(12522): 228 0 -0.475911000
D/UDP-TIMING(12522): 229 0 -0.479969000
D/UDP-TIMING(12522): 230 0 -0.484002000
D/UDP-TIMING(12522): 231 0 -0.488083000
D/UDP-TIMING(12522): 232 0 -0.488802000
D/UDP-TIMING(12522): 233 0 -0.489015000
D/UDP-TIMING(12522): 234 0 -0.486634000
D/UDP-TIMING(12522): 235 0 -0.489279000
D/UDP-TIMING(12522): 236 0 -0.489396000
D/UDP-TIMING(12522): 237 0 -0.488509000
D/UDP-TIMING(12522): 238 0 -0.487833000
D/UDP-TIMING(12522): 239 0 -0.487832000
D/UDP-TIMING(12522): 240 0 -0.488133000
D/UDP-TIMING(12522): 241 0 -0.487810000
D/UDP-TIMING(12522): 242 0 -0.487441000
D/UDP-TIMING(12522): 243 0 -0.479823000
D/UDP-TIMING(12522): 244 0 -0.483746000
D/UDP-TIMING(12522): 245 0 -0.484695000
D/UDP-TIMING(12522): 246 0 -0.488641000
D/UDP-TIMING(12522): 247 0 -0.488944000
D/UDP-TIMING(12522): 248 0 -0.488253000
D/UDP-TIMING(12522): 249 0 -0.486256000
D/UDP-TIMING(12522): 250 0 -0.488557000
D/UDP-TIMING(12522): 251 0 -0.487688000
D/UDP-TIMING(12522): 252 0 -0.484772000
D/UDP-TIMING(12522): 253 0 -0.487820000
D/UDP-TIMING(12522): 254 0 -0.489064000
D/UDP-TIMING(12522): 255 0 -0.488553000
D/UDP-TIMING(12522): 256 0 -0.488228000
D/UDP-TIMING(12522): 257 0 -0.487780000
D/UDP-TIMING(12522): 258 0 -0.487933000
D/UDP-TIMING(12522): 259 0 -0.488747000
D/UDP-TIMING(12522): 260 0 -0.488917000
D/UDP-TIMING(12522): 261 0 -0.488080000
D/UDP-TIMING(12522): 262 0 -0.489195000
D/UDP-TIMING(12522): 263 0 -0.487217000
D/UDP-TIMING(12522): 264 0 -0.487916000
D/UDP-TIMING(12522): 265 0 -0.488708000
D/UDP-TIMING(12522): 266 0 -0.488689000
D/UDP-TIMING(12522): 267 0 -0.488880000
D/UDP-TIMING(12522): 268 0 -0.488055000
D/UDP-TIMING(12522): 269 0 -0.479751000
D/UDP-TIMING(12522): 270 0 -0.482561000
D/UDP-TIMING(12522): 271 0 -0.486530000
D/UDP-TIMING(12522): 272 0 -0.488943000
D/UDP-TIMING(12522): 273 0 -0.488971000
D/UDP-TIMING(12522): 274 0 -0.487501000
D/UDP-TIMING(12522): 275 0 -0.477706000
D/UDP-TIMING(12522): 276 0 -0.481643000
D/UDP-TIMING(12522): 277 0 -0.485638000
D/UDP-TIMING(12522): 278 0 -0.487744000
D/UDP-TIMING(12522): 279 0 -0.487348000
D/UDP-TIMING(12522): 280 0 -0.488015000
D/UDP-TIMING(12522): 281 0 -0.488132000
D/UDP-TIMING(12522): 282 0 -0.489363000
D/UDP-TIMING(12522): 283 0 -0.487839000
D/UDP-TIMING(12522): 284 0 -0.488442000
D/UDP-TIMING(12522): 285 0 -0.488565000
D/UDP-TIMING(12522): 286 0 -0.487778000
D/UDP-TIMING(12522): 287 0 -0.487894000
D/UDP-TIMING(12522): 288 0 -0.487511000
D/UDP-TIMING(12522): 289 0 -0.488121000
D/UDP-TIMING(12522): 290 0 -0.488248000
D/UDP-TIMING(12522): 291 0 -0.488494000
D/UDP-TIMING(12522): 292 0 -0.488498000
D/UDP-TIMING(12522): 293 0 -0.487656000
D/UDP-TIMING(12522): 294 0 -0.487303000
D/UDP-TIMING(12522): 295 0 -0.488900000
D/UDP-TIMING(12522): 296 0 -0.488020000
D/UDP-TIMING(12522): 297 0 -0.487148000
D/UDP-TIMING(12522): 298 0 -0.488412000
D/UDP-TIMING(12522): 299 0 -0.487403000
D/UDP-TIMING(12522): 300 0 -0.484579000
D/UDP-TIMING(12522): 301 0 -0.488453000
D/UDP-TIMING(12522): 302 0 -0.487792000
D/UDP-TIMING(12522): 303 0 -0.370508000
D/UDP-TIMING(12522): 304 0 -0.374316000
D/UDP-TIMING(12522): 305 0 -0.378081000
D/UDP-TIMING(12522): 306 0 -0.381917000
D/UDP-TIMING(12522): 307 0 -0.385714000
D/UDP-TIMING(12522): 308 0 -0.389509000
D/UDP-TIMING(12522): 309 0 -0.393346000
D/UDP-TIMING(12522): 310 0 -0.397120000
D/UDP-TIMING(12522): 311 0 -0.400950000
D/UDP-TIMING(12522): 312 0 -0.404861000
D/UDP-TIMING(12522): 313 0 -0.408698000
D/UDP-TIMING(12522): 314 0 -0.412566000
D/UDP-TIMING(12522): 315 0 -0.416421000
D/UDP-TIMING(12522): 316 0 -0.420239000
D/UDP-TIMING(12522): 317 0 -0.423996000
D/UDP-TIMING(12522): 318 0 -0.427801000
D/UDP-TIMING(12522): 319 0 -0.431582000
D/UDP-TIMING(12522): 320 0 -0.435419000
D/UDP-TIMING(12522): 321 0 -0.439200000
D/UDP-TIMING(12522): 322 0 -0.443012000
D/UDP-TIMING(12522): 323 0 -0.446759000
D/UDP-TIMING(12522): 324 0 -0.450542000
D/UDP-TIMING(12522): 325 0 -0.454342000
D/UDP-TIMING(12522): 326 0 -0.458122000
D/UDP-TIMING(12522): 327 0 -0.461929000
D/UDP-TIMING(12522): 328 0 -0.465713000
D/UDP-TIMING(12522): 329 0 -0.469536000
D/UDP-TIMING(12522): 330 0 -0.473356000
D/UDP-TIMING(12522): 331 0 -0.477149000
D/UDP-TIMING(12522): 332 0 -0.480943000
D/UDP-TIMING(12522): 333 0 -0.484731000
D/UDP-TIMING(12522): 334 0 -0.488120000
D/UDP-TIMING(12522): 335 0 -0.487801000
D/UDP-TIMING(12522): 336 0 -0.487606000
D/UDP-TIMING(12522): 337 0 -0.488143000
D/UDP-TIMING(12522): 338 0 -0.486899000
D/UDP-TIMING(12522): 339 0 -0.488752000
D/UDP-TIMING(12522): 340 0 -0.489146000
D/UDP-TIMING(12522): 341 0 -0.486919000
D/UDP-TIMING(12522): 342 0 -0.488382000
D/UDP-TIMING(12522): 343 0 -0.488000000
D/UDP-TIMING(12522): 344 0 -0.488605000
D/UDP-TIMING(12522): 345 0 -0.487101000
D/UDP-TIMING(12522): 346 0 -0.487964000
D/UDP-TIMING(12522): 347 0 -0.489096000
D/UDP-TIMING(12522): 348 0 -0.488212000
D/UDP-TIMING(12522): 349 0 -0.487730000
D/UDP-TIMING(12522): 350 0 -0.487852000
D/UDP-TIMING(12522): 351 0 -0.481575000
D/UDP-TIMING(12522): 352 0 -0.485452000
D/UDP-TIMING(12522): 353 0 -0.489244000
D/UDP-TIMING(12522): 354 0 -0.488944000
D/UDP-TIMING(12522): 355 0 -0.478911000
D/UDP-TIMING(12522): 356 0 -0.482738000
D/UDP-TIMING(12522): 357 0 -0.486480000
D/UDP-TIMING(12522): 358 0 -0.488296000
D/UDP-TIMING(12522): 359 0 -0.488412000
D/UDP-TIMING(12522): 360 0 -0.488487000
D/UDP-TIMING(12522): 361 0 -0.488605000
D/UDP-TIMING(12522): 362 0 -0.488124000
D/UDP-TIMING(12522): 363 0 -0.487861000
D/UDP-TIMING(12522): 364 0 -0.487394000
D/UDP-TIMING(12522): 365 0 -0.487489000
D/UDP-TIMING(12522): 366 0 -0.486063000
D/UDP-TIMING(12522): 367 0 -0.488352000
D/UDP-TIMING(12522): 368 0 -0.488499000
D/UDP-TIMING(12522): 369 0 -0.486384000
D/UDP-TIMING(12522): 370 0 -0.486718000
D/UDP-TIMING(12522): 371 0 -0.488281000
D/UDP-TIMING(12522): 372 0 -0.488988000
D/UDP-TIMING(12522): 373 0 -0.488107000
D/UDP-TIMING(12522): 374 0 -0.488231000
D/UDP-TIMING(12522): 375 0 -0.479773000
D/UDP-TIMING(12522): 376 0 -0.483662000
D/UDP-TIMING(12522): 377 0 -0.487429000
D/UDP-TIMING(12522): 378 0 -0.487793000
D/UDP-TIMING(12522): 379 0 -0.486223000
D/UDP-TIMING(12522): 380 0 -0.487965000
D/UDP-TIMING(12522): 381 0 -0.487141000
D/UDP-TIMING(12522): 382 0 -0.487736000
D/UDP-TIMING(12522): 383 0 -0.488352000
D/UDP-TIMING(12522): 384 0 -0.487468000
D/UDP-TIMING(12522): 385 0 -0.488571000
D/UDP-TIMING(12522): 386 0 -0.487715000
D/UDP-TIMING(12522): 387 0 -0.487882000
D/UDP-TIMING(12522): 388 0 -0.488032000
D/UDP-TIMING(12522): 389 0 -0.489179000
D/UDP-TIMING(12522): 390 0 -0.489371000
D/UDP-TIMING(12522): 391 0 -0.487707000
D/UDP-TIMING(12522): 392 0 -0.488150000
D/UDP-TIMING(12522): 393 0 -0.488778000
D/UDP-TIMING(12522): 394 0 -0.487166000
D/UDP-TIMING(12522): 395 0 -0.488112000
D/UDP-TIMING(12522): 396 0 -0.486236000
D/UDP-TIMING(12522): 397 0 -0.487684000
D/UDP-TIMING(12522): 398 0 -0.487558000
D/UDP-TIMING(12522): 399 0 -0.488650000
D/UDP-TIMING(12522): 400 0 -0.485809000
D/UDP-TIMING(12522): 401 0 -0.487943000
D/UDP-TIMING(12522): 402 0 -0.489076000
D/UDP-TIMING(12522): 403 0 -0.489198000
D/UDP-TIMING(12522): 404 0 -0.368427000
D/UDP-TIMING(12522): 405 0 -0.372324000
D/UDP-TIMING(12522): 406 0 -0.376294000
D/UDP-TIMING(12522): 407 0 -0.380298000
D/UDP-TIMING(12522): 408 0 -0.384281000
D/UDP-TIMING(12522): 409 0 -0.388307000
D/UDP-TIMING(12522): 410 0 -0.392273000
D/UDP-TIMING(12522): 411 0 -0.396292000
D/UDP-TIMING(12522): 412 0 -0.400298000
D/UDP-TIMING(12522): 413 0 -0.404443000
D/UDP-TIMING(12522): 414 0 -0.408443000
D/UDP-TIMING(12522): 415 0 -0.412459000
D/UDP-TIMING(12522): 416 0 -0.416474000
D/UDP-TIMING(12522): 417 0 -0.420490000
D/UDP-TIMING(12522): 418 0 -0.424387000
D/UDP-TIMING(12522): 419 0 -0.428385000
D/UDP-TIMING(12522): 420 0 -0.432401000
D/UDP-TIMING(12522): 421 0 -0.436421000
D/UDP-TIMING(12522): 422 0 -0.440438000
D/UDP-TIMING(12522): 423 0 -0.444464000
D/UDP-TIMING(12522): 424 0 -0.448463000
D/UDP-TIMING(12522): 425 0 -0.452486000
D/UDP-TIMING(12522): 426 0 -0.456503000
D/UDP-TIMING(12522): 427 0 -0.460531000
D/UDP-TIMING(12522): 428 0 -0.464472000
D/UDP-TIMING(12522): 429 0 -0.468481000
D/UDP-TIMING(12522): 430 0 -0.472509000
D/UDP-TIMING(12522): 431 0 -0.476366000
D/UDP-TIMING(12522): 432 0 -0.480334000
D/UDP-TIMING(12522): 433 0 -0.484282000
D/UDP-TIMING(12522): 434 0 -0.488272000
D/UDP-TIMING(12522): 435 0 -0.488811000
D/UDP-TIMING(12522): 436 0 -0.488989000
D/UDP-TIMING(12522): 437 0 -0.488517000
D/UDP-TIMING(12522): 438 0 -0.487899000
D/UDP-TIMING(12522): 439 0 -0.488429000
D/UDP-TIMING(12522): 440 0 -0.488106000
D/UDP-TIMING(12522): 441 0 -0.487749000
D/UDP-TIMING(12522): 442 0 -0.487936000
D/UDP-TIMING(12522): 443 0 -0.488252000
D/UDP-TIMING(12522): 444 0 -0.487256000
D/UDP-TIMING(12522): 445 0 -0.488549000
D/UDP-TIMING(12522): 446 0 -0.488669000
D/UDP-TIMING(12522): 447 0 -0.488795000
D/UDP-TIMING(12522): 448 0 -0.487829000
D/UDP-TIMING(12522): 449 0 -0.488086000
D/UDP-TIMING(12522): 450 0 -0.481502000
D/UDP-TIMING(12522): 451 0 -0.485483000
D/UDP-TIMING(12522): 452 0 -0.488523000
D/UDP-TIMING(12522): 453 0 -0.487565000
D/UDP-TIMING(12522): 454 0 -0.488375000
D/UDP-TIMING(12522): 455 0 -0.488547000
D/UDP-TIMING(12522): 456 0 -0.487116000
D/UDP-TIMING(12522): 457 0 -0.487245000
D/UDP-TIMING(12522): 458 0 -0.484235000
D/UDP-TIMING(12522): 459 0 -0.488298000
D/UDP-TIMING(12522): 460 0 -0.483870000
D/UDP-TIMING(12522): 461 0 -0.487915000
D/UDP-TIMING(12522): 462 0 -0.488899000
D/UDP-TIMING(12522): 463 0 -0.488925000
D/UDP-TIMING(12522): 464 0 -0.488198000
D/UDP-TIMING(12522): 465 0 -0.487672000
D/UDP-TIMING(12522): 466 0 -0.488378000
D/UDP-TIMING(12522): 467 0 -0.488078000
D/UDP-TIMING(12522): 468 0 -0.488535000
D/UDP-TIMING(12522): 469 0 -0.487790000
D/UDP-TIMING(12522): 470 0 -0.487798000
D/UDP-TIMING(12522): 471 0 -0.488323000
D/UDP-TIMING(12522): 472 0 -0.488175000
D/UDP-TIMING(12522): 473 0 -0.488171000
D/UDP-TIMING(12522): 474 0 -0.483417000
D/UDP-TIMING(12522): 475 0 -0.484827000
D/UDP-TIMING(12522): 476 0 -0.488837000
D/UDP-TIMING(12522): 477 0 -0.487634000
D/UDP-TIMING(12522): 478 0 -0.488160000
D/UDP-TIMING(12522): 479 0 -0.488984000
D/UDP-TIMING(12522): 480 0 -0.487460000
D/UDP-TIMING(12522): 481 0 -0.488066000
D/UDP-TIMING(12522): 482 0 -0.487610000
D/UDP-TIMING(12522): 483 0 -0.488451000
D/UDP-TIMING(12522): 484 0 -0.488629000
D/UDP-TIMING(12522): 485 0 -0.487808000
D/UDP-TIMING(12522): 486 0 -0.487945000
D/UDP-TIMING(12522): 487 0 -0.488887000
D/UDP-TIMING(12522): 488 0 -0.488134000
D/UDP-TIMING(12522): 489 0 -0.487642000
D/UDP-TIMING(12522): 490 0 -0.488319000
D/UDP-TIMING(12522): 491 0 -0.487959000
D/UDP-TIMING(12522): 492 0 -0.488582000
D/UDP-TIMING(12522): 493 0 -0.488227000
D/UDP-TIMING(12522): 494 0 -0.488968000
D/UDP-TIMING(12522): 495 0 -0.487818000
D/UDP-TIMING(12522): 496 0 -0.489223000
D/UDP-TIMING(12522): 497 0 -0.487589000
D/UDP-TIMING(12522): 498 0 -0.483357000
D/UDP-TIMING(12522): 499 0 -0.487397000
D/UDP-TIMING(12522): 500 0 -0.487744000
D/UDP-TIMING(12522): 501 0 -0.486727000
D/UDP-TIMING(12522): 502 0 -0.487934000
D/UDP-TIMING(12522): 503 0 -0.488079000
D/UDP-TIMING(12522): 504 0 -0.486711000
D/UDP-TIMING(12522): 505 0 -0.375330000
D/UDP-TIMING(12522): 506 0 -0.379148000
D/UDP-TIMING(12522): 507 0 -0.383050000
D/UDP-TIMING(12522): 508 0 -0.387079000
D/UDP-TIMING(12522): 509 0 -0.391094000
D/UDP-TIMING(12522): 510 0 -0.395107000
D/UDP-TIMING(12522): 511 0 -0.399157000
D/UDP-TIMING(12522): 512 0 -0.403134000
D/UDP-TIMING(12522): 513 0 -0.407140000
D/UDP-TIMING(12522): 514 0 -0.411152000
D/UDP-TIMING(12522): 515 0 -0.415136000
D/UDP-TIMING(12522): 516 0 -0.419153000
D/UDP-TIMING(12522): 517 0 -0.423172000
D/UDP-TIMING(12522): 518 0 -0.427190000
D/UDP-TIMING(12522): 519 0 -0.431204000
D/UDP-TIMING(12522): 520 0 -0.435068000
D/UDP-TIMING(12522): 521 0 -0.439020000
D/UDP-TIMING(12522): 522 0 -0.442988000
D/UDP-TIMING(12522): 523 0 -0.446983000
D/UDP-TIMING(12522): 524 0 -0.451008000
D/UDP-TIMING(12522): 525 0 -0.454907000
D/UDP-TIMING(12522): 526 0 -0.458849000
D/UDP-TIMING(12522): 527 0 -0.462785000
D/UDP-TIMING(12522): 528 0 -0.466727000
D/UDP-TIMING(12522): 529 0 -0.470318000
D/UDP-TIMING(12522): 530 0 -0.474208000
D/UDP-TIMING(12522): 531 0 -0.478112000
D/UDP-TIMING(12522): 532 0 -0.482122000
D/UDP-TIMING(12522): 533 0 -0.485673000
D/UDP-TIMING(12522): 534 0 -0.488586000
D/UDP-TIMING(12522): 535 0 -0.486498000
D/UDP-TIMING(12522): 536 0 -0.487309000
D/UDP-TIMING(12522): 537 0 -0.489124000
